,year,5,6,7,8,9,10,11,12,1,2,3,4
0,1962,6.387096774,3.643478261,4.991869919,5.139705882,5.365714286,4.87150838,5.197740113,4.337016575,4.396449704,5.344370861,3.718918919,4.915730337
1,1963,5.360465116,3.958333333,3.95480226,4.93989071,6.130681818,3.912568306,5.534883721,4.76,5.782122905,3.608695652,4.735294118,3.476744186
2,1964,5.10982659,5.225165563,4.905325444,5.124324324,5.976608187,5.071823204,4.696629213,4.966666667,5.861271676,6.082278481,4.372881356,4.533742331
3,1965,5.138888889,4.707317073,5.777777778,4.152173913,3.458823529,5.209944751,4.668539326,5.738372093,4.525316456,5.458064516,3.94047619,4.775147929
4,1966,3.383233533,5.096590909,4.615384615,4.46961326,4.491525424,4.74863388,2.883040936,4.287356322,3.140449438,3.792682927,4.63372093,4.77245509
5,1967,4.177777778,4.809248555,5.727272727,2.639097744,4.845588235,5.118518519,6.049586777,3.211382114,5.046511628,4.745098039,4.555555556,4.848739496
6,1968,3.714285714,5.518518519,3.858208955,4.839160839,6.214814815,5.705035971,5.064516129,5.412698413,4.204545455,4.967213115,4.891472868,5.620967742
7,1969,4.496296296,4.798507463,5.578231293,5.125,5.276923077,4.638888889,4.460992908,5.835820896,4.0,5.056451613,5.014925373,5.134920635
8,1970,5.525179856,4.265625,4.693877551,4.007092199,6.184397163,4.98540146,6.49137931,4.57480315,4.437956204,4.528455285,4.231884058,4.654135338
9,1971,4.26618705,5.546099291,5.360294118,5.402877698,4.164285714,6.034965035,5.073529412,4.458015267,3.562962963,3.703125,2.595890411,4.0546875
10,1972,4.889705882,4.992248062,4.861313869,4.576642336,4.728571429,3.896551724,5.896825397,3.03875969,5.02919708,4.518796992,4.35915493,3.242647059
11,1973,4.671641791,6.588652482,5.147286822,4.957446809,6.057553957,5.748201439,4.827338129,2.932330827,4.575539568,4.632478632,4.411347518,6.376
12,1974,5.580152672,4.669117647,5.377622378,3.928057554,5.290076336,4.020547945,4.043165468,4.967741935,3.461538462,4.13740458,4.615384615,5.097744361
13,1975,4.608391608,4.948905109,6.00729927,5.161971831,3.985714286,5.602941176,5.030769231,3.335820896,4.437037037,4.269230769,4.905172414,4.826086957
14,1976,4.27972028,4.817518248,5.244897959,5.0,6.275362319,4.760273973,4.633093525,4.756756757,4.042857143,5.682170543,5.300699301,4.609756098
15,1977,5.092857143,4.683453237,5.287037037,6.089655172,6.185185185,5.594405594,4.975,4.601503759,3.992248062,4.427480916,5.072992701,5.155555556
16,1978,5.417910448,6.18705036,3.492647059,4.042553191,5.691729323,4.950704225,6.8359375,5.125,5.680851064,3.515384615,5.164285714,5.393939394
17,1979,5.823943662,5.192857143,4.685314685,5.165517241,4.697183099,6.104895105,4.471830986,4.328571429,5.27972028,5.7578125,5.198630137,5.008130081
18,1980,4.946153846,5.03125,5.875912409,5.110294118,4.255813953,3.963768116,5.120300752,4.292682927,5.474074074,4.258064516,4.825757576,5.013888889
19,1981,4.516483516,4.898550725,5.011363636,3.931506849,5.172413793,4.309278351,4.850877193,4.69047619,5.159090909,5.0,3.918518519,3.611111111
20,1982,4.642201835,4.733944954,5.111111111,6.504587156,5.556521739,4.477941176,4.484848485,4.172932331,4.809160305,4.637096774,5.340740741,4.945454545
21,1983,6.175925926,3.991071429,5.318584071,3.75,4.99122807,4.902985075,4.601769912,5.863636364,2.842105263,4.932692308,3.473684211,5.6
22,1984,4.925925926,4.875,5.362831858,6.112068966,4.714285714,5.892857143,6.162162162,6.071428571,4.614035088,3.018691589,3.756756757,4.224299065
23,1985,3.772727273,4.752475248,4.234782609,6.185840708,5.623853211,4.017699115,5.258928571,5.398148148,3.833333333,3.888888889,4.972727273,5.056074766
24,1986,4.648148148,4.280373832,4.140350877,4.378378378,4.567567568,4.905172414,5.669902913,3.827272727,6.0,5.378640777,6.216981132,5.37962963
25,1987,5.281818182,4.085714286,3.947368421,6.401785714,5.918181818,5.763157895,5.190909091,5.575471698,6.889908257,3.632911392,5.647727273,5.058823529
26,1988,5.35483871,5.416666667,5.280898876,4.850574713,5.637681159,5.698412698,4.93258427,4.673913043,5.26744186,5.205128205,4.516853933,4.117647059
27,1989,5.609195402,5.188235294,5.944444444,5.043478261,4.988888889,5.477777778,5.581395349,5.682352941,5.356321839,3.369047619,3.365591398,4.38372093
28,1990,5.377777778,6.02247191,4.586206897,5.156626506,5.390804598,4.924731183,5.694117647,4.011235955,5.06741573,4.539473684,4.689655172,5.654761905
29,1991,5.825581395,3.037037037,4.505617978,4.775280899,5.333333333,6.056818182,6.597222222,5.625,3.91025641,5.647058824,5.181818182,4.436781609
30,1992,5.494117647,5.38961039,3.488372093,4.753787879,5.487966954,7.028089888,5.000163079,5.796551724,5.439215686,3.840996169,3.137179151,3.430849092
