,year,5,6,7,8,9,10,11,12,1,2,3,4
0,1983.0,100.0,90.0,108.0,207.0,118.0,257.0,330.0,316.0,304.0,336.0,166.0,244.0
1,1984.0,234.0,106.0,126.0,73.0,129.0,208.0,489.0,135.0,1240.0,2907.0,2174.0,1077.0
2,1985.0,530.0,463.0,628.0,292.0,888.0,560.0,428.0,507.0,72.0,726.0,134.0,381.0
3,1986.0,74.0,36.0,104.0,94.0,74.0,544.0,540.0,206.0,501.0,230.0,783.0,740.0
4,1987.0,232.0,163.0,36.0,284.0,199.0,752.0,656.0,406.0,1021.0,396.0,744.0,356.0
5,1988.0,475.0,57.0,301.0,0.0,259.0,139.0,741.0,644.0,282.0,117.0,336.0,556.0
6,1989.0,482.0,80.0,862.0,92.0,32.0,135.0,460.0,212.0,1120.0,96.0,156.0,188.0
