,YEAR,MONTH,ELEM_VAL
392,1993,9,1031
393,1993,10,898
394,1993,11,225
395,1993,12,435
396,1994,1,205
397,1994,2,115
398,1994,3,84
399,1994,4,23
400,1994,5,480
401,1994,6,871
402,1994,7,413
403,1994,8,1187
404,1994,9,777
405,1994,10,841
406,1994,11,269
407,1994,12,163
408,1995,1,58
409,1995,2,91
410,1995,3,164
411,1995,4,175
412,1995,5,31
413,1995,6,855
414,1995,7,363
415,1995,8,562
416,1995,9,958
417,1995,10,895
418,1995,11,1577
419,1995,12,209
420,1996,1,1681
421,1996,2,1078
422,1996,3,306
423,1996,4,268
424,1996,5,337
425,1996,6,633
426,1996,7,778
427,1996,8,1189
428,1996,9,622
429,1996,10,505
430,1996,11,783
431,1996,12,553
432,1997,1,732
433,1997,2,162
434,1997,3,149
435,1997,4,1171
436,1997,5,562
437,1997,6,983
438,1997,7,798
439,1997,8,204
440,1997,9,2202
441,1997,10,1124
442,1997,11,704
443,1997,12,540
444,1998,1,174
445,1998,2,572
446,1998,3,1302
447,1998,4,302
448,1998,5,480
449,1998,6,81
450,1998,7,538
451,1998,8,858
452,1998,9,95
453,1998,10,265
454,1998,11,338
455,1998,12,179
456,1999,1,201
457,1999,2,700
458,1999,3,240
459,1999,4,1337
460,1999,5,130
461,1999,6,1118
462,1999,7,835
463,1999,8,1053
464,1999,9,187
465,1999,10,430
466,1999,11,1068
467,1999,12,243
468,2000,1,845
469,2000,2,112
470,2000,3,578
471,2000,4,674
472,2000,5,304
473,2000,6,25
474,2000,7,453
475,2000,8,478
476,2000,9,541
477,2000,10,396
478,2000,11,294
479,2000,12,33
480,2001,1,253
481,2001,2,303
482,2001,3,1
483,2001,4,198
484,2001,5,285
485,2001,6,624
486,2001,7,310
487,2001,8,448
488,2001,9,1320
489,2001,10,523
490,2001,11,1364
491,2001,12,294
492,2002,1,358
493,2002,2,393
494,2002,3,1004
495,2002,4,95
496,2002,5,72
497,2002,6,485
498,2002,7,292
499,2002,8,380
500,2002,9,542
501,2002,10,88
502,2002,11,22
503,2002,12,223
504,2003,1,516
505,2003,2,101
506,2003,3,407
507,2003,4,386
508,2003,5,202
509,2003,6,442
510,2003,7,427
511,2003,8,827
512,2003,9,1080
513,2003,10,1902
514,2003,11,305
515,2003,12,730
516,2004,1,40
517,2004,2,948
518,2004,3,578
519,2004,4,595
520,2004,5,181
521,2004,6,500
522,2004,7,1824
523,2004,8,447
524,2004,9,327
525,2004,10,190
526,2004,11,856
527,2004,12,613
528,2005,1,980
529,2005,2,1208
530,2005,3,478
531,2005,4,376
532,2005,5,866
533,2005,6,514
534,2005,7,721
535,2005,8,518
536,2005,9,628
537,2005,10,85
538,2005,11,684
539,2005,12,1817
540,2006,1,119
541,2006,2,184
542,2006,3,115
543,2006,4,698
544,2006,5,114
545,2006,6,968
546,2006,7,167
547,2006,8,1157
548,2006,9,627
549,2006,10,91
550,2006,11,381
551,2006,12,118
552,2007,1,421
553,2007,2,440
554,2007,3,158
555,2007,4,282
556,2007,5,111
557,2007,6,139
558,2007,7,530
559,2007,8,959
560,2007,9,1181
561,2007,10,111
562,2007,11,1405
563,2007,12,74
564,2008,1,154
565,2008,2,453
566,2008,3,153
567,2008,4,123
568,2008,5,207
569,2008,6,2
570,2008,7,554
571,2008,8,247
572,2008,9,927
573,2008,10,758
574,2008,11,3154
575,2008,12,670
576,2009,1, 
577,2009,2,111
578,2009,3,110
579,2009,4,414
580,2009,5,323
581,2009,6,533
582,2009,7,20
583,2009,8,154
584,2009,9,683
585,2009,10,373
586,2009,11,81
587,2009,12,307
588,2010,1,187
589,2010,2,3
590,2010,3,266
591,2010,4,327
592,2010,5,467
593,2010,6,206
594,2010,7,525
595,2010,8,976
596,2010,9,225
597,2010,10,169
598,2010,11,508
599,2010,12,519
600,2011,1,361
601,2011,2,271
602,2011,3,346
603,2011,4,113
604,2011,5,240
605,2011,6,71
606,2011,7,553
607,2011,8,906
608,2011,9,330
609,2011,10,160
610,2011,11,154
611,2011,12,574
612,2012,1,314
613,2012,2,1269
614,2012,3,704
615,2012,4,1097
616,2012,5,541
617,2012,6,7
618,2012,7,695
619,2012,8,750
620,2012,9,1624
621,2012,10,936
622,2012,11,732
623,2012,12,82
624,2013,1,362
625,2013,2,284
626,2013,3,82
627,2013,4,404
628,2013,5,419
629,2013,6,564
630,2013,7,781
631,2013,8,428
632,2013,9,830
633,2013,10,280
634,2013,11,1099
635,2013,12,129
