,YEAR,MONTH,ELEM_VAL
0,1961,1,76
1,1961,2,48
2,1961,3,65
3,1961,4,61
4,1961,5,72
5,1961,6,63
6,1961,7,70
7,1961,8,75
8,1961,9,65
9,1961,10,56
10,1961,11,59
11,1961,12,45
12,1962,1,62
13,1962,2,64
14,1962,3,52
15,1962,4,66
16,1962,5,74
17,1962,6,78
18,1962,7,70
19,1962,8,56
20,1962,9,64
21,1962,10,70
22,1962,11,61
23,1962,12,70
24,1963,1,59
25,1963,2,59
26,1963,3,69
27,1963,4,58
28,1963,5,75
29,1963,6,73
30,1963,7,70
31,1963,8,62
32,1963,9,57
33,1963,10,51
34,1963,11,42
35,1963,12,74
36,1964,1,65
37,1964,2,64
38,1964,3,57
39,1964,4,61
40,1964,5,77
41,1964,6,71
42,1964,7,73
43,1964,8,58
44,1964,9,60
45,1964,10,68
46,1964,11,64
47,1964,12,51
48,1965,1,60
49,1965,2,69
50,1965,3,56
51,1965,4,57
52,1965,5,50
53,1965,6,67
54,1965,7,67
55,1965,8,71
56,1965,9,75
57,1965,10,58
58,1965,11,64
59,1965,12,63
60,1966,1,33
61,1966,2,53
62,1966,3,56
63,1966,4,46
64,1966,5,56
65,1966,6,61
66,1966,7,88
67,1966,8,55
68,1966,9,71
69,1966,10,77
70,1966,11,72
71,1966,12,55
72,1967,1,76
73,1967,2,69
74,1967,3,48
75,1967,4,62
76,1967,5,67
77,1967,6,76
78,1967,7,59
79,1967,8,70
80,1967,9,57
81,1967,10,59
82,1967,11,62
83,1967,12,57
84,1968,1,74
85,1968,2,55
86,1968,3,59
87,1968,4,59
88,1968,5,64
89,1968,6,62
90,1968,7,79
91,1968,8,61
92,1968,9,53
93,1968,10,35
94,1968,11,47
95,1968,12,68
96,1969,1,62
97,1969,2,58
98,1969,3,63
99,1969,4,66
100,1969,5,54
101,1969,6,70
102,1969,7,59
103,1969,8,59
104,1969,9,61
105,1969,10,67
106,1969,11,53
107,1969,12,56
108,1970,1,52
109,1970,2,65
110,1970,3,78
111,1970,4,51
112,1970,5,61
113,1970,6,61
114,1970,7,76
115,1970,8,64
116,1970,9,82
117,1970,10,48
118,1970,11,55
119,1970,12,59
120,1971,1,58
121,1971,2,51
122,1971,3,65
123,1971,4,60
124,1971,5,69
125,1971,6,65
126,1971,7,70
127,1971,8,72
128,1971,9,65
129,1971,10,59
130,1971,11,64
131,1971,12,50
132,1972,1,65
133,1972,2,58
134,1972,3,52
135,1972,4,49
136,1972,5,67
137,1972,6,66
138,1972,7,63
139,1972,8,65
140,1972,9,77
141,1972,10,67
142,1972,11,54
143,1972,12,56
144,1973,1,67
145,1973,2,60
146,1973,3,54
147,1973,4,70
148,1973,5,65
149,1973,6,63
150,1973,7,81
151,1973,8,62
152,1973,9,74
153,1973,10,50
154,1973,11,67
155,1973,12,72
156,1974,1,57
157,1974,2,49
158,1974,3,71
159,1974,4,65
160,1974,5,57
161,1974,6,57
162,1974,7,61
163,1974,8,65
164,1974,9,72
165,1974,10,74
166,1974,11,58
167,1974,12,33
168,1975,1,54
169,1975,2,65
170,1975,3,73
171,1975,4,69
172,1975,5,65
173,1975,6,75
174,1975,7,73
175,1975,8,73
176,1975,9,69
177,1975,10,66
178,1975,11,60
179,1975,12,73
180,1976,1,63
181,1976,2,58
182,1976,3,56
183,1976,4,69
184,1976,5,60
185,1976,6,63
186,1976,7,67
187,1976,8,74
188,1976,9,76
189,1976,10,55
190,1976,11,56
191,1976,12,63
192,1977,1,60
193,1977,2,50
194,1977,3,65
195,1977,4,63
196,1977,5,63
197,1977,6,66
198,1977,7,66
199,1977,8,59
200,1977,9,53
201,1977,10,47
202,1977,11,75
203,1977,12,66
204,1978,1,65
205,1978,2,51
206,1978,3,58
