,year,month,cloud_mean(index)
204,1975,1,2.915254237
205,1975,2,5.449760766
206,1975,3,5.08974359
207,1975,4,3.756637168
208,1975,5,4.52991453
209,1975,6,4.603603604
210,1975,7,4.136170213
211,1975,8,3.888392857
212,1975,9,3.969565217
213,1975,10,4.502057613
214,1975,11,5.557603687
215,1975,12,3.481481481
216,1976,1,4.173728814
217,1976,2,5.325791855
218,1976,3,5.949238579
219,1976,4,4.783549784
220,1976,5,4.954356846
221,1976,6,5.368159204
222,1976,7,3.970711297
223,1976,8,4.812227074
224,1976,9,4.868085106
225,1976,10,6.754310345
226,1976,11,4.960869565
227,1976,12,3.778688525
228,1977,1,3.86122449
229,1977,2,3.839285714
230,1977,3,4.872427984
231,1977,4,2.189873418
232,1977,5,4.733050847
233,1977,6,4.688596491
234,1977,7,4.527522936
235,1977,8,6.366666667
236,1977,9,4.346320346
237,1977,10,5.942222222
238,1977,11,4.087866109
239,1977,12,6.230088496
240,1978,1,4.979423868
241,1978,2,3.940366972
242,1978,3,4.348739496
243,1978,4,4.410377358
244,1978,5,5.381742739
245,1978,6,5.200934579
246,1978,7,4.10952381
247,1978,8,4.070422535
248,1978,9,4.872340426
249,1978,10,4.987755102
250,1978,11,4.235294118
251,1978,12,4.732510288
252,1979,1,3.966804979
253,1979,2,5.416289593
254,1979,3,4.665271967
255,1979,4,4.091304348
256,1979,5,3.598086124
257,1979,6,5.343434343
258,1979,7,4.074418605
259,1979,8,3.545454545
260,1979,9,4.547085202
261,1979,10,5.713592233
262,1979,11,5.04109589
263,1979,12,5.31147541
264,1980,1,4.689361702
265,1980,2,4.865116279
266,1980,3,5.661971831
267,1980,4,5.253218884
268,1980,5,4.863436123
269,1980,6,4.729357798
270,1980,7,4.447236181
271,1980,8,3.823275862
272,1980,9,4.62173913
273,1980,10,
274,1980,11,3.837988827
275,1980,12,3.697297297
276,1981,1,4.151685393
277,1981,2,5.442176871
278,1981,3,4.653846154
279,1981,4,4.352272727
280,1981,5,5.162921348
281,1981,6,4.033557047
282,1981,7,4.606060606
283,1981,8,5.448979592
284,1981,9,6.476190476
285,1981,10,4.666666667
286,1981,11,4.642458101
287,1981,12,4.451086957
288,1982,1,4.157303371
289,1982,2,5.895104895
290,1982,3,5.28125
291,1982,4,4.738636364
292,1982,5,4.417177914
293,1982,6,3.412429379
294,1982,7,4.619565217
295,1982,8,5.196969697
296,1982,9,4.194594595
297,1982,10,5.939759036
298,1982,11,4.843930636
299,1982,12,4.717391304
300,1983,1,6.891025641
301,1983,2,5.182926829
302,1983,3,5.325581395
303,1983,4,4.041176471
304,1983,5,4.362068966
305,1983,6,4.130681818
306,1983,7,5.616666667
307,1983,8,5.242774566
308,1983,9,3.972067039
309,1983,10,4.305084746
310,1983,11,4.646067416
311,1983,12,5.021505376
312,1984,1,5.956043956
313,1984,2,6.43373494
314,1984,3,5.093922652
315,1984,4,5.404907975
316,1984,5,4.706521739
317,1984,6,4.775862069
318,1984,7,4.676136364
319,1984,8,5.010810811
320,1984,9,5.583333333
321,1984,10,5.591397849
322,1984,11,5.488095238
323,1984,12,6.396648045
324,1985,1,3.754098361
325,1985,2,5.278787879
326,1985,3,3.908602151
327,1985,4,3.74301676
328,1985,5,4.836956522
329,1985,6,4.560240964
330,1985,7,5.926966292
331,1985,8,5.032967033
332,1985,9,5.810055866
333,1985,10,5.385869565
334,1985,11,4.88372093
335,1985,12,3.394594595
336,1986,1,4.829545455
337,1986,2,4.044871795
338,1986,3,4.686486486
339,1986,4,4.894736842
340,1986,5,5.161676647
341,1986,6,4.573099415
342,1986,7,4.432432432
343,1986,8,4.032608696
344,1986,9,5.251396648
345,1986,10,6.122222222
346,1986,11,5.161849711
347,1986,12,5.408284024
348,1987,1,5.538888889
349,1987,2,5.275449102
350,1987,3,5.260115607
351,1987,4,6.13559322
352,1987,5,4.679775281
353,1987,6,4.928994083
354,1987,7,4.420454545
355,1987,8,3.247252747
356,1987,9,5.727777778
357,1987,10,4.961956522
358,1987,11,5.832402235
359,1987,12,4.543010753
360,1988,1,3.994623656
361,1988,2,5.349112426
362,1988,3,4.650273224
363,1988,4,2.655555556
364,1988,5,5.321428571
365,1988,6,5.153409091
366,1988,7,5.664835165
367,1988,8,5.284916201
368,1988,9,4.586592179
369,1988,10,5.054054054
370,1988,11,4.107954545
371,1988,12,4.480225989
372,1989,1,6.10989011
373,1989,2,5.641975309
374,1989,3,5.486486486
375,1989,4,5.522727273
376,1989,5,4.994285714
377,1989,6,4.881656805
378,1989,7,4.559782609
379,1989,8,6.247126437
380,1989,9,5.368715084
381,1989,10,5.794594595
382,1989,11,4.211428571
383,1989,12,4.393442623
384,1990,1,5.680981595
385,1990,2,5.299363057
386,1990,3,4.75
387,1990,4,4.229411765
388,1990,5,4.561111111
389,1990,6,5.520231214
390,1990,7,4.794444444
391,1990,8,6.597826087
392,1990,9,5.318435754
393,1990,10,4.8
394,1990,11,6.145251397
395,1990,12,5.785310734
396,1991,1,5.505555556
397,1991,2,5.301204819
398,1991,3,6.061111111
399,1991,4,4.88700565
400,1991,5,6.460674157
401,1991,6,4.61452514
402,1991,7,4.268817204
403,1991,8,5.239130435
404,1991,9,5.033333333
405,1991,10,5.936781609
406,1991,11,4.898089172
407,1991,12,4.573033708
408,1992,1,5.038043478
409,1992,2,6.116564417
410,1992,3,5
411,1992,4,4.427745665
412,1992,5,4.636363636
413,1992,6,5.920903955
414,1992,7,4.663043478
415,1992,8,4.048913043
416,1992,9,6.566666667
417,1992,10,4.632432432
418,1992,11,7.227777778
419,1992,12,5.541436464
420,1993,1,5.429347826
421,1993,2,5.377245509
422,1993,3,6.957575758
423,1993,4,5.698795181
424,1993,5,4.945054945
425,1993,6,4.858757062
426,1993,7,5.735294118
427,1993,8,5.040609137
428,1993,9,5.00921659
429,1993,10,4.443983402
430,1993,11,6.648514851
431,1993,12,5.314009662
432,1994,1,4.550218341
433,1994,2,5.12371134
434,1994,3,5.652968037
435,1994,4,4.766666667
436,1994,5,5.591666667
437,1994,6,5.480851064
438,1994,7,4.125506073
439,1994,8,3.672131148
440,1994,9,4.324074074
441,1994,10,3.854251012
442,1994,11,4.591489362
443,1994,12,4.892376682
444,1995,1,5.434579439
445,1995,2,4.568181818
446,1995,3,5.395833333
447,1995,4,4.896103896
448,1995,5,3.932735426
449,1995,6,4.22173913
450,1995,7,5.323770492
451,1995,8,4.799180328
452,1995,9,4.60944206
453,1995,10,4.485477178
454,1995,11,4.394957983
455,1995,12,3.484978541
456,1996,1,6.148148148
457,1996,2,5.274418605
458,1996,3,5.487068966
459,1996,4,4.788990826
460,1996,5,4.880165289
461,1996,6,3.201716738
462,1996,7,5.483050847
463,1996,8,5
464,1996,9,5.020920502
465,1996,10,6.525641026
466,1996,11,4.234309623
467,1996,12,4.319672131
468,1997,1,3.384297521
469,1997,2,6.713513514
470,1997,3,4.216666667
471,1997,4,5.122362869
472,1997,5,4.855371901
473,1997,6,5.427312775
474,1997,7,6.425619835
475,1997,8,5.008264463
476,1997,9,5.263157895
477,1997,10,4.069387755
478,1997,11,4.771929825
479,1997,12,3.991525424
480,1998,1,3.814345992
481,1998,2,5.65
482,1998,3,4.353448276
483,1998,4,3.9
484,1998,5,6.102880658
485,1998,6,5.343478261
486,1998,7,5.782426778
487,1998,8,5.831932773
488,1998,9,5.165938865
489,1998,10,4.982758621
490,1998,11,5.354679803
491,1998,12,4.282700422
492,1999,1,3.68
493,1999,2,5.282178218
494,1999,3,4.70995671
495,1999,4,4.859649123
496,1999,5,6.023364486
497,1999,6,5.405286344
498,1999,7,4.945378151
499,1999,8,4.654320988
500,1999,9,5.548117155
501,1999,10,5.979591837
502,1999,11,4.59832636
503,1999,12,4.025104603
504,2000,1,4.683982684
505,2000,2,5.358851675
506,2000,3,5.120689655
507,2000,4,4.479820628
508,2000,5,5.884120172
509,2000,6,3.646017699
510,2000,7,3.765957447
511,2000,8,4.983673469
512,2000,9,5.530805687
513,2000,10,5.982378855
514,2000,11,5.042372881
515,2000,12,3.911290323
516,2001,1,5.304147465
517,2001,2,5.274418605
518,2001,3,4.729957806
519,2001,4,3.390756303
520,2001,5,5.467811159
521,2001,6,3.904761905
522,2001,7,4.68699187
523,2001,8,5.025
524,2001,9,4.198312236
525,2001,10,5.210526316
526,2001,11,4.885
527,2001,12,4.205882353
528,2002,1,4.651260504
529,2002,2,5.163551402
530,2002,3,4.580645161
531,2002,4,6.193965517
532,2002,5,4.730612245
533,2002,6,3.234309623
534,2002,7,4.700854701
535,2002,8,6.405172414
536,2002,9,5.539130435
537,2002,10,4.828451883
538,2002,11,6.832618026
539,2002,12,5.241666667
540,2003,1,3.6625
541,2003,2,5.638613861
542,2003,3,5.722222222
543,2003,4,5.057777778
544,2003,5,4.971193416
545,2003,6,4.714285714
546,2003,7,5.155462185
547,2003,8,4.949790795
548,2003,9,4.907834101
549,2003,10,4.055319149
550,2003,11,6.891402715
551,2003,12,3.853061224
552,2004,1,5.447826087
553,2004,2,4.465753425
554,2004,3,5.945205479
555,2004,4,6.941441441
556,2004,5,5.9218107
557,2004,6,5.088105727
558,2004,7,4.504098361
559,2004,8,4.321888412
560,2004,9,5.8
561,2004,10,4.41563786
562,2004,11,4.394618834
563,2004,12,4.952173913
564,2005,1,5.034313725
565,2005,2,3.962264151
566,2005,3,4.889361702
567,2005,4,5.183406114
568,2005,5,4.608870968
569,2005,6,4.86440678
570,2005,7,4.991666667
571,2005,8,4.87206823
572,2005,9,3.498550725
573,2005,10,3.938659058
574,2005,11,3.601526718
575,2005,12,4.829528158
576,2006,1,5.34384858
577,2006,2,4.554806071
578,2006,3,4.316187595
579,2006,4,4.006349206
580,2006,5,4.604754829
581,2006,6,3.535455861
582,2006,7,3.834733894
583,2006,8,3.645480226
584,2006,9,3.627218935
585,2006,10,3.843653251
586,2006,11,3.915151515
587,2006,12,4.809756098
588,2007,1,3.256568779
589,2007,2,4.78164557
590,2007,3,4.7104
591,2007,4,2.982300885
592,2007,5,4.756260434
593,2007,6,2.337758112
594,2007,7,3.222683264
595,2007,8,3.468579235
596,2007,9,4.897590361
597,2007,10,4.807407407
598,2007,11,3.206185567
599,2007,12,4.614357262
600,2008,1,5.446337308
601,2008,2,4.547202797
602,2008,3,3.746924429
603,2008,4,3.057692308
604,2008,5,4.587818697
605,2008,6,4.386430678
606,2008,7,3.889502762
607,2008,8,4.991058122
608,2008,9,5.272036474
609,2008,10,4.081916538
610,2008,11,4.303370787
611,2008,12,4.799086758
612,2009,1,3.805084746
613,2009,2,3.292259084
614,2009,3,4.625377644
615,2009,4,4.57007874
616,2009,5,4.915644172
617,2009,10,4.178571429
618,2009,11,4.658227848
619,2009,11,1.591611479
620,2009,12,1.914141414
621,2010,1,2.897926635
622,2010,2,1.375238095
623,2010,3,2.178187404
624,2010,4,3.378378378
625,2011,7,2.755033557
626,2011,8,4.277777778
627,2011,9,4.710526316
628,2011,10,5.114989733
629,2012,8,4.910891089
630,2012,9,4.172413793
631,2012,10,3.419590643
632,2012,11,3.525179856
633,2012,12,4.495798319
634,2013,1,5.07713885
635,2013,2,5.495081967
636,2013,3,3.098201936
637,2013,4,1.766906475
638,2013,5,4.550786838
639,2013,6,2.476811594
640,2013,7,3.110344828
641,2013,8,2.839100346
642,2013,8,7.1875
643,2013,9,5.182539683
644,2013,10,5.350565428
645,2013,11,3.059390048
