,YEAR,MONTH,ELEM_VAL
0,1958,1,54.76612903
1,1958,2,40.10714286
2,1958,3,41.95967742
3,1958,4,40.29288703
4,1958,5,25.52822581
5,1958,6,27.42083333
6,1958,7,29.87903226
7,1958,8,19.5483871
8,1958,9,35.09166667
9,1958,10,22.44939271
10,1958,11,36.25
11,1958,12,38.95967742
12,1959,1,33.04435484
13,1959,2,41.85714286
14,1959,3,27.97177419
15,1959,4,30.40416667
16,1959,5,40.66532258
17,1959,6,23.3875
18,1959,7,21.08467742
19,1959,8,20.63709677
20,1959,9,34.23849372
21,1959,10,37.93145161
22,1959,11,48.9625
23,1959,12,27.27419355
24,1960,1,46.04032258
25,1960,2,50.69396552
26,1960,3,37.87096774
27,1960,4,60.9665272
28,1960,5,36.47983871
29,1960,6,29.47916667
30,1960,7,24.28225806
31,1960,8,21.40725806
32,1960,9,28.80334728
33,1960,10,29.18548387
34,1960,11,19.9625
35,1960,12,33.55241935
36,1961,1,42.29032258
37,1961,2,41.24553571
38,1961,3,47.25806452
39,1961,4,37.8
40,1961,5,19.90725806
41,1961,6,33.94583333
42,1961,7,16.44758065
43,1961,8,26.55241935
44,1961,9,38.46666667
45,1961,10,42.27016129
46,1961,11,59.10833333
47,1961,12,47.625
48,1962,1,60.41935484
49,1962,2,67.54464286
50,1962,3,37.96370968
51,1962,4,30.19166667
52,1962,5,30.73387097
53,1962,6,29.64166667
54,1962,7,31.20967742
55,1962,8,26.94758065
56,1962,9,42.525
57,1962,10,61.89516129
58,1962,11,47.1125
59,1962,12,50.69758065
60,1963,1,42.72580645
61,1963,2,31.40625
62,1963,3,33.25403226
63,1963,4,29.45
64,1963,5,30.91532258
65,1963,6,23.04166667
66,1963,7,25.23387097
67,1963,8,22.65322581
68,1963,9,33.6625
69,1963,10,38.77419355
70,1963,11,37.9375
71,1963,12,48.64516129
72,1964,1,41.4233871
73,1964,2,41.66810345
74,1964,3,49.89919355
75,1964,4,23.48333333
76,1964,5,24.80241935
77,1964,6,31.05833333
78,1964,7,33.60080645
79,1964,8,25.64112903
80,1964,9,34.72916667
81,1964,10,53.35080645
82,1964,11,51.79916318
83,1964,12,57.97580645
84,1965,1,29.77016129
