,YEAR,MONTH,ELEM_VAL
0,1949,1,42
1,1949,2,72
2,1949,3,55
3,1949,4,55
4,1949,5,77
5,1949,6,63
6,1949,7,68
7,1949,8,62
8,1949,9,55
9,1949,10,37
10,1949,11,53
11,1949,12,56
12,1950,1,47
13,1950,2,58
14,1950,3,52
15,1950,4,75
16,1950,5,58
17,1950,6,60
18,1950,7,68
19,1950,8,52
20,1950,9,58
21,1950,10,60
22,1950,11,55
23,1950,12,41
24,1951,1,37
25,1951,2,52
26,1951,3,43
27,1951,4,60
28,1951,5,65
29,1951,6,61
30,1951,7,70
31,1951,8,47
32,1951,9,61
33,1951,10,56
34,1951,11,37
35,1951,12,38
36,1952,1,55
37,1952,2,56
38,1952,3,52
39,1952,4,55
40,1952,5,61
41,1952,6,78
42,1952,7,61
43,1952,8,38
44,1952,9,61
45,1952,10,55
46,1952,11,31
47,1952,12,31
48,1953,1,53
49,1953,2,48
50,1953,3,43
51,1953,4,45
52,1953,5,52
53,1953,6,70
54,1953,7,62
55,1953,8,60
56,1953,9,61
57,1953,10,82
58,1953,11,55
59,1953,12,61
60,1954,1,40
61,1954,2,55
62,1954,3,37
63,1954,4,38
64,1954,5,61
65,1954,6,75
66,1954,7,52
67,1954,8,67
68,1954,9,72
69,1954,10,57
70,1954,11, 
71,1954,12,61
72,1955,1,46
73,1955,2,32
74,1955,3,47
75,1955,4,63
76,1955,5,51
77,1955,6,67
78,1955,7,72
79,1955,8,67
80,1955,9,78
81,1955,10,51
82,1955,11,55
83,1955,12,61
84,1956,1,58
85,1956,2,63
86,1956,3,50
87,1956,4,46
88,1956,5,52
89,1956,6,60
90,1956,7,66
91,1956,8,58
92,1956,9,67
93,1956,10,66
94,1956,11,72
95,1956,12,75
96,1957,1,73
97,1957,2,41
98,1957,3,50
99,1957,4,55
100,1957,5,51
101,1957,6,62
102,1957,7,51
103,1957,8,67
104,1957,9,65
105,1957,10,63
106,1957,11,55
107,1957,12,52
108,1958,1,58
109,1958,2,49
110,1958,3,53
111,1958,4,67
112,1958,5,51
113,1958,6,69
114,1958,7,51
115,1958,8,62
116,1958,9,44
117,1958,10,52
118,1958,11,39
119,1958,12,35
120,1959,1,46
121,1959,2,56
122,1959,3,57
123,1959,4,58
124,1959,5,64
125,1959,6,54
126,1959,7,76
127,1959,8,76
128,1959,9,70
129,1959,10,62
130,1959,11,44
131,1959,12,54
132,1960,1,53
133,1960,2,47
134,1960,3,68
135,1960,4,74
136,1960,5,56
137,1960,6,71
138,1960,7,73
139,1960,8,71
140,1960,9,67
141,1960,10,49
142,1960,11,42
143,1960,12,49
144,1961,1,58
145,1961,2,44
146,1961,3,68
147,1961,4,45
148,1961,5,48
149,1961,6,72
150,1961,7,45
151,1961,8,77
152,1961,9,71
153,1961,10,52
154,1961,11,52
155,1961,12,33
156,1962,1,45
157,1962,2,52
158,1962,3,29
159,1962,4,36
160,1962,5,62
161,1962,6,80
162,1962,7,56
163,1962,8,69
164,1962,9,39
165,1962,10,69
166,1962,11,46
167,1962,12,48
168,1963,1,37
169,1963,2,37
170,1963,3,48
171,1963,4,48
172,1963,5,68
173,1963,6,68
174,1963,7,69
175,1963,8,56
176,1963,9,50
177,1963,10,56
178,1963,11,52
179,1963,12,39
180,1964,1,49
181,1964,2,45
182,1964,3,65
183,1964,4,39
184,1964,5,58
185,1964,6,68
186,1964,7,56
187,1964,8,72
188,1964,9,65
189,1964,10,53
190,1964,11,44
191,1964,12,47
192,1965,1,39
193,1965,2,52
194,1965,3,39
195,1965,4,58
196,1965,5,57
197,1965,6,76
198,1965,7,54
199,1965,8,77
200,1965,9,61
201,1965,10,63
202,1965,11,42
203,1965,12,49
204,1966,1,38
205,1966,2,42
206,1966,3,46
207,1966,4,38
208,1966,5,51
209,1966,6,60
210,1966,7,75
211,1966,8,57
212,1966,9,67
213,1966,10,47
214,1966,11,31
215,1966,12,50
216,1967,1,31
217,1967,2,47
218,1967,3,37
219,1967,4,53
220,1967,5,52
221,1967,6,67
222,1967,7,49
223,1967,8,63
224,1967,9,50
225,1967,10,40
226,1967,11,44
227,1967,12,40
228,1968,1,49
229,1968,2,44
230,1968,3,46
231,1968,4,41
232,1968,5,41
233,1968,6,55
234,1968,7,58
235,1968,8,59
236,1968,9,60
237,1968,10,38
238,1968,11,48
239,1968,12,39
240,1969,1,33
241,1969,2,32
242,1969,3,47
243,1969,4,25
244,1969,5,43
245,1969,6,76
246,1969,7,71
247,1969,8,54
248,1969,9,70
249,1969,10,58
250,1969,11,35
251,1969,12,39
252,1970,1,51
253,1970,2,30
254,1970,3,47
255,1970,4,38
256,1970,5,59
257,1970,6,52
258,1970,7,54
259,1970,8,56
260,1970,9,63
261,1970,10,48
262,1970,11,34
