,YEAR,MONTH,ELEM_VAL
0,1950,1,330
1,1950,2,410
2,1950,3,280
3,1950,4,70
4,1950,5,0
5,1950,6,20
6,1950,7,70
7,1950,8,100
8,1950,9,940
9,1950,10,270
10,1950,11,760
11,1950,12,290
12,1951,1,140
13,1951,2,310
14,1951,3,120
15,1951,4,40
16,1951,5,90
17,1951,6,30
18,1951,7,260
19,1951,8,570
20,1951,9,230
21,1951,10,330
22,1951,11,150
23,1951,12,290
24,1952,1,440
25,1952,2,110
26,1952,3,120
27,1952,4,90
28,1952,5,50
29,1952,6,120
30,1952,7,70
31,1952,8,20
32,1952,9,230
33,1952,10,410
34,1952,11,180
35,1952,12,190
36,1953,1,240
37,1953,2,428
38,1953,3,146
39,1953,4,18
40,1953,5,17
41,1953,6,1063
42,1953,7,53
43,1953,8,622
44,1953,9,534
45,1953,10,692
46,1953,11,792
47,1953,12,962
48,1954,1,311
49,1954,2,665
50,1954,3,221
51,1954,4,508
52,1954,5,292
53,1954,6,348
54,1954,7,185
55,1954,8,76
56,1954,9,124
57,1954,10,238
58,1954,11,478
59,1954,12,780
60,1955,1,22
61,1955,2,103
62,1955,3,147
63,1955,4,471
64,1955,5,14
65,1955,6,149
66,1955,7,884
67,1955,8,869
68,1955,9,922
69,1955,10,121
70,1955,11,53
71,1955,12,166
72,1956,1,216
73,1956,2,239
74,1956,3,213
75,1956,4,50
76,1956,5,245
77,1956,6,309
78,1956,7,484
79,1956,8,49
80,1956,9,187
81,1956,10,527
82,1956,11,821
83,1956,12,321
84,1957,1,550
85,1957,2,176
86,1957,3,196
87,1957,4,218
88,1957,5,131
89,1957,6, 
90,1957,7,316
91,1957,8,214
92,1957,9,396
93,1957,10,293
94,1957,11,214
95,1957,12,295
96,1958,1,448
97,1958,2,389
98,1958,3,235
99,1958,4,394
100,1958,5,0
101,1958,6,292
102,1958,7,2
103,1958,8,892
104,1958,9,323
105,1958,10,373
106,1958,11,508
107,1958,12,110
108,1959,1,95
109,1959,2,394
110,1959,3,1094
111,1959,4,31
112,1959,5,19
113,1959,6,14
114,1959,7,75
115,1959,8,445
116,1959,9,1787
117,1959,10,927
118,1959,11,506
119,1959,12,971
120,1960,1,450
121,1960,2,260
122,1960,3,370
123,1960,4,637
124,1960,5,187
125,1960,6,34
126,1960,7,436
127,1960,8,148
128,1960,9,419
129,1960,10,32
130,1960,11,291
131,1960,12,804
132,1961,1,556
133,1961,2,624
134,1961,3,291
135,1961,4,34
136,1961,5,56
137,1961,6,503
138,1961,7,123
139,1961,8,1157
140,1961,9,353
141,1961,10,1766
142,1961,11,463
143,1961,12,600
144,1962,1,741
145,1962,2,406
146,1962,3,148
147,1962,4,93
148,1962,5,233
149,1962,6,79
150,1962,7,355
151,1962,8,517
152,1962,9,265
153,1962,10,182
154,1962,11,799
155,1962,12,293
156,1963,1,54
157,1963,2,115
158,1963,3,528
159,1963,4,428
160,1963,5,609
161,1963,6,304
162,1963,7,364
163,1963,8,333
164,1963,9,946
165,1963,10,1100
166,1963,11,140
167,1963,12,356
168,1964,1,380
169,1964,2,277
170,1964,3,522
171,1964,4,96
172,1964,5,394
173,1964,6,103
174,1964,7,133
175,1964,8,178
176,1964,9,27
177,1964,10,741
178,1964,11,310
179,1964,12,222
180,1965,1,220
181,1965,2,8
182,1965,3,47
183,1965,4,335
184,1965,5,5
185,1965,6,76
186,1965,7,65
187,1965,8,1168
188,1965,9,245
189,1965,10,775
190,1965,11,157
191,1965,12,432
192,1966,1,224
193,1966,2,129
194,1966,3,592
195,1966,4,310
196,1966,5,240
197,1966,6,242
198,1966,7,322
199,1966,8,68
200,1966,9,43
201,1966,10,316
202,1966,11,156
203,1966,12,980
204,1967,1,111
205,1967,2,785
206,1967,3,119
207,1967,4,322
208,1967,5,143
209,1967,6,16
210,1967,7,103
211,1967,8,598
212,1967,9,632
213,1967,10,341
214,1967,11,677
215,1967,12,225
216,1968,1,463
217,1968,2,147
218,1968,3,176
219,1968,4,569
220,1968,5,266
221,1968,6,159
222,1968,7,76
223,1968,8,308
224,1968,9,516
225,1968,10,75
226,1968,11,539
227,1968,12,434
228,1969,1,633
229,1969,2,315
230,1969,3,596
231,1969,4,437
232,1969,5,27
233,1969,6,644
234,1969,7,480
235,1969,8,1170
236,1969,9,523
237,1969,10,98
238,1969,11,186
239,1969,12,641
240,1970,1,934
241,1970,2,192
242,1970,3,201
243,1970,4,506
244,1970,5,941
245,1970,6,270
246,1970,7,1036
247,1970,8,153
248,1970,9,986
249,1970,10,424
250,1970,11,348
251,1970,12,296
252,1971,1,505
253,1971,2,1399
254,1971,3,318
255,1971,4,356
256,1971,5,471
257,1971,6,156
258,1971,7,124
259,1971,8,225
260,1971,9,261
261,1971,10,533
262,1971,11,153
263,1971,12,1050
264,1972,1,1240
265,1972,2,495
266,1972,3,951
267,1972,4,276
268,1972,5,112
269,1972,6,489
270,1972,7,936
271,1972,8,351
272,1972,9,100
273,1972,10,780
274,1972,11,541
275,1972,12,478
276,1973,1,839
277,1973,2,187
278,1973,3,798
279,1973,4,68
280,1973,5,521
281,1973,6,565
282,1973,7,429
283,1973,8,521
284,1973,9,884
285,1973,10,157
286,1973,11,21
287,1973,12,211
288,1974,1,1277
289,1974,2,408
290,1974,3,710
291,1974,4,230
292,1974,5,403
293,1974,6,448
294,1974,7,159
295,1974,8,745
296,1974,9,576
297,1974,10,802
298,1974,11,1000
299,1974,12,626
300,1975,1,201
301,1975,2,389
302,1975,3,177
303,1975,4,150
304,1975,5,101
305,1975,6,18
306,1975,7,376
307,1975,8,463
308,1975,9,42
309,1975,10,96
310,1975,11,1051
311,1975,12,129
312,1976,1,772
313,1976,2,736
314,1976,3,1275
315,1976,4,307
316,1976,5,640
317,1976,6,165
318,1976,7,75
319,1976,8,431
320,1976,9,159
321,1976,10,3115
322,1976,11,535
323,1976,12,200
324,1977,1,223
325,1977,2,335
326,1977,3,224
327,1977,4,18
328,1977,5,109
329,1977,6,258
330,1977,7,178
331,1977,8,5
332,1977,9,788
333,1977,10,584
334,1977,11,32
335,1977,12,572
336,1978,1,328
337,1978,2,182
338,1978,3,493
339,1978,4,59
340,1978,5,446
341,1978,6,63
342,1978,7,483
343,1978,8,277
344,1978,9,296
345,1978,10,488
346,1978,11,235
347,1978,12,174
348,1979,1,484
349,1979,2,410
350,1979,3,126
351,1979,4,90
352,1979,5,3
353,1979,6,326
354,1979,7,338
355,1979,8,363
356,1979,9,138
357,1979,10,894
358,1979,11,556
359,1979,12,933
360,1980,1,187
361,1980,2,339
362,1980,3,776
363,1980,4,745
364,1980,5,114
365,1980,6,210
366,1980,7,60
367,1980,8,55
368,1980,9,457
369,1980,10,300
370,1980,11,180
371,1980,12,337
372,1981,1,201
373,1981,2,492
374,1981,3,176
375,1981,4,307
376,1981,5,257
377,1981,6,91
378,1981,7, 
379,1981,8,525
380,1981,9,0
381,1981,10,124
382,1981,11,199
383,1981,12,131
384,1982,1,426
385,1982,2,1767
386,1982,3,1173
387,1982,4,272
388,1982,5,69
389,1982,6,0
390,1982,7,29
391,1982,8,1339
392,1982,9,609
393,1982,10,347
394,1982,11,353
395,1982,12,206
396,1983,1,294
397,1983,2,188
398,1983,3,180
399,1983,4,197
400,1983,5,50
401,1983,6,12
402,1983,7,221
403,1983,8,131
404,1983,9,11
405,1983,10,22
406,1983,11,93
407,1983,12,467
408,1984,1,467
409,1984,2,653
410,1984,3,175
411,1984,4,321
412,1984,5,197
413,1984,6,427
414,1984,7,339
415,1984,8,541
416,1984,9,544
417,1984,10,377
418,1984,11,297
419,1984,12,967
420,1985,1,119
421,1985,2,565
422,1985,3,279
423,1985,4,91
424,1985,5,122
425,1985,6,42
426,1985,7,193
427,1985,8,10
428,1985,9,70
429,1985,10,171
430,1985,11,475
431,1985,12,19
432,1986,1,63
433,1986,2,314
434,1986,3,776
435,1986,4,160
436,1986,5,87
437,1986,6,124
438,1986,7,292
439,1986,8,322
440,1986,9,88
441,1986,10,627
442,1986,11,144
443,1986,12,170
444,1987,1,157
445,1987,2,283
446,1987,3,263
447,1987,4,266
448,1987,5,59
449,1987,6,7
450,1987,7,246
451,1987,8,15
452,1987,9,481
453,1987,10,462
454,1987,11,336
455,1987,12,173
456,1988,1,273
457,1988,2,272
458,1988,3,192
459,1988,4,1
460,1988,5,284
461,1988,6,275
462,1988,7,397
463,1988,8,197
464,1988,9,596
465,1988,10,182
466,1988,11,126
467,1988,12,66
468,1989,1,180
469,1989,2,155
470,1989,3,139
471,1989,4,260
472,1989,5,312
473,1989,6,175
474,1989,7,557
475,1989,8,429
476,1989,9,203
477,1989,10,199
478,1989,11,162
