,YEAR,MONTH,ELEM_VAL
0,1949,1, 
1,1949,2, 
2,1949,3, 
3,1949,4, 
4,1949,5, 
5,1949,6, 
6,1949,7, 
7,1949,8, 
8,1949,9, 
9,1949,10,58
10,1949,11,79
11,1949,12,54
12,1950,1,84
13,1950,2,63
14,1950,3,54
15,1950,4,50
16,1950,5,53
17,1950,6,74
18,1950,7,73
19,1950,8,83
20,1950,9,63
21,1950,10,66
22,1950,11,54
23,1950,12,45
24,1951,1,61
25,1951,2,60
26,1951,3,34
27,1951,4,36
28,1951,5,71
29,1951,6,58
30,1951,7,78
31,1951,8,64
32,1951,9,50
33,1951,10,71
34,1951,11,48
35,1951,12,69
36,1952,1,60
37,1952,2,58
38,1952,3,50
39,1952,4,63
40,1952,5,61
41,1952,6,73
42,1952,7,71
43,1952,8,51
44,1952,9,49
45,1952,10,83
46,1952,11,43
47,1952,12,59
48,1953,1,61
49,1953,2,51
50,1953,3,62
51,1953,4,40
52,1953,5,67
53,1953,6,81
54,1953,7,65
55,1953,8,66
56,1953,9,67
57,1953,10,75
58,1953,11,68
59,1953,12,72
60,1954,1,65
61,1954,2,50
62,1954,3,45
63,1954,4,57
64,1954,5,67
65,1954,6,80
66,1954,7,76
67,1954,8,66
68,1954,9,56
69,1954,10,60
70,1954,11,80
71,1954,12,73
72,1955,1,50
73,1955,2,36
74,1955,3,46
75,1955,4,78
76,1955,5,51
77,1955,6,67
78,1955,7,73
79,1955,8,65
80,1955,9,77
81,1955,10,61
82,1955,11,61
83,1955,12,46
84,1956,1,47
85,1956,2,70
86,1956,3,63
87,1956,4,40
88,1956,5,70
89,1956,6,55
90,1956,7,68
91,1956,8,41
92,1956,9,68
93,1956,10,70
94,1956,11,72
95,1956,12,71
96,1957,1,73
97,1957,2,31
98,1957,3,52
99,1957,4,70
100,1957,5,58
101,1957,6,46
102,1957,7,57
103,1957,8,65
104,1957,9,55
105,1957,10,67
106,1957,11,65
107,1957,12,66
108,1958,1,62
109,1958,2,46
110,1958,3,67
111,1958,4,78
112,1958,5,57
113,1958,6,71
114,1958,7,57
115,1958,8,73
116,1958,9,71
117,1958,10,65
118,1958,11,67
119,1958,12,55
120,1959,1,43
121,1959,2,64
122,1959,3,76
123,1959,4,36
124,1959,5,62
125,1959,6,56
126,1959,7,55
127,1959,8,70
128,1959,9,78
129,1959,10,85
130,1959,11,57
131,1959,12,65
132,1960,1,66
133,1960,2,55
134,1960,3,69
135,1960,4,65
136,1960,5,57
137,1960,6,62
138,1960,7,60
139,1960,8,54
140,1960,9,73
141,1960,10,53
142,1960,11,70
143,1960,12,75
144,1961,1,77
145,1961,2,63
146,1961,3,59
147,1961,4,46
148,1961,5,72
149,1961,6,72
150,1961,7,48
151,1961,8,75
152,1961,9,73
153,1961,10,74
154,1961,11,70
155,1961,12,46
156,1962,1,70
157,1962,2,62
158,1962,3,39
159,1962,4,57
160,1962,5,58
161,1962,6,67
162,1962,7,60
163,1962,8,67
164,1962,9,57
165,1962,10,53
166,1962,11,58
167,1962,12,59
168,1963,1,47
169,1963,2,43
170,1963,3,65
171,1963,4,57
172,1963,5,82
173,1963,6,68
174,1963,7,70
175,1963,8,64
176,1963,9,70
177,1963,10,79
178,1963,11,53
179,1963,12,61
180,1964,1,65
181,1964,2,70
182,1964,3,70
183,1964,4,53
184,1964,5,68
185,1964,6,57
186,1964,7,66
187,1964,8,69
188,1964,9,55
189,1964,10,77
190,1964,11,70
191,1964,12,60
192,1965,1,58
193,1965,2,57
194,1965,3,56
195,1965,4,81
196,1965,5,52
197,1965,6,79
198,1965,7,63
199,1965,8,79
200,1965,9,57
201,1965,10,80
202,1965,11,34
203,1965,12,47
204,1966,1,43
205,1966,2,50
206,1966,3,60
207,1966,4,69
208,1966,5,60
209,1966,6,61
210,1966,7,68
211,1966,8,56
212,1966,9,48
213,1966,10,48
214,1966,11,60
215,1966,12,59
216,1967,1,48
217,1967,2,69
218,1967,3,38
219,1967,4,53
220,1967,5,52
221,1967,6,62
222,1967,7,56
223,1967,8,67
224,1967,9,62
225,1967,10,57
226,1967,11,58
227,1967,12,62
228,1968,1,53
229,1968,2,53
230,1968,3,50
231,1968,4,61
232,1968,5,55
233,1968,6,58
234,1968,7,50
235,1968,8,56
236,1968,9,72
237,1968,10,45
238,1968,11,72
239,1968,12,50
240,1969,1,46
241,1969,2,45
242,1969,3,45
243,1969,4,67
244,1969,5,62
245,1969,6,85
246,1969,7,70
247,1969,8,80
248,1969,9,61
249,1969,10,53
250,1969,11,52
251,1969,12,66
252,1970,1,79
253,1970,2,55
254,1970,3,56
255,1970,4,69
256,1970,5,78
257,1970,6,47
258,1970,7,55
259,1970,8,59
260,1970,9,52
261,1970,10,60
262,1970,11,58
263,1970,12,56
264,1971,1,55
265,1971,2,74
266,1971,3,62
267,1971,4,55
268,1971,5,77
269,1971,6,62
270,1971,7,55
271,1971,8,54
272,1971,9,54
273,1971,10,62
274,1971,11,51
275,1971,12,76
276,1972,1,80
277,1972,2,72
278,1972,3,66
279,1972,4,60
280,1972,5,80
281,1972,6,84
282,1972,7,64
283,1972,8,68
284,1972,9,61
285,1972,10,63
286,1972,11,62
287,1972,12,65
288,1973,1,77
289,1973,2,56
290,1973,3,61
291,1973,4,48
292,1973,5,66
293,1973,6,75
294,1973,7,61
295,1973,8,54
296,1973,9,62
297,1973,10,50
298,1973,11,40
299,1973,12,51
300,1974,1,80
301,1974,2,58
302,1974,3,62
303,1974,4,52
304,1974,5,60
305,1974,6,69
306,1974,7,58
307,1974,8,62
308,1974,9,60
309,1974,10,62
310,1974,11,76
311,1974,12,59
312,1975,1,39
313,1975,2,69
314,1975,3,67
315,1975,4,49
316,1975,5,59
317,1975,6,62
318,1975,7,54
319,1975,8,53
320,1975,9,52
321,1975,10,57
322,1975,11,72
323,1975,12,43
324,1976,1,56
325,1976,2,66
