,YEAR,MONTH,ELEM_VAL
187,1910,8,51
188,1910,9, 
189,1910,10, 
190,1910,11, 
191,1910,12, 
192,1911,1, 
193,1911,2, 
194,1911,3, 
195,1911,4, 
196,1911,5, 
197,1911,6, 
198,1911,7, 
199,1911,8, 
200,1911,9,52
201,1911,10,74
202,1911,11,56
203,1911,12,68
204,1912,1,75
205,1912,2,50
206,1912,3,53
207,1912,4,62
208,1912,5,71
209,1912,6,59
210,1912,7,65
211,1912,8,47
212,1912,9,59
213,1912,10,63
214,1912,11,53
215,1912,12,56
216,1913,1,61
217,1913,2,70
218,1913,3,62
219,1913,4,67
220,1913,5,49
221,1913,6,65
222,1913,7,64
223,1913,8,52
224,1913,9,72
225,1913,10,59
226,1913,11,59
227,1913,12,58
228,1914,1,69
229,1914,2,50
230,1914,3,42
231,1914,4,33
232,1914,5,33
233,1914,6,76
234,1914,7,72
235,1914,8,65
236,1914,9,59
237,1914,10,73
238,1914,11,63
239,1914,12,65
240,1915,1,56
241,1915,2,43
242,1915,3,35
243,1915,4,48
244,1915,5,44
245,1915,6,54
246,1915,7,34
247,1915,8,42
248,1915,9,66
249,1915,10,77
250,1915,11,58
251,1915,12,63
252,1916,1,62
253,1916,2,60
254,1916,3,34
255,1916,4,44
256,1916,5,68
257,1916,6,42
258,1916,7,69
259,1916,8,61
260,1916,9,39
261,1916,10,70
262,1916,11,65
263,1916,12,38
264,1917,1,70
265,1917,2,67
266,1917,3,56
267,1917,4,46
268,1917,5,37
269,1917,6,49
270,1917,7,33
271,1917,8,45
272,1917,9,52
273,1917,10,49
274,1917,11,56
275,1917,12,43
276,1918,1,43
277,1918,2,52
278,1918,3,64
279,1918,4,68
280,1918,5,82
281,1918,6,70
282,1918,7,27
283,1918,8,54
284,1918,9,33
285,1918,10,59
286,1918,11,67
287,1918,12,47
288,1919,1,72
289,1919,2,42
290,1919,3,43
291,1919,4,36
292,1919,5,53
293,1919,6,62
294,1919,7,64
295,1919,8,47
296,1919,9,57
297,1919,10,62
298,1919,11,71
299,1919,12,52
300,1920,1,47
301,1920,2,45
302,1920,3,53
303,1920,4,34
304,1920,5,54
305,1920,6,56
306,1920,7,56
307,1920,8,63
308,1920,9,59
309,1920,10,73
310,1920,11,70
311,1920,12,48
312,1921,1,56
313,1921,2,78
314,1921,3,67
315,1921,4,51
316,1921,5,42
317,1921,6,65
318,1921,7,58
319,1921,8,46
320,1921,9,67
321,1921,10,51
322,1921,11,72
323,1921,12,62
324,1922,1,66
325,1922,2,64
326,1922,3,69
327,1922,4,62
328,1922,5,46
329,1922,6,57
330,1922,7,58
331,1922,8,54
332,1922,9,47
333,1922,10,66
334,1922,11,58
335,1922,12,66
336,1923,1,54
337,1923,2,46
338,1923,3,79
339,1923,4,73
340,1923,5,50
341,1923,6,64
342,1923,7,48
343,1923,8,44
344,1923,9,55
345,1923,10,64
346,1923,11,53
347,1923,12,71
348,1924,1,66
349,1924,2,61
350,1924,3,59
351,1924,4,39
352,1924,5,47
353,1924,6,44
354,1924,7,60
355,1924,8, 
356,1924,9,45
357,1924,10,69
358,1924,11,58
359,1924,12,64
360,1925,1,58
361,1925,2,67
362,1925,3,51
363,1925,4,60
364,1925,5,53
365,1925,6,68
366,1925,7,54
367,1925,8,57
368,1925,9,56
369,1925,10,59
370,1925,11,59
371,1925,12,42
372,1926,1,59
373,1926,2,79
374,1926,3,67
375,1926,4,81
376,1926,5,55
377,1926,6,38
378,1926,7,52
379,1926,8,47
380,1926,9,48
381,1926,10,57
382,1926,11,68
383,1926,12,55
384,1927,1,60
385,1927,2,74
386,1927,3,76
387,1927,4,48
388,1927,5,63
389,1927,6,42
390,1927,7,62
391,1927,8,40
392,1927,9,45
393,1927,10,55
394,1927,11,60
395,1927,12,60
396,1928,1,67
397,1928,2,75
398,1928,3,68
399,1928,4,54
400,1928,5,61
401,1928,6,55
402,1928,7,40
403,1928,8,58
404,1928,9,58
405,1928,10,62
406,1928,11,50
407,1928,12,71
408,1929,1,72
409,1929,2,69
410,1929,3,79
411,1929,4,80
412,1929,5,56
413,1929,6,48
414,1929,7,42
415,1929,8,36
416,1929,9,51
417,1929,10,58
418,1929,11,50
419,1929,12,75
420,1930,1,61
421,1930,2,73
422,1930,3,34
423,1930,4,50
424,1930,5,71
425,1930,6,57
426,1930,7,41
427,1930,8,53
428,1930,9,65
429,1930,10,64
430,1930,11,61
431,1930,12,66
432,1931,1,63
433,1931,2,56
434,1931,3,57
435,1931,4,69
436,1931,5,70
437,1931,6,54
438,1931,7,60
439,1931,8,49
440,1931,9,71
441,1931,10,73
442,1931,11,66
443,1931,12,64
444,1932,1,73
445,1932,2,87
446,1932,3,67
447,1932,4,55
448,1932,5,61
449,1932,6,64
450,1932,7,46
451,1932,8,62
452,1932,9,72
453,1932,10,57
454,1932,11,73
455,1932,12,80
456,1933,1,73
457,1933,2,34
458,1933,3,64
459,1933,4,55
460,1933,5,82
461,1933,6,66
462,1933,7,56
463,1933,8,62
464,1933,9,66
465,1933,10,59
466,1933,11,87
467,1933,12,93
468,1934,1,57
469,1934,2,60
470,1934,3,64
471,1934,4,50
472,1934,5,56
473,1934,6,46
474,1934,7,55
475,1934,8,60
476,1934,9,67
477,1934,10,57
478,1934,11,60
479,1934,12,77
480,1935,1,82
481,1935,2,46
482,1935,3,67
483,1935,4,54
484,1935,5,75
485,1935,6,66
486,1935,7,50
487,1935,8,64
488,1935,9,46
489,1935,10,72
490,1935,11,66
491,1935,12,45
492,1936,1,45
493,1936,2,81
494,1936,3,56
495,1936,4,62
496,1936,5,71
497,1936,6,60
498,1936,7,47
499,1936,8,54
500,1936,9,59
501,1936,10,70
502,1936,11,68
503,1936,12,53
504,1937,1,79
505,1937,2,74
506,1937,3,48
507,1937,4,63
508,1937,5,54
509,1937,6,51
510,1937,7, 
511,1937,8,72
512,1937,9,67
513,1937,10,82
514,1937,11,63
515,1937,12,70
516,1938,1,71
517,1938,2,74
518,1938,3,65
519,1938,4,75
520,1938,5,70
521,1938,6,51
522,1938,7,48
523,1938,8,64
524,1938,9,57
525,1938,10,62
526,1938,11,58
527,1938,12,72
528,1939,1,57
529,1939,2,63
530,1939,3,82
531,1939,4,56
532,1939,5,75
533,1939,6,61
534,1939,7,41
535,1939,8,76
536,1939,9,84
537,1939,10,78
538,1939,11,80
539,1939,12,81
540,1940,1,79
541,1940,2,64
542,1940,3,54
543,1940,4,63
544,1940,5,59
545,1940,6,68
546,1940,7,48
547,1940,8,60
548,1940,9,58
549,1940,10,71
550,1940,11,66
551,1940,12,68
552,1941,1,42
553,1941,2,58
554,1941,3,52
555,1941,4,69
556,1941,5,48
557,1941,6,71
558,1941,7,71
559,1941,8,41
560,1941,9,71
561,1941,10,87
562,1941,11,69
563,1941,12,61
564,1942,1,77
565,1942,2,79
566,1942,3,66
567,1942,4,77
568,1942,5,68
569,1942,6,51
570,1942,7,42
571,1942,8,70
572,1942,9,70
573,1942,10,71
574,1942,11,78
575,1942,12,71
576,1943,1,73
577,1943,2,62
578,1943,3,74
579,1943,4,62
580,1943,5,44
581,1943,6,56
582,1943,7,68
583,1943,8,34
584,1943,9,60
585,1943,10,78
586,1943,11,74
587,1943,12,72
588,1944,1,64
589,1944,2,69
590,1944,3,63
591,1944,4,72
592,1944,5,71
593,1944,6,71
594,1944,7,69
595,1944,8,64
596,1944,9,50
597,1944,10,62
598,1944,11,62
599,1944,12,77
600,1945,1,51
601,1945,2,65
602,1945,3,87
603,1945,4,82
604,1945,5,62
605,1945,6,55
606,1945,7,72
607,1945,8,67
608,1945,9,73
609,1945,10,65
610,1945,11,83
611,1945,12,55
612,1946,1,81
613,1946,2,78
614,1946,3,67
615,1946,4,64
616,1946,5,73
617,1946,6,56
618,1946,7,68
619,1946,8,64
620,1946,9,76
621,1946,10,73
622,1946,11,62
623,1946,12,87
624,1947,1,76
625,1947,2,44
626,1947,3,45
627,1947,4,60
628,1947,5,74
629,1947,6,58
630,1947,7,58
631,1947,8,83
632,1947,9,70
633,1947,10,69
634,1947,11,72
635,1947,12,65
636,1948,1,72
637,1948,2,84
638,1948,3,83
639,1948,4,71
640,1948,5,63
641,1948,6,53
642,1948,7,66
643,1948,8,65
644,1948,9,53
645,1948,10,72
646,1948,11,85
647,1948,12,79
648,1949,1,67
649,1949,2,79
650,1949,3,56
651,1949,4,32
652,1949,5,65
653,1949,6,82
654,1949,7,62
655,1949,8,47
656,1949,9,62
657,1949,10,85
658,1949,11,72
659,1949,12,65
660,1950,1,87
661,1950,2,68
662,1950,3,73
663,1950,4,48
664,1950,5,64
665,1950,6,57
666,1950,7,55
667,1950,8,79
668,1950,9,71
669,1950,10,73
670,1950,11,64
671,1950,12,65
672,1951,1,85
673,1951,2,77
674,1951,3,40
675,1951,4,67
676,1951,5,78
677,1951,6,54
678,1951,7,67
679,1951,8,53
680,1951,9,68
681,1951,10,76
682,1951,11,83
683,1951,12,83
684,1952,1,83
685,1952,2,68
686,1952,3,62
687,1952,4,75
688,1952,5,60
689,1952,6,69
690,1952,7,59
691,1952,8,44
692,1952,9,63
693,1952,10,82
694,1952,11,75
695,1952,12,81
696,1953,1,80
697,1953,2,82
698,1953,3,76
699,1953,4,44
700,1953,5,43
701,1953,6,91
702,1953,7,56
703,1953,8,55
704,1953,9,73
705,1953,10,72
706,1953,11,68
707,1953,12,81
708,1954,1,87
709,1954,2,73
710,1954,3,69
711,1954,4,88
712,1954,5,66
713,1954,6,54
714,1954,7,55
715,1954,8,67
716,1954,9,47
717,1954,10,73
718,1954,11,71
719,1954,12,75
720,1955,1,57
721,1955,2,53
722,1955,3,69
723,1955,4,84
724,1955,5,71
725,1955,6,71
726,1955,7,79
727,1955,8,63
728,1955,9,61
729,1955,10,46
730,1955,11,60
731,1955,12,49
732,1956,1,64
733,1956,2,90
734,1956,3,80
735,1956,4,73
736,1956,5,72
737,1956,6,57
738,1956,7,57
739,1956,8,52
740,1956,9,81
741,1956,10,75
742,1956,11,78
743,1956,12,89
744,1957,1,90
745,1957,2,42
746,1957,3,41
747,1957,4,76
748,1957,5,76
749,1957,6,43
750,1957,7,61
751,1957,8,62
752,1957,9,64
753,1957,10,54
754,1957,11,82
755,1957,12,62
756,1958,1,51
757,1958,2,63
758,1958,3,75
759,1958,4,59
760,1958,5,52
761,1958,6,60
762,1958,7,53
763,1958,8,49
764,1958,9,91
765,1958,10,82
766,1958,11,88
767,1958,12,64
768,1959,1,60
769,1959,2,81
770,1959,3,84
771,1959,4,54
772,1959,5,81
773,1959,6,57
774,1959,7,63
775,1959,8,48
776,1959,9,87
777,1959,10,85
778,1959,11,72
779,1959,12,88
780,1960,1,73
781,1960,2,50
782,1960,3,74
783,1960,4,59
784,1960,5,80
785,1960,6,71
786,1960,7,43
787,1960,8,69
788,1960,9,80
789,1960,10,76
790,1960,11,75
791,1960,12,79
792,1961,1,79
793,1961,2,79
794,1961,3,65
795,1961,4,66
796,1961,5,67
797,1961,6,60
798,1961,7,73
799,1961,8,69
800,1961,9,81
801,1961,10,63
802,1961,11,55
803,1961,12,47
804,1962,1,61
805,1962,2,65
806,1962,3,41
807,1962,4,87
808,1962,5,54
809,1962,6,64
810,1962,7,53
811,1962,8,64
812,1962,9,59
813,1962,10,80
814,1962,11,62
815,1962,12,65
816,1963,1,51
817,1963,2,56
818,1963,3,70
819,1963,4,50
820,1963,5,58
821,1963,6,71
822,1963,7,58
823,1963,8,48
824,1963,9,75
825,1963,10,80
826,1963,11,58
827,1963,12,77
828,1964,1,85
829,1964,2,70
830,1964,3,84
831,1964,4,62
832,1964,5,67
833,1964,6,50
834,1964,7,63
835,1964,8,54
836,1964,9,40
837,1964,10,78
838,1964,11,74
839,1964,12,52
840,1965,1,69
841,1965,2,73
842,1965,3,71
843,1965,4,73
844,1965,5,47
845,1965,6,62
846,1965,7,54
847,1965,8,65
848,1965,9,76
849,1965,10,85
850,1965,11,46
851,1965,12,69
852,1966,1,56
853,1966,2,51
854,1966,3,78
855,1966,4,66
856,1966,5,72
857,1966,6,63
858,1966,7,62
859,1966,8,58
860,1966,9,60
861,1966,10,73
862,1966,11,50
863,1966,12,63
864,1967,1,82
865,1967,2,76
866,1967,3,55
867,1967,4,68
868,1967,5,67
869,1967,6,77
870,1967,7,51
871,1967,8,72
872,1967,9,59
873,1967,10,75
874,1967,11,67
875,1967,12,53
876,1968,1,78
877,1968,2,63
878,1968,3,77
879,1968,4,57
880,1968,5,77
881,1968,6,53
882,1968,7,64
883,1968,8,58
884,1968,9,77
885,1968,10,52
886,1968,11,79
887,1968,12,73
888,1969,1,53
889,1969,2,53
890,1969,3,54
891,1969,4,78
892,1969,5,61
893,1969,6,83
894,1969,7,59
895,1969,8,84
896,1969,9,62
897,1969,10,69
898,1969,11,52
899,1969,12,64
900,1970,1,71
901,1970,2,75
902,1970,3,74
903,1970,4,62
904,1970,5,83
905,1970,6,79
906,1970,7,60
907,1970,8,70
908,1970,9,63
909,1970,10,58
910,1970,11,62
911,1970,12,72
912,1971,1,70
913,1971,2,61
914,1971,3,62
915,1971,4,62
916,1971,5,68
917,1971,6,54
918,1971,7,39
919,1971,8,53
920,1971,9,58
921,1971,10,72
922,1971,11,64
923,1971,12,66
924,1972,1,87
925,1972,2,73
926,1972,3,61
927,1972,4,71
928,1972,5,85
929,1972,6,73
930,1972,7,58
931,1972,8,59
932,1972,9,71
933,1972,10,57
934,1972,11,66
935,1972,12,75
936,1973,1,79
937,1973,2,72
938,1973,3,65
939,1973,4,68
940,1973,5,58
941,1973,6,51
942,1973,7,72
943,1973,8,52
944,1973,9,71
945,1973,10,70
946,1973,11,68
947,1973,12,66
948,1974,1,73
949,1974,2,65
950,1974,3,81
951,1974,4,82
952,1974,5,67
953,1974,6,54
954,1974,7,50
955,1974,8,52
956,1974,9,69
957,1974,10,65
958,1974,11,72
959,1974,12,59
960,1975,1,56
961,1975,2,94
962,1975,3,68
963,1975,4,70
964,1975,5,77
965,1975,6,76
966,1975,7,61
967,1975,8,65
968,1975,9,60
969,1975,10,78
970,1975,11,79
971,1975,12,60
972,1976,1,66
973,1976,2,74
974,1976,3,67
975,1976,4,68
976,1976,5,52
977,1976,6,67
978,1976,7,68
979,1976,8,70
980,1976,9,63
981,1976,10,77
982,1976,11,75
983,1976,12,68
984,1977,1,51
985,1977,2,74
986,1977,3,62
987,1977,4,66
988,1977,5,71
989,1977,6,76
990,1977,7,64
991,1977,8,70
992,1977,9,69
993,1977,10,74
994,1977,11,67
995,1977,12,59
996,1978,1,80
997,1978,2,56
998,1978,3,71
999,1978,4,70
1000,1978,5,75
1001,1978,6,77
1002,1978,7,57
1003,1978,8,78
1004,1978,9,67
1005,1978,10,66
1006,1978,11,79
1007,1978,12,64
1008,1979,1,65
1009,1979,2,79
1010,1979,3,59
1011,1979,4,64
1012,1979,5,61
1013,1979,6,75
1014,1979,7,55
1015,1979,8,53
1016,1979,9,51
1017,1979,10,66
1018,1979,11,88
1019,1979,12,75
1020,1980,1,75
1021,1980,2,78
1022,1980,3,65
1023,1980,4,70
1024,1980,5,79
1025,1980,6,71
1026,1980,7,73
1027,1980,8,49
1028,1980,9,59
1029,1980,10,82
1030,1980,11,67
1031,1980,12,61
1032,1981,1,67
1033,1981,2,58
1034,1981,3,53
1035,1981,4,70
1036,1981,5,82
1037,1981,6,78
1038,1981,7,59
1039,1981,8,65
1040,1981,9,56
1041,1981,10,68
1042,1981,11,62
1043,1981,12,46
1044,1982,1,53
1045,1982,2,91
1046,1982,3,57
1047,1982,4,72
1048,1982,5,47
1049,1982,6,77
1050,1982,7,61
1051,1982,8,67
1052,1982,9,65
1053,1982,10,82
1054,1982,11,73
1055,1982,12,85
1056,1983,1,68
1057,1983,2,80
1058,1983,3,61
1059,1983,4,73
1060,1983,5,79
1061,1983,6,74
1062,1983,7,69
1063,1983,8,72
1064,1983,9,66
1065,1983,10,69
1066,1983,11,83
1067,1983,12,70
1068,1984,1,81
1069,1984,2,83
1070,1984,3,67
1071,1984,4,71
1072,1984,5,73
1073,1984,6,72
1074,1984,7,79
1075,1984,8,75
1076,1984,9,84
1077,1984,10,79
1078,1984,11,83
1079,1984,12,72
1080,1985,1,72
1081,1985,2,80
1082,1985,3,72
1083,1985,4,76
1084,1985,5,84
1085,1985,6,65
1086,1985,7,64
1087,1985,8,62
1088,1985,9,66
1089,1985,10,79
1090,1985,11,78
1091,1985,12,61
1092,1986,1,86
1093,1986,2,65
1094,1986,3,78
1095,1986,4,83
1096,1986,5,67
1097,1986,6,80
1098,1986,7,53
1099,1986,8,67
1100,1986,9,55
1101,1986,10,77
1102,1986,11,74
1103,1986,12,70
1104,1987,1,92
1105,1987,2,69
1106,1987,3,66
1107,1987,4,71
1108,1987,5,84
1109,1987,6,69
1110,1987,7,75
1111,1987,8,46
1112,1987,9,58
1113,1987,10,68
1114,1987,11,84
1115,1987,12,79
1116,1988,1,67
1117,1988,2,66
1118,1988,3,63
1119,1988,4,49
1120,1988,5,76
1121,1988,6,63
1122,1988,7,68
1123,1988,8,62
1124,1988,9,53
1125,1988,10,64
1126,1988,11,86
1127,1988,12,87
1128,1989,1,88
1129,1989,2,70
1130,1989,3,78
1131,1989,4,63
1132,1989,5,57
1133,1989,6,64
1134,1989,7,73
1135,1989,8,73
1136,1989,9,81
1137,1989,10,74
1138,1989,11,78
1139,1989,12,73
1140,1990,1,75
1141,1990,2,67
1142,1990,3,55
1143,1990,4,58
1144,1990,5,79
1145,1990,6,77
1146,1990,7,69
1147,1990,8,72
1148,1990,9,58
1149,1990,10,76
1150,1990,11,86
1151,1990,12,65
1152,1991,1,70
1153,1991,2,80
1154,1991,3,69
1155,1991,4,56
1156,1991,5,93
1157,1991,6,54
1158,1991,7,72
1159,1991,8,65
1160,1991,9,73
1161,1991,10,67
1162,1991,11,74
1163,1991,12,82
1164,1992,1,70
1165,1992,2,86
1166,1992,3,82
1167,1992,4,58
1168,1992,5,73
1169,1992,6,58
1170,1992,7,53
1171,1992,8,61
1172,1992,9,65
1173,1992,10,66
1174,1992,11,81
1175,1992,12,58
1176,1993,1,60
1177,1993,2,69
1178,1993,3,80
1179,1993,4,80
1180,1993,5,72
1181,1993,6,68
1182,1993,7,53
1183,1993,8,71
1184,1993,9,81
1185,1993,10,74
1186,1993,11,75
1187,1993,12,69
1188,1994,1,70
1189,1994,2,77
1190,1994,3,79
1191,1994,4,70
1192,1994,5,77
1193,1994,6,59
1194,1994,7,51
1195,1994,8,77
1196,1994,9,58
1197,1994,10,74
1198,1994,11,74
1199,1994,12,63
1200,1995,1,66
1201,1995,2,75
1202,1995,3,73
1203,1995,4,50
1204,1995,5,65
1205,1995,6,79
1206,1995,7,54
1207,1995,8,85
1208,1995,9,67
1209,1995,10,69
1210,1995,11,73
1211,1995,12,61
1212,1996,1,85
1213,1996,2,86
1214,1996,3,76
1215,1996,4,54
1216,1996,5,75
1217,1996,6,67
1218,1996,7,65
1219,1996,8,78
1220,1996,9,85
1221,1996,10,76
1222,1996,11,58
1223,1996,12,74
1224,1997,1,64
1225,1997,2,79
1226,1997,3,63
1227,1997,4,75
1228,1997,5,75
1229,1997,6,66
1230,1997,7,83
1231,1997,8,63
1232,1997,9,55
1233,1997,10,65
1234,1997,11,67
1235,1997,12,76
1236,1998,1,60
1237,1998,2,74
1238,1998,3,60
1239,1998,4,69
1240,1998,5,73
1241,1998,6,54
1242,1998,7,68
1243,1998,8,68
1244,1998,9,50
1245,1998,10,61
1246,1998,11,81
1247,1998,12,88
1248,1999,1,78
1249,1999,2,71
1250,1999,3,64
1251,1999,4,66
1252,1999,5,77
1253,1999,6,63
1254,1999,7,57
1255,1999,8,75
1256,1999,9,62
1257,1999,10,79
1258,1999,11,68
1259,1999,12,60
1260,2000,1,84
1261,2000,2,80
1262,2000,3,73
1263,2000,4,76
1264,2000,5,81
1265,2000,6,46
1266,2000,7,53
1267,2000,8,64
1268,2000,9,72
1269,2000,10,73
1270,2000,11,73
1271,2000,12,56
1272,2001,1,80
1273,2001,2,69
1274,2001,3,53
1275,2001,4,71
1276,2001,5,63
1277,2001,6,66
1278,2001,7,51
1279,2001,8,58
1280,2001,9,75
1281,2001,10,66
1282,2001,11,65
1283,2001,12,78
1284,2002,1,77
1285,2002,2,70
1286,2002,3,71
1287,2002,4,67
1288,2002,5,79
1289,2002,6,74
1290,2002,7,67
1291,2002,8,67
1292,2002,9,75
1293,2002,10,55
1294,2002,11,89
1295,2002,12,91
1296,2003,1,78
1297,2003,2,84
1298,2003,3,72
1299,2003,4,77
1300,2003,5,66
1301,2003,6,70
1302,2003,7,54
1303,2003,8,59
1304,2003,9,67
1305,2003,10,73
1306,2003,11,75
1307,2003,12,69
1308,2004,1,75
1309,2004,2,69
1310,2004,3,80
1311,2004,4,62
1312,2004,5,77
1313,2004,6,67
1314,2004,7,66
1315,2004,8,66
1316,2004,9,78
1317,2004,10,51
1318,2004,11,65
1319,2004,12,67
1320,2005,1,75
1321,2005,2,70
1322,2005,3,84
1323,2005,4,70
1324,2005,5,61
1325,2005,6,66
1326,2005,7,67
1327,2005,8,62
1328,2005,9,41
1329,2005,10,65
1330,2005,11,67
1331,2005,12,71
1332,2006,1,61
1333,2006,2,67
1334,2006,3,58
1335,2006,4,50
1336,2006,5,55
1337,2006,6,56
1338,2006,7,46
1339,2006,8,68
1340,2006,9,68
1341,2006,10, 
1342,2006,11,57
1343,2006,12,80
1344,2007,1,69
1345,2007,2,60
1346,2007,3,77
1347,2007,4,68
1348,2007,5,44
1349,2007,6,52
1350,2007,7,56
1351,2007,8,49
1352,2007,9,62
1353,2007,10,77
1354,2007,11,68
1355,2007,12,71
1356,2008,1,73
1357,2008,2,63
1358,2008,3,64
1359,2008,4,62
1360,2008,5,77
1361,2008,6,38
1362,2008,7,60
1363,2008,8,49
1364,2008,9,75
1365,2008,10,58
1366,2008,11,61
1367,2008,12,75
1368,2009,1,72
1369,2009,2,61
1370,2009,3,68
1371,2009,4,88
1372,2009,5,63
1373,2009,6,51
1374,2009,7,54
1375,2009,8,64
1376,2009,9,57
1377,2009,10,64
1378,2009,11,67
1379,2009,12,59
1380,2010,1,60
1381,2010,2,48
1382,2010,3,69
1383,2010,4, 
1384,2010,5,47
1385,2010,6,56
1386,2010,7,47
1387,2010,8,57
1388,2010,9, 
1389,2010,10,76
1390,2010,11,54
1391,2010,12,41
1392,2011,1,59
1393,2011,2,66
1394,2011,3,48
1395,2011,4,82
1396,2011,5,46
1397,2011,6,25
1398,2011,7,51
1399,2011,8,52
1400,2011,9,81
1401,2011,10, 
1402,2011,11, 
1403,2011,12, 
1404,2012,1, 
1405,2012,2, 
1406,2012,3,66
1407,2012,4,67
1408,2012,5,55
1409,2012,6,32
1410,2012,7,43
1411,2012,8,48
1412,2012,9,56
1413,2012,10,58
1414,2012,11,59
1415,2012,12, 
1416,2013,1, 
1417,2013,2,77
1418,2013,3,44
1419,2013,4,42
1420,2013,5,75
1421,2013,6, 
1422,2013,7,48
1423,2013,8, 
1424,2013,9,48
1425,2013,10,61
1426,2013,11,64
1427,2013,12, 
