,YEAR,MONTH,ELEM_VAL
278,1913,3,103
279,1913,4,112
280,1913,5,48
281,1913,6,51
282,1913,7,329
283,1913,8,697
284,1913,9,568
285,1913,10,358
286,1913,11,54
287,1913,12,165
288,1914,1,72
289,1914,2,5
290,1914,3,41
291,1914,4,94
292,1914,5,281
293,1914,6,134
294,1914,7,94
295,1914,8,334
296,1914,9,141
297,1914,10,139
298,1914,11,194
299,1914,12,81
300,1915,1,89
301,1915,2,6
302,1915,3,15
303,1915,4,329
304,1915,5,267
305,1915,6,294
306,1915,7,663
307,1915,8,580
308,1915,9,163
309,1915,10,145
310,1915,11,222
311,1915,12,267
312,1916,1,152
313,1916,2,21
314,1916,3,398
315,1916,4,352
316,1916,5,83
317,1916,6,829
318,1916,7,468
319,1916,8,93
320,1916,9,358
321,1916,10,499
322,1916,11,187
323,1916,12,431
324,1917,1,189
325,1917,2,257
326,1917,3,138
327,1917,4,849
328,1917,5,392
329,1917,6,351
330,1917,7,680
331,1917,8,196
332,1917,9,126
333,1917,10,291
334,1917,11,548
335,1917,12,381
336,1918,1,112
337,1918,2,42
338,1918,3,117
339,1918,4,84
340,1918,5,82
341,1918,6,224
342,1918,7,396
343,1918,8,237
344,1918,9,288
345,1918,10,280
346,1918,11,69
347,1918,12,160
348,1919,1,13
349,1919,2,15
350,1919,3,240
351,1919,4,118
352,1919,5,62
353,1919,6,218
354,1919,7,192
355,1919,8,558
356,1919,9,239
357,1919,10,256
358,1919,11,357
359,1919,12,140
360,1920,1,40
361,1920,2,17
362,1920,3,11
363,1920,4,34
364,1920,5,12
365,1920,6,111
366,1920,7,292
367,1920,8,860
368,1920,9,380
369,1920,10,273
370,1920,11,65
371,1920,12,400
372,1921,1,45
373,1921,2,245
374,1921,3, 
375,1921,4,50
376,1921,5,187
377,1921,6,125
378,1921,7,130
379,1921,8,374
380,1921,9,252
381,1921,10,454
382,1921,11,240
383,1921,12,132
384,1922,1,126
385,1922,2,6
386,1922,3,52
387,1922,4,67
388,1922,5,231
389,1922,6,165
390,1922,7,215
391,1922,8,479
392,1922,9,115
393,1922,10,87
394,1922,11,457
395,1922,12,74
396,1923,1,275
397,1923,2,6
398,1923,3,35
399,1923,4,226
400,1923,5,632
401,1923,6,222
402,1923,7,220
403,1923,8,56
404,1923,9,504
405,1923,10,282
406,1923,11,136
407,1923,12,239
408,1924,1,91
409,1924,2,136
410,1924,3,251
411,1924,4,235
412,1924,5,164
413,1924,6,67
414,1924,7,274
415,1924,8,453
416,1924,9,420
417,1924,10,20
418,1924,11,427
419,1924,12,239
420,1925,1,2
421,1925,2,84
422,1925,3,104
423,1925,4,111
424,1925,5,11
425,1925,6,322
426,1925,7,583
427,1925,8,282
428,1925,9,496
429,1925,10,142
430,1925,11,634
431,1925,12,315
432,1926,1,62
433,1926,2,25
434,1926,3,111
435,1926,4,43
436,1926,5,312
437,1926,6,10
438,1926,7,20
439,1926,8,231
440,1926,9,365
441,1926,10,361
442,1926,11,161
443,1926,12,315
444,1927,1,64
445,1927,2,44
446,1927,3,17
447,1927,4,82
448,1927,5,276
449,1927,6,142
450,1927,7,608
451,1927,8,110
452,1927,9,63
453,1927,10,296
454,1927,11,132
455,1927,12,112
456,1928,1,83
457,1928,2,46
458,1928,3,84
459,1928,4,155
460,1928,5,394
461,1928,6,77
462,1928,7,318
463,1928,8,385
464,1928,9,260
465,1928,10,87
466,1928,11,18
467,1928,12,152
468,1929,1,63
469,1929,2,71
470,1929,3,72
471,1929,4,176
472,1929,5,78
473,1929,6,110
474,1929,7,99
475,1929,8,142
476,1929,9,422
477,1929,10,380
478,1929,11,84
479,1929,12,99
480,1930,1,39
481,1930,2,207
482,1930,3,143
483,1930,4,122
484,1930,5,296
485,1930,6,159
486,1930,7,336
487,1930,8,225
488,1930,9,34
489,1930,10,418
490,1930,11,160
491,1930,12,37
492,1931,1,56
493,1931,2,90
494,1931,3,27
495,1931,4,96
496,1931,5,47
497,1931,6,12
498,1931,7,6
499,1931,8,618
500,1931,9,293
501,1931,10,711
502,1931,11,129
503,1931,12,71
504,1932,1,63
505,1932,2,289
506,1932,3,476
507,1932,4,495
508,1932,5,329
509,1932,6,169
510,1932,7,177
511,1932,8,512
512,1932,9,144
513,1932,10,555
514,1932,11,145
515,1932,12,174
516,1933,1,66
517,1933,2,48
518,1933,3,39
519,1933,4,269
520,1933,5, 
521,1933,6,90
522,1933,7,619
523,1933,8,293
524,1933,9,315
525,1933,10,117
526,1933,11,104
527,1933,12,27
528,1934,1,17
529,1934,2,8
530,1934,3,3
531,1934,4,109
532,1934,5,0
533,1934,6,201
534,1934,7,28
535,1934,8,59
536,1934,9,188
537,1934,10,470
538,1934,11,366
539,1934,12,26
540,1935,1,72
541,1935,2,65
542,1935,3,32
543,1935,4,87
544,1935,5, 
545,1935,6,166
546,1935,7,73
547,1935,8,1197
548,1935,9,46
549,1935,10,438
550,1935,11,54
551,1935,12,118
552,1936,1,28
553,1936,2,35
554,1936,3,325
555,1936,4,207
556,1936,5,358
557,1936,6,447
558,1936,7,226
559,1936,8,154
560,1936,9,804
561,1936,10, 
562,1936,11,174
563,1936,12,88
564,1937,1,10
565,1937,2,6
566,1937,3,38
567,1937,4,45
568,1937,5,74
569,1937,6,0
570,1937,7,133
571,1937,8,207
572,1937,9,423
573,1937,10,153
574,1937,11,143
575,1937,12,167
576,1938,1,20
577,1938,2,68
578,1938,3,134
579,1938,4,204
580,1938,5,113
581,1938,6,57
582,1938,7,617
583,1938,8,202
584,1938,9,669
585,1938,10,96
586,1938,11,97
587,1938,12,15
588,1939,1,106
589,1939,2,0
590,1939,3,36
591,1939,4,61
592,1939,5,41
593,1939,6,66
594,1939,7,149
595,1939,8,463
596,1939,9,211
597,1939,10,491
598,1939,11,8
599,1939,12,36
600,1940,1,48
601,1940,2,38
602,1940,3,225
603,1940,4,66
604,1940,5,119
605,1940,6,99
606,1940,7,14
607,1940,8,482
608,1940,9,617
609,1940,10,19
610,1940,11,410
611,1940,12,730
612,1941,1,62
613,1941,2,27
614,1941,3,31
615,1941,4,97
616,1941,5,373
617,1941,6,317
618,1941,7,167
619,1941,8,28
620,1941,9,178
621,1941,10,202
622,1941,11,390
623,1941,12,124
624,1942,1,31
625,1942,2,97
626,1942,3,36
627,1942,4,178
628,1942,5,91
629,1942,6,929
630,1942,7,480
631,1942,8,251
632,1942,9,556
633,1942,10,87
634,1942,11,84
635,1942,12,33
636,1943,1,23
637,1943,2,35
638,1943,3,136
639,1943,4,71
640,1943,5,116
641,1943,6,125
642,1943,7,19
643,1943,8,6
644,1943,9,977
645,1943,10,48
646,1943,11,184
647,1943,12,44
648,1944,1,25
649,1944,2,279
650,1944,3,173
651,1944,4,35
652,1944,5,63
653,1944,6,385
654,1944,7,1010
655,1944,8,189
656,1944,9,797
657,1944,10,88
658,1944,11,557
659,1944,12,227
660,1945,1,246
661,1945,2,102
662,1945,3,66
663,1945,4,71
664,1945,5,475
665,1945,6,125
666,1945,7,495
667,1945,8,312
668,1945,9,290
669,1945,10,827
670,1945,11,85
671,1945,12,167
672,1946,1,123
673,1946,2,184
674,1946,3,46
675,1946,4,165
676,1946,5,171
677,1946,6,98
678,1946,7,254
679,1946,8,791
680,1946,9,291
681,1946,10,417
682,1946,11,61
683,1946,12,23
684,1947,1,6
685,1947,2,41
686,1947,3,50
687,1947,4,130
688,1947,5,146
689,1947,6,109
690,1947,7,762
691,1947,8,123
692,1947,9,502
693,1947,10,195
694,1947,11,341
695,1947,12,175
696,1948,1,327
697,1948,2,667
698,1948,3,502
699,1948,4,292
700,1948,5,683
701,1948,6,230
702,1948,7,288
703,1948,8,685
704,1948,9,393
705,1948,10,333
706,1948,11,138
707,1948,12,641
708,1949,1,437
709,1949,2,374
710,1949,3,508
711,1949,4,581
712,1949,5,62
713,1949,6,61
714,1949,7,6
715,1949,8,792
716,1949,9,410
717,1949,10,20
718,1949,11,234
719,1949,12,210
720,1950,1,123
721,1950,2,58
722,1950,3,149
723,1950,4,278
724,1950,5,396
725,1950,6,199
726,1950,7,188
727,1950,8,260
728,1950,9,150
729,1950,10,232
730,1950,11,334
731,1950,12,355
732,1951,1,63
733,1951,2,124
734,1951,3,147
735,1951,4,119
736,1951,5,49
737,1951,6,84
738,1951,7,451
739,1951,8,219
740,1951,9,244
741,1951,10,93
742,1951,11,103
743,1951,12,118
744,1952,1,48
745,1952,2,89
746,1952,3,80
747,1952,4,14
748,1952,5,270
749,1952,6,100
750,1952,7,396
751,1952,8,149
752,1952,9,787
753,1952,10,129
754,1952,11,416
755,1952,12,220
756,1953,1,193
757,1953,2,45
758,1953,3,36
759,1953,4,90
760,1953,5,49
761,1953,6,105
762,1953,7,678
763,1953,8,98
764,1953,9,445
765,1953,10,80
766,1953,11,150
767,1953,12,83
768,1954,1,169
769,1954,2,124
770,1954,3,42
771,1954,4,16
772,1954,5,292
773,1954,6,312
774,1954,7,547
775,1954,8,168
776,1954,9,188
777,1954,10,567
778,1954,11,199
779,1954,12,133
780,1955,1,159
781,1955,2,230
782,1955,3,239
783,1955,4,97
784,1955,5,241
785,1955,6,263
786,1955,7,182
787,1955,8,458
788,1955,9,286
789,1955,10,273
790,1955,11,219
791,1955,12,144
792,1956,1,150
793,1956,2,147
794,1956,3,105
795,1956,4,82
796,1956,5,222
797,1956,6,32
798,1956,7,638
799,1956,8,68
800,1956,9,298
801,1956,10,642
802,1956,11,252
803,1956,12,408
804,1957,1,175
805,1957,2,26
806,1957,3,143
807,1957,4,122
808,1957,5,42
809,1957,6,238
810,1957,7,4
811,1957,8,49
812,1957,9,876
813,1957,10,709
814,1957,11,409
815,1957,12,266
816,1958,1,52
817,1958,2,136
818,1958,3,87
819,1958,4,162
820,1958,5,148
821,1958,6,260
822,1958,7,280
823,1958,8,67
824,1958,9,269
825,1958,10,212
826,1958,11,123
827,1958,12,40
828,1959,1,12
829,1959,2,75
830,1959,3,7
831,1959,4,35
832,1959,5,105
833,1959,6,138
834,1959,7,378
835,1959,8,365
836,1959,9,303
837,1959,10,272
838,1959,11,312
839,1959,12,17
840,1960,1,89
841,1960,2,366
842,1960,3,64
843,1960,4,116
844,1960,5,102
845,1960,6,260
846,1960,7,19
847,1960,8,87
848,1960,9,75
849,1960,10,434
850,1960,11,36
851,1960,12,154
852,1961,1,133
853,1961,2,40
854,1961,3,74
855,1961,4,44
856,1961,5,593
857,1961,6,53
858,1961,7,302
859,1961,8,300
860,1961,9,419
861,1961,10,346
862,1961,11,68
863,1961,12,150
864,1962,1,38
865,1962,2,138
866,1962,3,20
867,1962,4,35
868,1962,5,97
869,1962,6,60
870,1962,7,317
871,1962,8,339
872,1962,9,397
873,1962,10,214
874,1962,11,260
875,1962,12,74
876,1963,1,227
877,1963,2,20
878,1963,3,43
879,1963,4,53
880,1963,5,145
881,1963,6,183
882,1963,7,183
883,1963,8,93
884,1963,9,401
885,1963,10,100
886,1963,11,199
887,1963,12,75
888,1964,1,214
889,1964,2,238
890,1964,3,20
891,1964,4,118
892,1964,5,18
893,1964,6,449
894,1964,7,543
895,1964,8,236
896,1964,9,126
897,1964,10,282
898,1964,11,48
899,1964,12,173
900,1965,1,76
901,1965,2,204
902,1965,3,180
903,1965,4,33
904,1965,5,113
905,1965,6,310
906,1965,7,117
907,1965,8,171
908,1965,9,93
909,1965,10,122
910,1965,11,95
911,1965,12,70
912,1966,1,64
913,1966,2,12
914,1966,3,75
915,1966,4,129
916,1966,5,53
917,1966,6,32
918,1966,7,788
919,1966,8,0
920,1966,9,239
921,1966,10,240
922,1966,11,377
923,1966,12,136
924,1967,1,110
925,1967,2,144
926,1967,3,35
927,1967,4,104
928,1967,5,114
929,1967,6,458
930,1967,7,235
931,1967,8,448
932,1967,9,1607
933,1967,10,72
934,1967,11,191
935,1967,12,182
936,1968,1,47
937,1968,2,177
938,1968,3,239
939,1968,4,135
940,1968,5,18
941,1968,6,113
942,1968,7,581
943,1968,8,358
944,1968,9,649
945,1968,10,66
946,1968,11,8
947,1968,12,68
948,1969,1,73
949,1969,2,393
950,1969,3,134
951,1969,4,69
952,1969,5,222
953,1969,6,130
954,1969,7,121
955,1969,8,52
956,1969,9,278
957,1969,10,193
958,1969,11,797
959,1969,12,450
960,1970,1,173
961,1970,2,230
962,1970,3,114
963,1970,4,121
964,1970,5,71
965,1970,6,311
966,1970,7,204
967,1970,8,678
968,1970,9,230
969,1970,10,626
970,1970,11,83
971,1970,12,78
972,1971,1,136
973,1971,2,77
974,1971,3,45
975,1971,4,59
976,1971,5,186
977,1971,6,283
978,1971,7,167
979,1971,8,278
980,1971,9,409
981,1971,10,57
982,1971,11,654
983,1971,12,138
984,1972,1,140
985,1972,2,82
986,1972,3,174
987,1972,4,136
988,1972,5,77
989,1972,6,374
990,1972,7,578
991,1972,8,187
992,1972,9,479
993,1972,10,373
994,1972,11,82
995,1972,12,127
996,1973,1,46
997,1973,2,234
998,1973,3,101
999,1973,4,1066
1000,1973,5,318
1001,1973,6,139
1002,1973,7,430
1003,1973,8,31
1004,1973,9,111
1005,1973,10,161
1006,1973,11,38
1007,1973,12,282
1008,1974,1,50
1009,1974,2,17
1010,1974,3,160
1011,1974,4,128
1012,1974,5,111
1013,1974,6,705
1014,1974,7,574
1015,1974,8,86
1016,1974,9,173
1017,1974,10,497
1018,1974,11,281
1019,1974,12,159
1020,1975,1,108
1021,1975,2,58
1022,1975,3,337
1023,1975,4,163
1024,1975,5,127
1025,1975,6,69
1026,1975,7,789
1027,1975,8,300
1028,1975,9,661
1029,1975,10,146
1030,1975,11,138
1031,1975,12,245
1032,1976,1,124
1033,1976,2,299
1034,1976,3,49
1035,1976,4,158
1036,1976,5,191
1037,1976,6,59
1038,1976,7, 
1039,1976,8,460
1040,1976,9,1087
1041,1976,10,131
1042,1976,11,358
1043,1976,12,230
1044,1977,1,251
1045,1977,2,39
1046,1977,3,164
1047,1977,4,165
1048,1977,5,321
1049,1977,6,730
1050,1977,7,174
1051,1977,8,40
1052,1977,9,245
1053,1977,10,118
1054,1977,11,553
1055,1977,12,450
1056,1978,1,128
1057,1978,2,28
1058,1978,3,148
1059,1978,4,254
1060,1978,5,250
1061,1978,6,187
1062,1978,7,184
1063,1978,8,470
1064,1978,9,181
1065,1978,10,983
1066,1978,11,157
1067,1978,12,48
1068,1979,1,435
1069,1979,2,219
1070,1979,3,344
1071,1979,4,247
1072,1979,5,148
1073,1979,6,242
1074,1979,7,324
1075,1979,8,323
1076,1979,9,271
1077,1979,10,19
1078,1979,11,97
1079,1979,12,209
1080,1980,1,44
1081,1980,2,170
1082,1980,3,329
1083,1980,4, 
1084,1980,5, 
1085,1980,6, 
1086,1980,7, 
1087,1980,8, 
1088,1980,9, 
1089,1980,10, 
1090,1980,11,210
1091,1980,12,233
1092,1981,1,186
1093,1981,2,350
1094,1981,3,55
1095,1981,4,85
1096,1981,5,171
1097,1981,6,69
1098,1981,7,264
1099,1981,8,464
1100,1981,9,397
1101,1981,10,372
1102,1981,11,126
1103,1981,12,104
1104,1982,1,259
1105,1982,2, 
1106,1982,3, 
1107,1982,4,294
1108,1982,5,84
1109,1982,6,36
1110,1982,7,165
1111,1982,8,319
1112,1982,9,758
1113,1982,10,125
1114,1982,11,177
1115,1982,12,262
1116,1983,1,85
1117,1983,2,395
1118,1983,3,106
1119,1983,4,463
1120,1983,5,346
1121,1983,6,340
1122,1983,7,41
1123,1983,8,474
1124,1983,9,152
1125,1983,10,226
1126,1983,11,261
1127,1983,12,156
1128,1984,1,51
1129,1984,2,14
1130,1984,3,113
1131,1984,4,41
1132,1984,5,395
1133,1984,6,111
1134,1984,7,23
1135,1984,8,953
1136,1984,9,95
1137,1984,10,315
1138,1984,11,20
1139,1984,12,121
1140,1985,1,106
1141,1985,2,12
1142,1985,3,168
1143,1985,4,405
1144,1985,5,118
1145,1985,6,182
1146,1985,7,60
1147,1985,8,133
1148,1985,9,35
1149,1985,10,214
1150,1985,11,318
1151,1985,12,20
1152,1986,1,84
1153,1986,2,62
1154,1986,3,84
1155,1986,4,240
1156,1986,5,28
1157,1986,6,219
1158,1986,7,204
1159,1986,8,707
1160,1986,9,375
1161,1986,10,40
1162,1986,11,15
1163,1986,12,200
1164,1987,1,181
1165,1987,2,62
1166,1987,3,223
1167,1987,4,268
1168,1987,5,86
1169,1987,6,473
1170,1987,7,100
1171,1987,8,34
1172,1987,9,12
1173,1987,10,100
1174,1987,11,290
1175,1987,12,90
1176,1988,1,197
1177,1988,2,107
1178,1988,3,262
1179,1988,4,157
1180,1988,5,230
1181,1988,6,315
1182,1988,7,133
1183,1988,8,353
1184,1988,9,186
1185,1988,10,567
1186,1988,11,172
1187,1988,12,396
1188,1989,1,212
1189,1989,2,31
1190,1989,3,25
1191,1989,4,21
1192,1989,5,239
1193,1989,6,343
1194,1989,7,262
1195,1989,8,214
1196,1989,9,189
1197,1989,10,392
1198,1989,11,232
1199,1989,12,126
1200,1990,1,65
1201,1990,2,52
1202,1990,3,400
1203,1990,4,274
1204,1990,5,370
1205,1990,6,0
1206,1990,7,247
1207,1990,8,555
1208,1990,9,415
1209,1990,10,164
1210,1990,11,742
1211,1990,12,562
1212,1991,1,252
1213,1991,2,90
1214,1991,3,163
1215,1991,4,289
1216,1991,5,173
1217,1991,6,670
1218,1991,7,107
1219,1991,8,894
1220,1991,9,150
