,YEAR,MONTH,ELEM_VAL
0,1890,1,41
1,1890,2,68
2,1890,3,57
3,1890,4,25
4,1890,5,30
5,1890,6,173
6,1890,7,110
7,1890,8,629
8,1890,9,171
9,1890,10,138
10,1890,11,76
11,1890,12,63
12,1891,1,66
13,1891,2,50
14,1891,3,137
15,1891,4,35
16,1891,5,174
17,1891,6,69
18,1891,7,513
19,1891,8,77
20,1891,9,79
21,1891,10,57
22,1891,11,71
23,1891,12,40
24,1892,1,77
25,1892,2,50
26,1892,3,66
27,1892,4,33
28,1892,5,56
29,1892,6,43
30,1892,7,203
31,1892,8,71
32,1892,9,383
33,1892,10,432
34,1892,11,309
35,1892,12,65
36,1893,1,99
37,1893,2,13
38,1893,3,63
39,1893,4,76
40,1893,5,85
41,1893,6,246
42,1893,7,239
43,1893,8,780
44,1893,9,350
45,1893,10,265
46,1893,11,239
47,1893,12,64
48,1894,1,75
49,1894,2,3
50,1894,3,14
51,1894,4,18
52,1894,5,682
53,1894,6,111
54,1894,7,238
55,1894,8,342
56,1894,9,229
57,1894,10,20
58,1894,11,106
59,1894,12,57
60,1895,1,61
61,1895,2,12
62,1895,3,52
63,1895,4,96
64,1895,5,67
65,1895,6,713
66,1895,7,149
67,1895,8,109
68,1895,9,100
69,1895,10,159
70,1895,11,155
71,1895,12,64
72,1896,1,68
73,1896,2,12
74,1896,3,35
75,1896,4,67
76,1896,5,39
77,1896,6,245
78,1896,7,61
79,1896,8,342
80,1896,9,58
81,1896,10,269
82,1896,11,41
83,1896,12,55
84,1897,1,31
85,1897,2,27
86,1897,3,15
87,1897,4,51
88,1897,5,243
89,1897,6,14
90,1897,7,513
91,1897,8,76
92,1897,9,392
93,1897,10,80
94,1897,11,113
95,1897,12,43
96,1898,1,54
97,1898,2,28
98,1898,3,61
99,1898,4,6
100,1898,5,164
101,1898,6,149
102,1898,7,279
103,1898,8,245
104,1898,9,201
105,1898,10,234
106,1898,11,244
107,1898,12,13
108,1899,1,33
109,1899,2,0
110,1899,3,22
111,1899,4,240
112,1899,5,106
113,1899,6,63
114,1899,7,358
115,1899,8,379
116,1899,9,195
117,1899,10,149
118,1899,11,185
119,1899,12,112
120,1900,1,52
121,1900,2,30
122,1900,3,126
123,1900,4,26
124,1900,5,90
125,1900,6,62
126,1900,7,59
127,1900,8,518
128,1900,9,347
129,1900,10,257
130,1900,11,62
131,1900,12,59
132,1901,1,88
133,1901,2,266
134,1901,3,191
135,1901,4,265
136,1901,5,115
137,1901,6,184
138,1901,7,354
139,1901,8,226
140,1901,9,94
141,1901,10,78
142,1901,11,226
143,1901,12,103
144,1902,1,73
145,1902,2,18
146,1902,3,11
147,1902,4,30
148,1902,5,147
149,1902,6,57
150,1902,7,382
151,1902,8,289
152,1902,9,1500
153,1902,10,253
154,1902,11,63
155,1902,12,91
156,1903,1,78
157,1903,2,89
158,1903,3,48
159,1903,4,67
160,1903,5,170
161,1903,6,877
162,1903,7,172
163,1903,8,338
164,1903,9,165
165,1903,10,239
166,1903,11,173
167,1903,12,119
168,1904,1,272
169,1904,2,98
170,1904,3,112
171,1904,4,85
172,1904,5,144
173,1904,6,52
174,1904,7,375
175,1904,8,196
176,1904,9,153
177,1904,10,433
178,1904,11,469
179,1904,12,53
180,1905,1,98
181,1905,2,88
182,1905,3,105
183,1905,4,101
184,1905,5,62
185,1905,6,307
186,1905,7,76
187,1905,8,366
188,1905,9,351
189,1905,10,329
190,1905,11,359
191,1905,12,109
192,1906,1,39
193,1906,2,23
194,1906,3,108
195,1906,4,229
196,1906,5,77
197,1906,6,198
198,1906,7,609
199,1906,8,53
200,1906,9,165
201,1906,10,385
202,1906,11,157
203,1906,12,234
204,1907,1,87
205,1907,2,108
206,1907,3,32
207,1907,4,22
208,1907,5,84
209,1907,6,44
210,1907,7,319
211,1907,8,429
212,1907,9,230
213,1907,10,281
214,1907,11,160
215,1907,12,182
216,1908,1,112
217,1908,2,149
218,1908,3,333
219,1908,4,50
220,1908,5,149
221,1908,6,14
222,1908,7,244
223,1908,8,699
224,1908,9,449
225,1908,10,465
226,1908,11,108
227,1908,12,47
228,1909,1,190
229,1909,2,71
230,1909,3,195
231,1909,4,64
232,1909,5,10
233,1909,6,240
234,1909,7,27
235,1909,8,625
236,1909,9,570
237,1909,10,207
238,1909,11,152
239,1909,12,165
240,1910,1,28
241,1910,2,14
242,1910,3,64
243,1910,4,492
244,1910,5,98
245,1910,6,175
246,1910,7,552
247,1910,8,166
248,1910,9,538
249,1910,10,432
250,1910,11,15
251,1910,12,85
252,1911,1,51
253,1911,2,52
254,1911,3,105
255,1911,4,83
256,1911,5,96
257,1911,6,471
258,1911,7,136
259,1911,8,221
260,1911,9,354
261,1911,10,441
262,1911,11,188
263,1911,12,90
264,1912,1,35
265,1912,2,125
266,1912,3,33
267,1912,4,173
268,1912,5,336
269,1912,6,100
270,1912,7,605
271,1912,8,357
272,1912,9,674
273,1912,10,167
274,1912,11,127
275,1912,12,177
276,1913,1,199
277,1913,2,44
