,year,month,wind
0,1958,1,33.81854839
1,1958,2,21.14732143
2,1958,3,22.32258065
3,1958,4,13.14583333
4,1958,5,6.072580645
5,1958,6,9.008333333
6,1958,7,7.568548387
7,1958,8,7.556451613
8,1958,9,14.2875
9,1958,10,17.23790323
10,1958,11,28.63333333
11,1958,12,27.72177419
12,1959,1,10.30241935
13,1959,2,35.75892857
14,1959,3,20.64919355
15,1959,4,11.86666667
16,1959,5,13.27016129
17,1959,6,12.38333333
18,1959,7,8.072580645
19,1959,8,9.568548387
20,1959,9,12.2625
21,1959,10,21.08870968
22,1959,11,25.8875
23,1959,12,12.9233871
24,1960,1,17.66532258
25,1960,2,17.00431034
26,1960,3,29.74596774
27,1960,4,20.8375
28,1960,5,16.66532258
29,1960,6,12.275
30,1960,7,10.74596774
31,1960,8,12.23790323
32,1960,9,13.525
33,1960,10,10.12096774
34,1960,11,21.92916667
35,1960,12,31.0766129
36,1961,1,25.91935484
37,1961,2,18.875
38,1961,3,21.73387097
39,1961,4,6.929166667
40,1961,5,13.22177419
41,1961,6,13.09583333
42,1961,7,16.47983871
43,1961,8,8.822580645
44,1961,9,8.425
45,1961,10,13.96370968
46,1961,11,20.39583333
47,1961,12,10.03629032
48,1962,1,26.98785425
49,1962,2,39.79910714
50,1962,3,9.85483871
51,1962,4,20.21666667
52,1962,5,17.61693548
53,1962,6,16.22083333
54,1962,7,12.91935484
55,1962,8,9.080645161
56,1962,9,12.6
57,1962,10,12.42741935
58,1962,11,27.27916667
59,1962,12,20.31854839
60,1963,1,13.69758065
61,1963,2,14.29017857
62,1963,3,16.02822581
63,1963,4,14.2
64,1963,5,7.866935484
65,1963,6,10.07083333
66,1963,7,13.25403226
67,1963,8,10.00806452
68,1963,9,14.41666667
69,1963,10,12.69354839
70,1963,11,13.3875
71,1963,12,8.510204082
72,1964,1,24.61290323
73,1964,2,28.70258621
74,1964,3,28.35887097
75,1964,4,15.97916667
76,1964,5,11.15322581
77,1964,6,14.675
78,1964,7,17.18951613
79,1964,8,11.8266129
80,1964,9,11.16666667
81,1964,10,26.25403226
82,1964,11,15.14166667
83,1964,12,30.06048387
84,1965,1,17.68145161
85,1965,2,26.37946429
86,1965,3,21.63709677
87,1965,4,25.7
88,1965,5,7.564516129
89,1965,6,13.74583333
90,1965,7,12.38306452
91,1965,8,11.43548387
92,1965,9,11.39166667
93,1965,10,13.65322581
94,1965,11,15.13333333
95,1965,12,6.758064516
96,1966,1,13.86290323
97,1966,2,6.825892857
98,1966,3,15.74193548
99,1966,4,12.52083333
100,1966,5,14.18951613
101,1966,6,11.79583333
102,1966,7,20.19354839
103,1966,8,10
104,1966,9,13.65833333
105,1966,10,18.93145161
106,1966,11,43.28333333
107,1966,12,29.31451613
108,1967,1,19.0766129
109,1967,2,32.44642857
110,1967,3,30.46774194
111,1967,4,25.06666667
112,1967,5,9.673387097
113,1967,6,16.09166667
114,1967,7,12.91566265
115,1967,8,10.79032258
116,1967,9,20.25833333
117,1967,10,10.55241935
118,1967,11,34.6125
119,1967,12,15.98785425
120,1968,1,16.43951613
121,1968,2,18.02155172
122,1968,3,13.44758065
123,1968,4,6.1
124,1968,5,9.483870968
125,1968,6,8.954166667
126,1968,7,11.72580645
127,1968,8,12.20564516
128,1968,9,16.72916667
129,1968,10,9.774193548
130,1968,11,18.3625
131,1968,12,15.125
132,1969,1,8.600806452
133,1969,2,18.73660714
134,1969,3,6.572580645
135,1969,4,16.825
136,1969,5,10.68145161
137,1969,6,9.8125
138,1969,7,14.60887097
139,1969,8,10.25806452
140,1969,9,15.7875
141,1969,10,19.02016129
142,1969,11,40.94166667
143,1969,12,29.76209677
144,1970,1,26.07258065
145,1970,2,39.34862385
146,1970,3,19.64919355
147,1970,4,12.90833333
148,1970,5,12.03225806
149,1970,6,12.45833333
150,1970,7,14.21370968
151,1970,8,13.31451613
152,1970,9,16.20416667
153,1970,10,15.94758065
154,1970,11,21.89583333
155,1970,12,24.40322581
156,1971,1,12.55645161
157,1971,2,27.14285714
158,1971,3,11.04032258
159,1971,4,18.2125
160,1971,5,13.65322581
161,1971,6,11.87916667
162,1971,7,11.63709677
163,1971,8,14.5465587
164,1971,9,21.55648536
165,1971,10,13.92741935
166,1971,11,27.525
167,1971,12,32.625
168,1972,1,41.67206478
169,1972,2,28.98275862
170,1972,3,36.23790323
171,1972,4,14.38333333
172,1972,5,24.56854839
173,1972,6,16.64166667
174,1972,7,13.97165992
175,1972,8,17.48387097
176,1972,9,19.14583333
177,1972,10,34.84274194
178,1972,11,20.22916667
179,1972,12,23.16666667
180,1973,1,32.27016129
181,1973,2,49.32432432
182,1973,3,15.30241935
183,1973,4,16.41841004
184,1973,5,15.125
185,1973,6,12.92916667
186,1973,7,12.28744939
187,1973,8,13.45564516
188,1973,9,17.27916667
189,1973,10,14.21370968
190,1973,11,17.25833333
191,1973,12,25.76923077
192,1974,1,34.81653226
193,1974,2,69.32760989
194,1974,3,58.17705279
195,1974,4,50.08222789
196,1974,5,32.99525173
197,1974,6,26.4749031
