,0,1,2
113,1970.0,6.0,311.0
114,1970.0,7.0,204.0
115,1970.0,8.0,678.0
116,1970.0,9.0,230.0
117,1970.0,10.0,626.0
118,1970.0,11.0,83.0
119,1970.0,12.0,78.0
120,1971.0,1.0,136.0
121,1971.0,2.0,77.0
122,1971.0,3.0,45.0
123,1971.0,4.0,59.0
124,1971.0,5.0,186.0
125,1971.0,6.0,283.0
126,1971.0,7.0,167.0
127,1971.0,8.0,278.0
128,1971.0,9.0,409.0
129,1971.0,10.0,57.0
130,1971.0,11.0,654.0
131,1971.0,12.0,138.0
132,1972.0,1.0,140.0
133,1972.0,2.0,82.0
134,1972.0,3.0,174.0
135,1972.0,4.0,136.0
136,1972.0,5.0,77.0
137,1972.0,6.0,374.0
138,1972.0,7.0,578.0
139,1972.0,8.0,187.0
140,1972.0,9.0,479.0
141,1972.0,10.0,373.0
142,1972.0,11.0,82.0
143,1972.0,12.0,127.0
144,1973.0,1.0,46.0
145,1973.0,2.0,234.0
146,1973.0,3.0,101.0
147,1973.0,4.0,1066.0
148,1973.0,5.0,318.0
149,1973.0,6.0,139.0
150,1973.0,7.0,430.0
151,1973.0,8.0,31.0
152,1973.0,9.0,111.0
153,1973.0,10.0,161.0
154,1973.0,11.0,38.0
155,1973.0,12.0,282.0
156,1974.0,1.0,59.0
157,1974.0,2.0,17.0
158,1974.0,3.0,157.0
159,1974.0,4.0,154.0
160,1974.0,5.0,111.0
161,1974.0,6.0,705.0
162,1974.0,7.0,648.0
163,1974.0,8.0,86.0
164,1974.0,9.0,173.0
165,1974.0,10.0,529.0
166,1974.0,11.0,319.0
167,1974.0,12.0,159.0
168,1975.0,1.0,123.0
169,1975.0,2.0,64.0
170,1975.0,3.0,489.0
171,1975.0,4.0,163.0
172,1975.0,5.0,141.0
173,1975.0,6.0,69.0
174,1975.0,7.0,789.0
175,1975.0,8.0,334.0
176,1975.0,9.0,671.0
177,1975.0,10.0,200.0
178,1975.0,11.0,146.0
179,1975.0,12.0,247.0
180,1976.0,1.0,136.0
181,1976.0,2.0,301.0
182,1976.0,3.0,49.0
183,1976.0,4.0,163.0
184,1976.0,5.0,197.0
185,1976.0,6.0,59.0
186,1976.0,8.0,460.0
187,1976.0,9.0,1087.0
188,1976.0,10.0,132.0
189,1976.0,11.0,358.0
190,1976.0,12.0,230.0
191,1977.0,1.0,311.0
192,1977.0,2.0,39.0
193,1977.0,3.0,164.0
194,1977.0,4.0,165.0
195,1977.0,5.0,321.0
196,1977.0,6.0,730.0
197,1977.0,7.0,162.0
198,1977.0,8.0,52.0
199,1977.0,9.0,245.0
200,1977.0,10.0,118.0
201,1977.0,11.0,553.0
202,1977.0,12.0,492.0
203,1978.0,1.0,128.0
204,1978.0,2.0,28.0
205,1978.0,3.0,148.0
206,1978.0,4.0,254.0
207,1978.0,5.0,250.0
208,1978.0,6.0,187.0
209,1978.0,7.0,184.0
210,1978.0,8.0,470.0
211,1978.0,9.0,181.0
212,1978.0,10.0,983.0
213,1978.0,11.0,157.0
214,1978.0,12.0,48.0
215,1979.0,1.0,435.0
216,1979.0,2.0,219.0
217,1979.0,3.0,344.0
218,1979.0,4.0,247.0
219,1979.0,5.0,148.0
220,1979.0,6.0,242.0
221,1979.0,7.0,324.0
222,1979.0,8.0,373.0
223,1979.0,9.0,271.0
224,1979.0,10.0,19.0
225,1979.0,11.0,97.0
226,1979.0,12.0,209.0
227,1980.0,1.0,44.0
228,1980.0,2.0,170.0
229,1980.0,3.0,329.0
230,1980.0,4.0,367.0
231,1980.0,5.0,27.0
232,1980.0,6.0,360.0
233,1980.0,7.0,223.0
234,1980.0,8.0,17.0
235,1980.0,9.0,310.0
236,1980.0,10.0,167.0
237,1980.0,11.0,210.0
238,1980.0,12.0,233.0
239,1981.0,1.0,186.0
240,1981.0,2.0,350.0
241,1981.0,3.0,55.0
242,1981.0,4.0,85.0
243,1981.0,5.0,171.0
244,1981.0,6.0,69.0
245,1981.0,7.0,264.0
246,1981.0,8.0,464.0
247,1981.0,9.0,397.0
248,1981.0,10.0,372.0
249,1981.0,11.0,126.0
250,1981.0,12.0,484.0
251,1982.0,1.0,259.0
252,1982.0,2.0,128.0
253,1982.0,3.0,140.0
254,1982.0,4.0,326.0
255,1982.0,5.0,144.0
256,1982.0,6.0,36.0
257,1982.0,7.0,260.0
258,1982.0,8.0,332.0
259,1982.0,9.0,760.0
260,1982.0,10.0,183.0
261,1982.0,11.0,177.0
262,1982.0,12.0,266.0
263,1983.0,1.0,85.0
264,1983.0,2.0,415.0
265,1983.0,3.0,128.0
266,1983.0,4.0,501.0
267,1983.0,5.0,364.0
268,1983.0,6.0,340.0
269,1983.0,7.0,114.0
270,1983.0,8.0,541.0
271,1983.0,9.0,160.0
272,1983.0,10.0,319.0
273,1983.0,11.0,351.0
274,1983.0,12.0,233.0
275,1984.0,1.0,102.0
276,1984.0,2.0,31.0
277,1984.0,3.0,133.0
278,1984.0,4.0,42.0
279,1984.0,5.0,395.0
280,1984.0,6.0,119.0
281,1984.0,7.0,108.0
282,1984.0,8.0,1010.0
283,1984.0,9.0,168.0
284,1984.0,10.0,321.0
285,1984.0,11.0,20.0
286,1984.0,12.0,166.0
287,1985.0,1.0,106.0
288,1985.0,2.0,12.0
289,1985.0,3.0,168.0
290,1985.0,4.0,405.0
291,1985.0,5.0,118.0
292,1985.0,6.0,182.0
293,1985.0,7.0,60.0
294,1985.0,8.0,133.0
295,1985.0,9.0,35.0
296,1985.0,10.0,214.0
297,1985.0,11.0,318.0
298,1985.0,12.0,20.0
299,1986.0,1.0,84.0
300,1986.0,2.0,62.0
301,1986.0,3.0,84.0
302,1986.0,4.0,240.0
303,1986.0,5.0,28.0
304,1986.0,6.0,219.0
305,1986.0,7.0,204.0
306,1986.0,8.0,707.0
307,1986.0,9.0,375.0
308,1986.0,10.0,40.0
309,1986.0,11.0,15.0
310,1986.0,12.0,200.0
311,1987.0,1.0,181.0
312,1987.0,2.0,62.0
313,1987.0,3.0,223.0
314,1987.0,4.0,268.0
315,1987.0,5.0,86.0
316,1987.0,6.0,473.0
317,1987.0,7.0,100.0
318,1987.0,8.0,34.0
319,1987.0,9.0,12.0
320,1987.0,10.0,100.0
321,1987.0,11.0,290.0
322,1987.0,12.0,90.0
323,1988.0,1.0,197.0
324,1988.0,2.0,107.0
325,1988.0,3.0,262.0
326,1988.0,4.0,157.0
327,1988.0,5.0,230.0
328,1988.0,6.0,315.0
329,1988.0,7.0,133.0
330,1988.0,8.0,353.0
331,1988.0,9.0,186.0
332,1988.0,10.0,567.0
333,1988.0,11.0,172.0
334,1988.0,12.0,396.0
335,1989.0,1.0,212.0
336,1989.0,2.0,31.0
337,1989.0,3.0,25.0
338,1989.0,4.0,21.0
339,1989.0,5.0,239.0
340,1989.0,6.0,343.0
341,1989.0,7.0,262.0
342,1989.0,8.0,214.0
343,1989.0,9.0,189.0
344,1989.0,10.0,392.0
345,1989.0,11.0,232.0
346,1989.0,12.0,126.0
347,1990.0,1.0,65.0
348,1990.0,2.0,52.0
349,1990.0,3.0,400.0
350,1990.0,4.0,274.0
351,1990.0,5.0,370.0
352,1990.0,6.0,0.0
353,1990.0,7.0,247.0
354,1990.0,8.0,555.0
355,1990.0,9.0,415.0
356,1990.0,10.0,164.0
357,1990.0,11.0,742.0
358,1990.0,12.0,562.0
359,1991.0,1.0,252.0
360,1991.0,2.0,90.0
361,1991.0,3.0,163.0
362,1991.0,4.0,289.0
363,1991.0,5.0,173.0
364,1991.0,6.0,670.0
365,1991.0,7.0,107.0
366,1991.0,8.0,894.0
367,1991.0,9.0,150.0
