,year,month,cloud_mean(index)
168,1975,1,4.437037037
169,1975,2,4.269230769
170,1975,3,4.905172414
171,1975,4,4.826086957
172,1975,5,4.27972028
173,1975,6,4.817518248
174,1975,7,5.244897959
175,1975,8,5
176,1975,9,6.275362319
177,1975,10,4.760273973
178,1975,11,4.633093525
179,1975,12,4.756756757
180,1976,1,4.042857143
181,1976,2,5.682170543
182,1976,3,5.300699301
183,1976,4,4.609756098
184,1976,5,5.092857143
185,1976,6,4.683453237
186,1976,7,5.287037037
187,1976,8,6.089655172
188,1976,9,6.185185185
189,1976,10,5.594405594
190,1976,11,4.975
191,1976,12,4.601503759
192,1977,1,3.992248062
193,1977,2,4.427480916
194,1977,3,5.072992701
195,1977,4,5.155555556
196,1977,5,5.417910448
197,1977,6,6.18705036
198,1977,7,3.492647059
199,1977,8,4.042553191
200,1977,9,5.691729323
201,1977,10,4.950704225
202,1977,11,6.8359375
203,1977,12,5.125
204,1978,1,5.680851064
205,1978,2,3.515384615
206,1978,3,5.164285714
207,1978,4,5.393939394
208,1978,5,5.823943662
209,1978,6,5.192857143
210,1978,7,4.685314685
211,1978,8,5.165517241
212,1978,9,4.697183099
213,1978,10,6.104895105
214,1978,11,4.471830986
215,1978,12,4.328571429
216,1979,1,5.27972028
217,1979,2,5.7578125
218,1979,3,5.198630137
219,1979,4,5.008130081
220,1979,5,4.946153846
221,1979,6,5.03125
222,1979,7,5.875912409
223,1979,8,5.110294118
224,1979,9,4.255813953
225,1979,10,3.963768116
226,1979,11,5.120300752
227,1979,12,4.292682927
228,1980,1,5.474074074
229,1980,2,4.258064516
230,1980,3,4.825757576
231,1980,4,5.013888889
232,1980,5,4.516483516
233,1980,6,4.898550725
234,1980,7,5.011363636
235,1980,8,3.931506849
236,1980,9,5.172413793
237,1980,10,4.309278351
238,1980,11,4.850877193
239,1980,12,4.69047619
240,1981,1,5.159090909
241,1981,2,5
242,1981,3,3.918518519
243,1981,4,3.611111111
244,1981,5,4.642201835
245,1981,6,4.733944954
246,1981,7,5.111111111
247,1981,8,6.504587156
248,1981,9,5.556521739
249,1981,10,4.477941176
250,1981,11,4.484848485
251,1981,12,4.172932331
252,1982,1,4.809160305
253,1982,2,4.637096774
254,1982,3,5.340740741
255,1982,4,4.945454545
256,1982,5,6.175925926
257,1982,6,3.991071429
258,1982,7,5.318584071
259,1982,8,3.75
260,1982,9,4.99122807
261,1982,10,4.902985075
262,1982,11,4.601769912
263,1982,12,5.863636364
264,1983,1,2.842105263
265,1983,2,4.932692308
266,1983,3,3.473684211
267,1983,4,5.6
268,1983,5,4.925925926
269,1983,6,4.875
270,1983,7,5.362831858
271,1983,8,6.112068966
272,1983,9,4.714285714
273,1983,10,5.892857143
274,1983,11,6.162162162
275,1983,12,6.071428571
276,1984,1,4.614035088
277,1984,2,3.018691589
278,1984,3,3.756756757
279,1984,4,4.224299065
280,1984,5,3.772727273
281,1984,6,4.752475248
282,1984,7,4.234782609
283,1984,8,6.185840708
284,1984,9,5.623853211
285,1984,10,4.017699115
286,1984,11,5.258928571
287,1984,12,5.398148148
288,1985,1,3.833333333
289,1985,2,3.888888889
290,1985,3,4.972727273
291,1985,4,5.056074766
292,1985,5,4.648148148
293,1985,6,4.280373832
294,1985,7,4.140350877
295,1985,8,4.378378378
296,1985,9,4.567567568
297,1985,10,4.905172414
298,1985,11,5.669902913
299,1985,12,3.827272727
300,1986,1,6
301,1986,2,5.378640777
302,1986,3,6.216981132
303,1986,4,5.37962963
304,1986,5,5.281818182
305,1986,6,4.085714286
306,1986,7,3.947368421
307,1986,8,6.401785714
308,1986,9,5.918181818
309,1986,10,5.763157895
310,1986,11,5.190909091
311,1986,12,5.575471698
312,1987,1,6.889908257
313,1987,2,3.632911392
314,1987,3,5.647727273
315,1987,4,5.058823529
316,1987,5,5.35483871
317,1987,6,5.416666667
318,1987,7,5.280898876
319,1987,8,4.850574713
320,1987,9,5.637681159
321,1987,10,5.698412698
322,1987,11,4.93258427
323,1987,12,4.673913043
324,1988,1,5.26744186
325,1988,2,5.205128205
326,1988,3,4.516853933
327,1988,4,4.117647059
328,1988,5,5.609195402
329,1988,6,5.188235294
330,1988,7,5.944444444
331,1988,8,5.043478261
332,1988,9,4.988888889
333,1988,10,5.477777778
334,1988,11,5.581395349
335,1988,12,5.682352941
336,1989,1,5.356321839
337,1989,2,3.369047619
338,1989,3,3.365591398
339,1989,4,4.38372093
340,1989,5,5.377777778
341,1989,6,6.02247191
342,1989,7,4.586206897
343,1989,8,5.156626506
344,1989,9,5.390804598
345,1989,10,4.924731183
346,1989,11,5.694117647
347,1989,12,4.011235955
348,1990,1,5.06741573
349,1990,2,4.539473684
350,1990,3,4.689655172
351,1990,4,5.654761905
352,1990,5,5.825581395
353,1990,6,3.037037037
354,1990,7,4.505617978
355,1990,8,4.775280899
356,1990,9,5.333333333
357,1990,10,6.056818182
358,1990,11,6.597222222
359,1990,12,5.625
360,1991,1,3.91025641
361,1991,2,5.647058824
362,1991,3,5.181818182
363,1991,4,4.436781609
364,1991,5,5.494117647
365,1991,6,5.38961039
366,1991,7,3.488372093
367,1991,8,4.753787879
368,1991,9,5.487966954
369,1991,10,7.028089888
370,1991,11,5.000163079
371,1991,12,5.796551724
372,1992,1,5.439215686
373,1992,2,3.840996169
374,1992,3,3.137179151
375,1992,4,3.430849092
376,1992,5,5.050280899
377,1992,6,3.727777778
378,1992,7,4.288150492
379,1992,8,4.819672131
380,1992,9,5.081632653
381,1992,10,5.159090909
382,1992,11,3.355932203
383,1992,12,3
384,1993,1,4.153846154
385,1993,2,4.5
386,1993,3,2.035714286
387,1993,4,3.682926829
388,1993,5,3.4
389,1993,6,4.936170213
390,1993,7,4.564705882
391,1993,8,5.727272727
392,1993,9,5.539473684
393,1993,10,3.782608696
394,1993,11,5.413793103
395,1993,12,4.95505618
396,1994,1,3.555555556
397,1994,2,4.033333333
398,1994,3,2.644067797
399,1994,4,5.791666667
400,1994,5,4.988888889
401,1994,6,5.56097561
402,1994,7,5.5
403,1994,8,5.268656716
404,1994,9,5.435294118
405,1994,10,4.633802817
406,1994,11,3.344827586
407,1994,12,4.590909091
408,1995,1,3
409,1995,2,5.111111111
410,1995,3,3.565217391
411,1995,4,3.401515152
412,1995,5,4.64893617
413,1995,6,4.214285714
414,1995,7,4.596153846
415,1995,8,5.917431193
416,1995,9,5.65
417,1995,10,4.321428571
418,1995,11,5.281553398
419,1995,12,5.22972973
420,1996,1,5.373493976
421,1996,2,5.81443299
422,1996,3,5.355932203
423,1996,4,4.341666667
424,1996,5,4.657894737
425,1996,6,4.807017544
426,1996,7,4.666666667
427,1996,8,4.082644628
428,1996,9,4.956989247
429,1996,10,5.431578947
430,1996,11,5.431818182
431,1996,12,5.575342466
432,1997,1,5.046296296
433,1997,2,4.847457627
434,1997,3,3.844262295
435,1997,4,4.682539683
436,1997,5,5.275362319
437,1997,6,3.850746269
438,1997,7,4.779310345
439,1997,8,5.375
440,1997,9,5.803571429
441,1997,10,5.777777778
442,1997,11,4.67
443,1997,12,5.037383178
444,1998,1,5.198275862
445,1998,2,5.211864407
446,1998,3,4.807142857
447,1998,4,5.623076923
448,1998,5,5.8203125
449,1998,6,3.746376812
450,1998,7,4.227586207
451,1998,8,5.929032258
452,1998,9,4.511278195
453,1998,10,5.097560976
454,1998,11,5.023622047
455,1998,12,5.620689655
456,1999,1,4.955357143
457,1999,2,4.638888889
458,1999,3,4.841269841
459,1999,4,4.703703704
460,1999,5,6.301470588
461,1999,6,5.851851852
462,1999,7,4.423357664
463,1999,8,5.645833333
464,1999,9,4.992
465,1999,10,5.508196721
466,1999,11,5.108527132
467,1999,12,5.776785714
468,2000,1,6.247706422
469,2000,2,5.898148148
470,2000,3,4.204225352
471,2000,4,5.858974359
472,2000,5,6.024590164
473,2000,6,3.5
474,2000,7,5.472868217
475,2000,8,5.285714286
476,2000,9,6.23015873
477,2000,10,4.676190476
478,2000,11,5.108910891
479,2000,12,3.813333333
480,2001,1,5.529411765
481,2001,2,5.012987013
482,2001,3,4.3
483,2001,4,5.258823529
484,2001,5,5.524390244
485,2001,6,5
486,2001,7,4.112903226
487,2001,8,3.931034483
488,2001,9,5.591836735
489,2001,10,5.676923077
490,2001,11,4.84
491,2001,12,5.285714286
492,2002,1,6.0625
493,2002,2,4.245283019
494,2002,3,4.5
495,2002,4,4.043478261
496,2002,5,4.11627907
497,2002,6,5.571428571
498,2002,7,5.84
499,2002,8,4.244444444
500,2002,9,5.25
501,2002,10,3.238095238
502,2002,11,4.306122449
503,2002,12,4.212765957
504,2003,1,4.649122807
505,2003,2,4.484848485
506,2003,3,4.032786885
507,2003,4,5.305084746
508,2003,5,4.820895522
509,2003,6,3.846153846
510,2003,7,4.033333333
511,2003,8,4.982142857
512,2003,9,5.44
513,2003,10,4.307692308
514,2003,11,3.96875
515,2003,12,5.020408163
516,2004,1,4.03030303
517,2004,2,4.545454545
518,2004,3,4.846153846
519,2004,4,3.46
520,2004,5,4.052631579
521,2004,6,4.756097561
522,2004,7,5.038461538
523,2004,8,5.351851852
