,year,month,cloud_mean(index)
0,1958,1,3.797979797979798
1,1958,2,3.213903743315508
2,1958,3,3.8634361233480177
3,1958,4,4.78921568627451
4,1958,5,3.507042253521127
5,1958,6,5.342465753424658
6,1958,7,3.9672131147540983
7,1958,8,4.842553191489362
8,1958,9,3.1548672566371683
9,1958,10,3.771689497716895
10,1958,11,2.52803738317757
11,1958,12,2.1830357142857144
12,1959,1,3.423076923076923
13,1959,2,4.195
14,1959,3,4.301255230125523
15,1959,4,4.2075471698113205
16,1959,5,4.8475336322869955
17,1959,6,4.259574468085106
18,1959,7,5.800925925925926
19,1959,8,6.070833333333334
20,1959,9,5.383561643835616
21,1959,10,4.315789473684211
22,1959,11,2.967741935483871
23,1959,12,3.688995215311005
24,1960,1,3.5686274509803924
25,1960,2,3.2596153846153846
26,1960,3,5.171052631578948
27,1960,4,5.422680412371134
28,1960,5,4.394308943089431
29,1960,6,5.563318777292577
30,1960,7,5.6177777777777775
31,1960,8,5.482608695652174
32,1960,9,5.311111111111111
33,1960,10,3.850806451612903
34,1960,11,3.4583333333333335
35,1960,12,3.8658536585365852
36,1961,1,4.644351464435147
37,1961,2,3.3317535545023698
38,1961,3,5.356846473029045
39,1961,4,3.5
40,1961,5,3.6416666666666666
41,1961,6,5.803418803418803
42,1961,7,3.4481327800829877
43,1961,8,5.8577981651376145
44,1961,9,5.662162162162162
45,1961,10,4.004273504273504
46,1961,11,3.559241706161137
47,1961,12,2.5527426160337554
48,1962,1,3.580357142857143
49,1962,2,4.043243243243243
50,1962,3,2.338709677419355
51,1962,4,2.808333333333333
52,1962,5,4.793248945147679
53,1962,6,6.3852813852813854
54,1962,7,4.3029045643153525
55,1962,8,5.3826086956521735
56,1962,9,3.100840336134454
57,1962,10,5.36
58,1962,11,3.5560344827586206
59,1962,12,3.5274261603375527
60,1963,1,2.87551867219917
61,1963,2,2.9103139013452917
62,1963,3,3.524017467248908
63,1963,4,3.8158995815899583
64,1963,5,5.264462809917355
65,1963,6,5.358078602620087
66,1963,7,5.372881355932203
67,1963,8,4.195555555555556
68,1963,9,3.7610619469026547
69,1963,10,4.382352941176471
70,1963,11,4.042735042735043
71,1963,12,3.036734693877551
72,1964,1,3.9221311475409837
73,1964,2,3.5350877192982457
74,1964,3,5.0966386554621845
75,1964,4,3.0211864406779663
76,1964,5,4.420168067226891
77,1964,6,5.495833333333334
78,1964,7,4.1
79,1964,8,5.476394849785407
80,1964,9,5.043859649122807
81,1964,10,3.978165938864629
82,1964,11,3.0585365853658537
83,1964,12,3.300469483568075
84,1965,1,2.908333333333333
85,1965,2,4.183962264150943
86,1965,3,2.9291666666666667
87,1965,4,4.333333333333333
88,1965,5,4.330543933054393
89,1965,6,6.066666666666666
90,1965,7,4.434959349593496
91,1965,8,5.908296943231441
92,1965,9,4.712389380530974
93,1965,10,4.919491525423729
94,1965,11,3.2758620689655173
95,1965,12,3.7714285714285714
96,1966,1,2.6973684210526314
97,1966,2,3.0377358490566038
98,1966,3,3.4316239316239314
99,1966,4,2.983050847457627
100,1966,5,3.6605504587155964
101,1966,6,4.511210762331839
102,1966,7,5.974025974025974
103,1966,8,4.404166666666667
104,1966,9,5.149779735682819
105,1966,10,3.691666666666667
106,1966,11,2.485355648535565
107,1966,12,3.6824034334763946
108,1967,1,2.2435897435897436
109,1967,2,3.360576923076923
110,1967,3,2.9465020576131686
111,1967,4,3.7899543378995433
112,1967,5,3.935344827586207
113,1967,6,5.232456140350878
114,1967,7,3.5225225225225225
115,1967,8,4.669767441860465
116,1967,9,3.6160714285714284
117,1967,10,3.06198347107438
118,1967,11,2.8962264150943398
119,1967,12,3.2244897959183674
120,1968,1,3.6982758620689653
121,1968,2,3.2723214285714284
122,1968,3,3.3722943722943723
123,1968,4,3.066371681415929
124,1968,5,3.1387755102040815
125,1968,6,4.405857740585774
126,1968,7,4.26457399103139
127,1968,8,4.615062761506276
128,1968,9,4.6535087719298245
129,1968,10,3.028225806451613
130,1968,11,3.6223175965665235
131,1968,12,2.8978723404255318
132,1969,1,2.457983193277311
133,1969,2,2.2300469483568075
134,1969,3,3.6954732510288064
135,1969,4,2.066666666666667
136,1969,5,3.1872340425531913
137,1969,6,5.807339449541284
138,1969,7,5.392694063926941
139,1969,8,4.031390134529148
140,1969,9,5.594142259414226
141,1969,10,4.390557939914163
142,1969,11,2.7435897435897436
143,1969,12,2.675675675675676
144,1970,1,3.6619047619047618
145,1970,2,2.1273584905660377
146,1970,3,3.7847533632286994
147,1970,4,3.3087557603686637
148,1970,5,4.348623853211009
149,1970,6,4.051063829787234
150,1970,7,4.021367521367521
151,1970,8,4.351694915254237
152,1970,9,4.684684684684685
153,1970,10,3.742489270386266
154,1970,11,2.691666666666667
155,1970,12,2.6610878661087867
156,1971,1,2.463519313304721
157,1971,2,4.6
158,1971,3,2.2439024390243905
159,1971,4,2.207547169811321
160,1971,5,3.9958677685950414
161,1971,6,4.558441558441558
162,1971,7,5.004347826086956
163,1971,8,4.639484978540772
164,1971,9,3.888412017167382
165,1971,10,3.6842105263157894
166,1971,11,2.6778242677824267
167,1971,12,3.983957219251337
168,1972,1,3.7261410788381744
169,1972,2,3.152073732718894
170,1972,3,4.225663716814159
171,1972,4,2.721030042918455
172,1972,5,3.73109243697479
173,1972,6,7.168103448275862
174,1972,7,5.265486725663717
175,1972,8,4.951417004048583
176,1972,9,5.450643776824034
177,1972,10,5.117647058823529
178,1972,11,5.120689655172414
179,1972,12,2.987755102040816
180,1973,1,4.076612903225806
181,1973,2,2.321608040201005
182,1973,3,2.315352697095436
183,1973,4,2.0732758620689653
184,1973,5,3.4066390041493775
185,1973,6,5.0088888888888885
186,1973,7,4.1524663677130045
187,1973,8,3.1625
188,1973,9,4.8130434782608695
189,1973,10,3.477732793522267
190,1973,11,2.4382978723404256
191,1973,12,3.0334728033472804
192,1974,1,5.136752136752137
193,1974,2,3.8959276018099547
194,1974,3,4.264462809917355
195,1974,4,2.6781115879828326
196,1974,5,3.018181818181818
197,1974,6,4.5
198,1974,7,4.804166666666666
199,1974,8,4.4
200,1974,9,3.9148936170212765
201,1974,10,3.4310344827586206
202,1974,11,3.3194444444444446
203,1974,12,2.5285714285714285
204,1975,1,1.5545454545454545
205,1975,2,3.683673469387755
206,1975,3,4.520325203252033
207,1975,4,3.1319148936170214
208,1975,5,3.7415254237288136
209,1975,6,5.114406779661017
210,1975,7,5.358078602620087
211,1975,8,3.9051724137931036
212,1975,9,4.634042553191489
213,1975,10,3.040650406504065
214,1975,11,3.4814814814814814
215,1975,12,2.0598290598290596
216,1976,1,3.336244541484716
217,1976,2,4.645631067961165
218,1976,3,4.279620853080568
219,1976,4,3.9953917050691246
220,1976,5,4.510460251046025
221,1976,6,4.848888888888889
222,1976,7,3.962655601659751
223,1976,8,4.912133891213389
224,1976,9,3.6893617021276595
225,1976,10,4.9475982532751095
226,1976,11,3.3406113537117905
227,1976,12,3.0934959349593494
228,1977,1,2.9915254237288136
229,1977,2,2.9285714285714284
230,1977,3,3.0813008130081303
231,1977,4,2.0
232,1977,5,4.620689655172414
233,1977,6,6.443965517241379
234,1977,7,4.217391304347826
235,1977,8,6.473118279569892
236,1977,9,4.48695652173913
237,1977,10,3.773913043478261
238,1977,11,3.969298245614035
239,1977,12,3.3268292682926828
240,1978,1,1.9579831932773109
241,1978,2,1.8526785714285714
242,1978,3,2.9465020576131686
243,1978,4,2.8284518828451883
244,1978,5,5.433333333333334
245,1978,6,6.22457627118644
246,1978,7,3.64
247,1978,8,3.2488888888888887
248,1978,9,4.245762711864407
249,1978,10,4.6525423728813555
250,1978,11,3.657142857142857
251,1978,12,2.032388663967611
252,1979,1,3.330357142857143
253,1979,2,3.9502487562189055
254,1979,3,4.8061224489795915
255,1979,4,2.9458333333333333
256,1979,5,4.525
257,1979,6,5.309322033898305
258,1979,7,4.211206896551724
259,1979,8,4.961206896551724
260,1979,9,5.8626609442060085
261,1979,10,4.581081081081081
262,1979,11,3.1495726495726495
263,1979,12,2.6186440677966103
264,1980,1,3.3872340425531915
265,1980,2,2.700892857142857
266,1980,3,4.954166666666667
267,1980,4,3.9434782608695653
268,1980,5,4.082644628099174
269,1980,6,3.4334763948497855
270,1980,7,3.524886877828054
271,1980,8,3.439516129032258
272,1980,9,3.6909871244635193
273,1980,10,3.2024291497975708
274,1980,11,2.518828451882845
275,1980,12,2.111607142857143
276,1981,1,1.9581589958158996
277,1981,2,3.130434782608696
278,1981,3,2.780590717299578
279,1981,4,3.291304347826087
280,1981,5,4.063559322033898
281,1981,6,5.311475409836065
282,1981,10,5.6
283,1981,11,2.1379310344827585
284,1981,12,1.6125
285,1982,1,3.08
286,1982,2,3.4651162790697674
287,1982,3,3.792929292929293
288,1982,4,3.184684684684685
289,1982,5,4.81057268722467
290,1982,6,4.068085106382979
291,1982,7,3.315352697095436
292,1982,8,4.476793248945148
293,1982,9,3.843220338983051
294,1982,10,4.764705882352941
295,1982,11,3.2522522522522523
296,1982,12,2.8205128205128207
297,1983,1,3.6298076923076925
298,1983,2,2.174358974358974
299,1983,3,3.8526785714285716
300,1983,4,2.004524886877828
301,1983,5,3.764957264957265
302,1983,6,2.953488372093023
303,1983,7,5.415254237288136
304,1983,8,5.555555555555555
305,1983,9,3.909090909090909
306,1983,10,2.9635627530364372
307,1983,11,1.826271186440678
308,1983,12,1.9234042553191488
309,1984,1,4.176470588235294
310,1984,2,3.9096045197740112
311,1984,3,2.7876106194690267
312,1984,4,4.30188679245283
313,1984,5,3.530701754385965
314,1984,6,3.6769911504424777
