,year,5,6,7,8,9,10,11,12,1,2,3,4,height
950,1998,2709.749284288657,2765.275730272286,2771.079468253389,2742.720553195118,2741.905168119718,2707.0956420648854,2675.999143876535,2666.7296416749923,2643.348582644336,2640.8074696875256,2641.970788067736,2689.329342868297,700
951,1998,2705.6524440911503,2761.0132523650664,2767.2199699652424,2737.2688611833446,2737.5160930871534,2703.5286458305104,2670.762197817314,2662.063416618957,2638.067779598777,2636.3039240202206,2637.8334712092883,2685.364258928941,800
952,1998,2701.555603893644,2756.7507744578465,2763.360471677095,2731.8171691715715,2733.1270180545894,2699.961649596136,2665.5252517580925,2657.397191562922,2632.786976553219,2631.800378352916,2633.6961543508414,2681.3991749895854,900
953,1998,2697.4587636961364,2752.4882965506263,2759.5009733889483,2726.365477159798,2728.7379430220253,2696.394653361761,2660.2883056988708,2652.7309665068874,2627.506173507661,2627.2968326856108,2629.5588374923946,2677.4340910502297,1000
954,1998,2693.36192349863,2748.2258186434065,2755.641475100801,2720.9137851480245,2724.3488679894613,2692.827657127386,2655.051359639649,2648.0647414508526,2622.225370462103,2622.7932870183054,2625.4215206339472,2673.469007110874,1100
955,1998,2689.265083301123,2743.963340736186,2751.7819768126537,2715.462093136251,2719.959792956897,2689.260660893011,2649.814413580428,2643.3985163948178,2616.9445674165445,2618.2897413510004,2621.2842037755004,2669.503923171518,1200
956,1998,2685.168243103616,2739.700862828967,2747.922478524507,2710.010401124478,2715.5707179243327,2685.6936646586364,2644.577467521207,2638.7322913387825,2611.6637643709864,2613.7861956836955,2617.146886917053,2665.5388392321624,1300
957,1998,2681.0714029061096,2735.4383849217465,2744.06298023636,2704.5587091127045,2711.1816428917687,2682.1266684242614,2639.340521461985,2634.066066282748,2606.3829613254284,2609.2826500163906,2613.009570058606,2661.5737552928067,1400
958,1998,2676.9745627086027,2731.1759070145267,2740.203481948213,2699.107017100931,2706.7925678592046,2678.5596721898864,2634.103575402764,2629.399841226713,2601.1021582798703,2604.779104349085,2608.87225320016,2657.608671353451,1500
959,1998,2672.877722511096,2726.913429107307,2736.343983660065,2693.655325089157,2702.403492826641,2674.9926759555115,2628.8666293435426,2624.733616170678,2595.8213552343123,2600.27555868178,2604.734936341712,2653.6435874140952,1600
960,1998,2668.780882313589,2722.650951200087,2732.4844853719187,2688.2036330773844,2698.014417794076,2671.425679721137,2623.629683284321,2620.067391114643,2590.5405521887537,2595.7720130144758,2600.597619483265,2649.67850347474,1700
961,1998,2664.6840421160823,2718.388473292867,2728.6249870837714,2682.751941065611,2693.625342761512,2667.858683486762,2618.3927372251,2615.401166058608,2585.259749143196,2591.2684673471704,2596.4603026248183,2645.713419535384,1800
962,1998,2660.5872019185754,2714.125995385647,2724.7654887956246,2677.300249053837,2689.236267728948,2664.291687252387,2613.1557911658783,2610.734941002573,2579.9789460976376,2586.764921679865,2592.322985766371,2641.7483355960285,1900
963,1998,2656.490361721069,2709.863517478427,2720.9059905074773,2671.848557042064,2684.847192696384,2660.724691018012,2607.918845106657,2606.0687159465383,2574.69814305208,2582.26137601256,2588.185668907924,2637.7832516566727,2000
964,1998,2652.393521523562,2705.601039571208,2717.04649221933,2666.396865030291,2680.45811766382,2657.157694783637,2602.6818990474358,2601.4024908905035,2569.417340006521,2577.757830345255,2584.048352049477,2633.818167717317,2100
965,1998,2648.296681326055,2701.338561663987,2713.186993931183,2660.9451730185174,2676.069042631256,2653.5906985492625,2597.444952988214,2596.7362658344687,2564.136536960963,2573.2542846779497,2579.91103519103,2629.8530837779613,2200
966,1998,2644.1998411285485,2697.0760837567677,2709.327495643036,2655.493481006744,2671.6799675986917,2650.0237023148875,2592.2080069289927,2592.0700407784334,2558.855733915405,2568.750739010645,2575.773718332583,2625.887999838605,2300
967,1998,2640.1030009310416,2692.8136058495475,2705.467997354889,2650.0417889949704,2667.2908925661272,2646.4567060805125,2586.971060869771,2587.4038157223986,2553.574930869847,2564.24719334334,2571.636401474136,2621.92291589925,2400
968,1998,2636.0061607335347,2688.551127942328,2701.608499066742,2644.5900969831973,2662.901817533563,2642.889709846138,2581.7341148105497,2582.737590666364,2548.294127824289,2559.743647676035,2567.499084615689,2617.957831959894,2500
969,1998,2631.909320536028,2684.288650035108,2697.749000778595,2639.138404971424,2658.5127425009987,2639.322713611763,2576.4971687513284,2578.071365610329,2543.0133247787303,2555.240102008729,2563.361767757242,2613.9927480205383,2600
970,1998,2627.8124803385213,2680.0261721278875,2693.889502490448,2633.6867129596503,2654.123667468434,2635.755717377388,2571.260222692107,2573.405140554294,2537.732521733172,2550.7365563414246,2559.224450898795,2610.0276640811826,2700
971,1998,2623.7156401410143,2675.763694220668,2690.030004202301,2628.235020947877,2649.7345924358706,2632.188721143013,2566.0232766328854,2568.738915498259,2532.451718687614,2546.23301067412,2555.087134040348,2606.062580141827,2800
972,1998,2619.6187999435074,2671.501216313448,2686.1705059141536,2622.783328936104,2645.3455174033065,2628.6217249086385,2560.786330573664,2564.072690442224,2527.170915642056,2541.7294650068143,2550.949817181901,2602.097496202471,2900
