,year,month,wind
169,1975,2,64.47767857
170,1975,3,29.65322581
171,1975,4,26.58333333
172,1975,5,50.49382716
173,1975,6,36.30801688
174,1975,7,25.81048387
175,1975,8,21.18442623
176,1975,9,18.99166667
177,1975,10,45.82258065
178,1975,11,34.49583333
179,1975,12,30.36290323
180,1976,1,50.34008097
181,1976,2,26.0387931
182,1976,3,34.55241935
183,1976,4,30.47916667
184,1976,5,26.95528455
185,1976,6,33.09623431
186,1976,7,21.68831169
187,1976,8,23.90725806
188,1976,9,27.27102804
189,1976,10,28.79255319
190,1976,11,54.31666667
191,1976,12,61.47177419
192,1977,1,72.43951613
193,1977,2,66.99107143
194,1977,3,31.33064516
195,1977,4,42.875
196,1977,5,43.87096774
197,1977,6,19.47083333
198,1977,7,33.78225806
199,1977,8,39.53225806
200,1977,9,40.95670996
201,1977,10,13.60887097
202,1977,11,30
203,1977,12,24.69635628
204,1978,1,32.53112033
205,1978,2,54.61538462
206,1978,3,37.42738589
207,1978,4,38.82845188
208,1978,5,38.65853659
209,1978,6,33.26271186
210,1978,7,29.67346939
211,1978,8,34.15322581
212,1978,9,40.675
213,1978,10,34.75806452
214,1978,11,34.72340426
215,1978,12,75.18828452
216,1979,1,44.22131148
217,1979,2,66.5158371
218,1979,3,26.12875536
219,1979,4,45.17391304
220,1979,5,32.5974026
221,1979,6,31.13924051
222,1979,7,29.31451613
223,1979,8,28.14814815
224,1979,9,42.76595745
225,1979,10,36.47773279
226,1979,11,21.9665272
227,1979,12,30.36585366
228,1980,1,77.36625514
229,1980,2,75.8173913
230,1980,3,30.81632653
231,1980,4,34.89539749
232,1980,5,36.65322581
233,1980,6,34.81171548
234,1980,7,28.10483871
235,1980,8,33.62903226
236,1980,9,25.66666667
237,1980,10,72.45967742
238,1980,11,25.14644351
239,1980,12,53.61788618
240,1981,1,52.19409283
241,1981,2,29.64102564
242,1981,3,19.35222672
243,1981,4,33.19026549
244,1981,5,41.30612245
245,1981,6,38.2278481
246,1981,7,39.55645161
247,1981,8,23.46774194
248,1981,9,23.09623431
249,1981,10,26.65322581
250,1981,11,46.56903766
251,1981,12,51.69354839
252,1982,1,56.93548387
253,1982,2,42.45535714
254,1982,3,60.33198381
255,1982,4,40.75313808
256,1982,5,47.06882591
257,1982,6,31.54166667
258,1982,7,34.14634146
259,1982,8,40.84677419
260,1982,9,30.34653465
261,1982,10,36.82926829
262,1982,11,27.75423729
263,1982,12,27.99180328
264,1983,1,13.37398374
265,1983,2,28.82352941
266,1983,3,24.53441296
267,1983,4,19.8375
268,1983,5,31.62601626
269,1983,6,47.19665272
270,1983,7,32.45967742
271,1983,8,37.5708502
272,1983,9,43.38912134
273,1983,10,30.12096774
274,1983,11,42.31092437
275,1983,12,67.94354839
276,1984,1,40.73469388
277,1984,2,25.85903084
278,1984,3,38.58299595
279,1984,4,21.79166667
280,1984,5,31.08870968
281,1984,6,39.87815126
282,1984,7,34.17004049
283,1984,8,31.14285714
284,1984,9,43
285,1984,10,35.48387097
286,1984,11,66.83333333
287,1984,12,39.01639344
288,1985,1,108.4279835
289,1985,2,62.17040359
290,1985,3,65.80751174
291,1985,4,50.81927711
292,1985,5,65.53061224
293,1985,6,47.79310345
294,1985,7,43.08333333
295,1985,8,23.95546559
296,1985,9,46.25630252
297,1985,10,30.51037344
298,1985,11,56.81578947
299,1985,12,97.27678571
300,1986,1,52.6507177
301,1986,2,105.5330189
302,1986,3,31.85483871
303,1986,4,44.02953586
304,1986,5,33.6437247
305,1986,6,38.29015544
306,1986,7,42.4040404
307,1986,8,32.43231441
308,1986,9,27.33898305
309,1986,10,40.85020243
310,1986,11,31.77916667
311,1986,12,31.00403226
312,1987,1,48.55284553
313,1987,2,82.06880734
314,1987,3,35.48790323
315,1987,4,31.8625
316,1987,5,39.71311475
317,1987,6,50.09583333
318,1987,7,32.81048387
319,1987,8,47.47844828
320,1987,9,29.91489362
321,1987,10,35.44081633
322,1987,11,29.05416667
323,1987,12,45.85080645
324,1988,1,53.56048387
325,1988,2,51.68534483
326,1988,3,61.89351852
327,1988,4,34.70833333
328,1988,5,45.25806452
329,1988,6,41.6125
330,1988,7,32.18218623
331,1988,8,30.7016129
332,1988,9,31.89121339
333,1988,10,19.66532258
334,1988,11,69.98333333
335,1988,12,57.35887097
336,1989,1,38.2983871
337,1989,2,25.27678571
338,1989,3,21.7854251
339,1989,4,44.9
340,1989,5,36.64112903
341,1989,6,30.80833333
342,1989,7,29.39112903
343,1989,8,27.54435484
344,1989,9,31.70833333
345,1989,10,30.60080645
346,1989,11,60.54166667
347,1989,12,70.47177419
348,1990,1,51.35080645
349,1990,2,22.40178571
350,1990,3,29.02024291
351,1990,4,26.425
352,1990,5,32.56854839
353,1990,6,44.5625
354,1990,7,40.23790323
355,1990,8,31.89516129
356,1990,9,32.6
357,1990,10,29.5766129
358,1990,11,61.28333333
359,1990,12,57.33064516
360,1991,1,40.81854839
361,1991,2,62.32589286
362,1991,3,39.72983871
363,1991,4,41.15833333
364,1991,5,44.73790323
365,1991,6,60.48333333
366,1991,7,52.99193548
367,1991,8,34.10483871
368,1991,9,32.4375
369,1991,10,24.22580645
370,1991,11,26.22083333
371,1991,12,42.57258065
372,1992,1,49.79435484
373,1992,2,48.90948276
374,1992,3,41.41056911
375,1992,4,43.42083333
376,1992,5,29.21862348
377,1992,6,25.7625
378,1992,7,37.38306452
379,1992,8,29.46774194
380,1992,9,31.70833333
381,1992,10,23.17408907
382,1992,11,29.9375
383,1992,12,45.23481781
384,1993,1,19.08870968
385,1993,2,39.99107143
386,1993,3,28.58704453
387,1993,4,42.79079498
388,1993,5,32.43548387
389,1993,6,46.575
390,1993,7,27.0244898
391,1993,8,29.3
392,1993,9,49.27916667
393,1993,10,36.18145161
394,1993,11,34.3875
395,1993,12,27.51612903
396,1994,1,84.78947368
397,1994,2,73.22321429
398,1994,3,31.99588477
399,1994,4,47.58403361
400,1994,5,44.52419355
401,1994,6,37.85774059
402,1994,7,34.71370968
403,1994,8,33.1300813
404,1994,9,24.42259414
405,1994,10,32.80645161
406,1994,11,55.89166667
407,1994,12,26.82258065
408,1995,1,33.94736842
409,1995,2,43.94196429
410,1995,3,17.19105691
411,1995,4,53.15611814
412,1995,5,38.84677419
413,1995,6,52.53974895
414,1995,7,33.1097561
415,1995,8,37.35365854
416,1995,9,52.16666667
417,1995,10,29.72177419
418,1995,11,33.38655462
419,1995,12,47.02834008
420,1996,1,60.77016129
421,1996,2,50.77155172
422,1996,3,33.74596774
423,1996,4,33.07112971
424,1996,5,49.06882591
425,1996,6,38.34583333
426,1996,7,32.76612903
427,1996,8,24.43902439
428,1996,9,34.91949153
429,1996,10,24.17741935
430,1996,11,25.70588235
431,1996,12,42.22857143
432,1997,1,68.79012346
433,1997,2,28.25225225
434,1997,3,83.81300813
435,1997,4,42.61603376
436,1997,5,40.05284553
437,1997,6,51.13080169
438,1997,7,29.69230769
439,1997,8,26.85887097
440,1997,9,31.35416667
441,1997,10,31.26720648
442,1997,11,40.89166667
443,1997,12,54.22580645
444,1998,1,52.36290323
445,1998,2,23.88839286
446,1998,3,37.18548387
447,1998,4,56.89121339
448,1998,5,40.05241935
449,1998,6,50.17083333
450,1998,7,30.68548387
451,1998,8,25.35483871
452,1998,9,49.9916318
453,1998,10,28.14516129
454,1998,11,31.86192469
455,1998,12,48.34146341
456,1999,1,54.35887097
457,1999,2,29.50446429
458,1999,3,28.31854839
459,1999,4,56.25833333
460,1999,5,36.33064516
461,1999,6,38.32635983
462,1999,7,43.11693548
463,1999,8,40.54435484
464,1999,9,28.07083333
465,1999,10,34.3266129
466,1999,11,36.65416667
467,1999,12,31.588
468,2000,1,38.6023166
469,2000,2,28.68965517
470,2000,3,29.46370968
471,2000,4,43.10080645
472,2000,5,47.66122449
473,2000,6,56.2605042
474,2000,7,34.68292683
475,2000,8,30.83932854
476,2000,9,38.54978962
477,2000,10,31.44701087
478,2000,11,22.11715481
479,2000,12,59.80784844
480,2001,1,33.48101266
481,2001,2,43.09538462
482,2001,3,41.01494565
483,2001,4,46.17015342
484,2001,5,37.63292848
485,2001,6,36.01258741
486,2001,7,40.75978408
487,2001,8,45.54545455
488,2001,9,41.03899721
489,2001,10,27.87763713
490,2001,11,43.49651325
491,2001,12,46.36283186
492,2002,1,67.59150805
493,2002,2,48.54434783
494,2002,3,49.02816901
495,2002,4,43.47740113
496,2002,5,48.53532609
497,2002,6,48.37413074
498,2002,7,32.16329285
499,2002,8,29.01664355
500,2002,9,46.38504937
501,2002,10,49.22086721
502,2002,11,57.23988842
503,2002,12,52.6769852
504,2003,1,80.13043478
505,2003,2,57.41916168
506,2003,3,63.6550765
507,2003,4,36.53571429
508,2003,5,47.12313938
509,2003,6,44.24964539
510,2003,7,34.2244898
511,2003,8,40.81682497
512,2003,9,23
513,2003,10,54.43031123
514,2003,11,34.97707736
515,2003,12,40.80684932
516,2004,1,74.36726272
517,2004,2,44.5988287
518,2004,3,33.51856946
519,2004,4,27.80839161
520,2004,5,64.17655172
521,2004,6,34.32942899
522,2004,7,25.71195652
523,2004,8,31.84210526
524,2004,9,30.38549075
525,2004,10,15.59756098
526,2004,11,33.57204611
527,2004,12,38.01371951
528,2005,1,39.33923706
529,2005,2,59.74812594
530,2005,3,66.2493188
531,2005,4,44.42937853
532,2005,5,31.16022099
533,2005,6,49.49232915
534,2005,7,40.1755102
535,2005,8,40.60832138
536,2005,9,25.69632768
537,2005,10,31.69167804
538,2005,11,41.23882682
539,2005,12,38.65943012
540,2006,1,41.14285714
541,2006,2,63.4375
542,2006,3,51.09891599
543,2006,4,32.51558074
544,2006,5,38.84979702
545,2006,6,35.82122905
546,2006,7,31.11962366
547,2006,8,29.22961957
548,2006,9,32.90782123
549,2006,10,42.13207547
550,2006,11,32.06703911
551,2006,12,30.93396226
552,2007,1,42.89837398
553,2007,2,115.2247024
554,2007,3,33.77038043
555,2007,4,31.61843972
556,2007,5,53.96236559
557,2007,6,30.26111111
558,2007,7,42.71177267
559,2007,8,39.10979228
560,2007,9,49.66047297
561,2007,10,58.72432432
562,2007,11,35.62777778
563,2007,12,44.8787062
564,2008,1,30.67789757
565,2008,2,42.25648415
566,2008,3,38.78095238
567,2008,4,70.38214784
568,2008,5,47.06621622
569,2008,6,34.59553696
570,2008,7,34.68681319
571,2008,8,28.69811321
572,2008,9,27.34867503
573,2008,10,32.27321669
574,2008,11,26.76150628
575,2008,12,45.68157182
576,2009,1,61.21109608
577,2009,2,65.93553223
578,2009,3,42.78804348
579,2009,4,43.9625
580,2009,5,41.2890095
581,2009,6,42.72238372
582,2009,7,41.42027027
583,2009,8,36.37327824
584,2009,9,23.98689956
585,2009,10,52.2388664
586,2009,11,30.3454039
587,2009,12,40.98115747
588,2010,1,40.49259758
589,2010,2,62.80895522
590,2010,3,49.09946237
591,2010,4,37.31388889
592,2010,5,60.87550744
593,2010,6,45.40611961
594,2010,7,37.53162853
595,2010,8,30.8787062
596,2010,9,40.45062587
597,2010,10,51.03897849
598,2010,11,66.22253521
599,2010,12,43.91351351
600,2011,1,51.03763441
601,2011,2,61.24404762
602,2011,3,55.97177419
603,2011,4,40.65406162
604,2011,5,35.65141319
605,2011,6,39.83588317
606,2011,7,46.24549237
607,2011,8,35.16005472
608,2011,9,36.23430962
609,2011,10,26.82543978
610,2011,11,26.25490196
611,2011,12,40.74865591
612,2012,1,51.09286676
613,2012,2,42.09482759
614,2012,3,47.6739726
615,2012,4,42.86864407
616,2012,5,48.1244168
617,2012,6,40.29305556
618,2012,7,49.95411606
619,2012,8,30.99327957
620,2012,9,29.62080581
621,2012,10,48.97506739
622,2012,11,48.82039528
623,2012,12,50.87814221
624,2013,1,70.42885051
625,2013,2,44.42682791
626,2013,3,61.59773151
627,2013,4,65.85837418
628,2013,5,43.17356257
629,2013,6,42.74587111
630,2013,7,33.97346005
631,2013,8,33.81010971
632,2013,9,29.55694444
633,2013,10,35.3543779
634,2013,11,42.68358832
