,0,1,2
293,1985,6,740
294,1985,7,249
295,1985,8,356
296,1985,9,606
297,1985,10,589
298,1985,11,305
299,1985,12,89
300,1986,1,553
301,1986,2,249
302,1986,3,245
303,1986,4,1081
304,1986,5,809
305,1986,6,1240
306,1986,7,425
307,1986,8,573
308,1986,9,870
309,1986,10,233
310,1986,11,249
311,1986,12,959
312,1987,1,731
313,1987,2,85
314,1987,3,137
315,1987,4,280
316,1987,5,2368
317,1987,6,592
318,1987,7,1378
319,1987,8,649
320,1987,9,242
321,1987,10,1785
322,1987,11,1943
323,1987,12,338
324,1988,1,550
325,1988,2,964
326,1988,3,686
327,1988,4,192
328,1988,5,485
329,1988,6,1407
330,1988,7,825
331,1988,8,1428
332,1988,9,769
333,1988,10,602
334,1988,11,118
335,1988,12,1227
336,1989,1,563
337,1989,2,243
338,1989,3,393
339,1989,4,24
340,1989,5,651
341,1989,6,1236
342,1989,7,1995
343,1989,8,631
344,1989,9,2958
345,1989,10,1372
346,1989,11,761
347,1989,12,189
348,1990,1,109
349,1990,2,389
350,1990,3,492
351,1990,4,1249
352,1990,5,1058
353,1990,6,693
354,1990,7,191
355,1990,8,1630
356,1990,9,3535
357,1990,10,1107
358,1990,11,1076
359,1990,12,734
360,1991,1,528
361,1991,2,324
362,1991,3,949
363,1991,4,295
364,1991,5,1297
365,1991,6,228
366,1991,7,353
367,1991,8,1171
368,1991,9,642
369,1991,10,2196
370,1991,11,774
371,1991,12,492
372,1992,1,1464
373,1992,2,177
374,1992,3,1771
375,1992,4,361
376,1992,5,712
377,1992,6,1257
378,1992,7,2
379,1992,8,217
380,1992,9,1214
381,1992,10,2004
382,1992,11,845
383,1992,12,123
384,1993,1,441
385,1993,2,3734
386,1993,3,636
387,1993,4,967
388,1993,5,392
389,1993,6,306
390,1993,7,916
391,1993,8,1974
392,1993,9,1708
393,1993,10,1454
394,1993,11,379
395,1993,12,671
396,1994,1,311
397,1994,2,129
398,1994,3,167
399,1994,4,43
400,1994,5,652
401,1994,6,1250
402,1994,7,616
403,1994,8,1779
404,1994,9,1299
405,1994,10,1265
406,1994,11,369
407,1994,12,256
408,1995,1,86
409,1995,2,155
410,1995,3,234
411,1995,4,321
412,1995,5,55
413,1995,6,1268
414,1995,7,621
415,1995,8,853
416,1995,9,1579
417,1995,10,1174
418,1995,11,2428
419,1995,12,262
420,1996,1,2487
421,1996,2,1561
422,1996,3,505
423,1996,4,372
424,1996,5,518
425,1996,6,914
426,1996,7,997
427,1996,8,1812
428,1996,9,927
429,1996,10,815
430,1996,11,1196
431,1996,12,796
432,1997,1,1192
433,1997,2,231
434,1997,3,251
435,1997,4,1709
436,1997,5,992
437,1997,6,1455
438,1997,7,1129
439,1997,8,382
440,1997,9,3304
441,1997,10,1867
442,1997,11,1076
443,1997,12,805
444,1998,1,204
445,1998,2,915
446,1998,3,1702
447,1998,4,389
448,1998,5,698
449,1998,6,84
450,1998,7,784
451,1998,8,1345
452,1998,9,175
453,1998,10,417
454,1998,11,448
455,1998,12,319
456,1999,1,316
457,1999,2,1057
458,1999,3,331
459,1999,4,2207
460,1999,5,175
461,1999,6,1668
462,1999,7,1348
463,1999,8,1588
464,1999,9,211
465,1999,10,554
466,1999,11,1697
467,1999,12,358
468,2000,1,1298
469,2000,2,100
470,2000,3,839
471,2000,4,886
472,2000,5,485
473,2000,6,37
474,2000,7,663
475,2000,8,739
476,2000,9,882
477,2000,10,580
478,2000,11,385
479,2000,12,59
480,2001,1,406
481,2001,2,397
482,2001,3,1
483,2001,4,315
484,2001,5,330
485,2001,6,843
486,2001,7,379
487,2001,8,769
488,2001,9,2111
489,2001,10,696
490,2001,11,1946
491,2001,12,396
492,2002,1,482
493,2002,2,648
494,2002,3,1570
495,2002,4,135
496,2002,5,82
497,2002,6,575
498,2002,7,1118
499,2002,8,554
500,2002,9,725
501,2002,10,183
502,2002,11,24
503,2002,12,448
504,2003,1,758
505,2003,2,101
506,2003,3,544
507,2003,4,431
508,2003,5,222
509,2003,6,722
510,2003,7,784
511,2003,8,1342
512,2003,9,1385
513,2003,10,2646
514,2003,11,207
515,2003,12,1065
516,2004,1,45
517,2004,2,1365
518,2004,3,781
519,2004,4,822
520,2004,5,288
521,2004,6,681
522,2004,7,2755
523,2004,8,472
524,2004,9,453
525,2004,10,294
526,2004,11,1151
527,2004,12,903
528,2005,1,1279
529,2005,2,1861
530,2005,3,535
531,2005,4,636
532,2005,5,1328
533,2005,6,724
534,2005,7,1024
535,2005,8,761
536,2005,9,618
537,2005,10,315
538,2005,11,994
539,2005,12,2822
540,2006,1,289
541,2006,2,294
542,2006,3,137
543,2006,4,930
544,2006,5,134
545,2006,6,1681
546,2006,7,291
547,2006,8,1809
548,2006,9,869
549,2006,10,139
550,2006,11,442
551,2006,12,214
552,2007,1,625
553,2007,2,613
554,2007,3,202
555,2007,4,398
556,2007,5,146
557,2007,6,245
558,2007,7,752
559,2007,8,1464
560,2007,9,1474
561,2007,10,155
562,2007,11,1942
563,2007,12,107
564,2008,1,238
565,2008,2,626
566,2008,3,260
567,2008,4,176
568,2008,5,352
569,2008,6,3
570,2008,7,676
571,2008,8,408
572,2008,9,1293
573,2008,10,1151
574,2008,11,4298
575,2008,12,
576,2009,1,
577,2009,2,40
578,2009,3,181
579,2009,4,414
580,2009,5,323
581,2009,6,472
582,2009,7,81
583,2009,8,154
584,2009,9,621
585,2009,10,435
586,2009,11,81
587,2009,12,307
588,2010,1,136
589,2010,2,54
590,2010,3,266
591,2010,4,297
592,2010,5,497
593,2010,6,206
594,2010,7,525
595,2010,8,976
596,2010,9,225
597,2010,10,169
598,2010,11,380
599,2010,12,647
600,2011,1,361
601,2011,2,271
602,2011,3,346
603,2011,4,113
604,2011,5,240
605,2011,6,71
606,2011,7,553
607,2011,8,906
608,2011,9,330
609,2011,10,160
610,2011,11,154
611,2011,12,574
612,2012,1,274
613,2012,2,1309
614,2012,3,697
615,2012,4,1093
616,2012,5,552
617,2012,6,7
618,2012,7,695
619,2012,8,715
620,2012,9,1659
621,2012,10,936
622,2012,11,732
623,2012,12,82
624,2013,1,362
625,2013,2,284
626,2013,3,82
627,2013,4,404
628,2013,5,419
629,2013,6,564
630,2013,7,781
631,2013,8,428
632,2013,9,830
633,2013,10,280
634,2013,11,1099
