,time,sst_4270,sst_4360,sst_4216,sst_4339,sst_34320,,4270,4360,4216,4339,34320
283,1873-08-01,4.631500274,6.117647311,3.998500109,1.398375079,-0.672888925,,,,,,
284,1873-09-01,3.704875171,5.083529655,3.296000183,0.897625044,-0.779555596,,,,,,
285,1873-10-01,2.791250139,3.959706054,1.68325007,0.246750007,-1.250222272,,,,,,
286,1873-11-01,1.947750077,3.574294259,0.589750029,-0.713875034,-1.607222292,,,,,,
287,1873-12-01,1.416875053,2.728647197,-0.270500008,-1.434500061,-1.721444527,,,,,,
288,1874-01-01,1.289500032,2.390176601,-0.796000049,-1.441875085,-1.803111196,,,,,,
289,1874-02-01,1.210375056,2.052294225,-1.048250049,-1.433000058,-1.810888992,,,,,,
290,1874-03-01,1.247750059,1.912117726,-0.807750031,-1.685000077,-1.831555645,,,,,,
291,1874-04-01,1.244625069,1.681294199,-0.020999999,-1.683500089,-1.837888956,,,,,,
292,1874-05-01,1.862750076,2.004411846,0.784000024,-1.557250097,-1.824444532,,,,,,
293,1874-06-01,3.269000143,3.434529571,1.598500103,-1.08025004,-1.765777866,,,,,,
294,1874-07-01,4.577500194,5.184529669,3.024500191,0.071500001,-1.326444507,,,,,,
295,1874-08-01,4.414875239,5.940294406,3.688500226,1.479250088,-0.74944448,,,,,,
296,1874-09-01,3.706500143,4.987647323,3.261250138,0.769875035,-0.759777821,,,,,,
297,1874-10-01,2.506125107,3.904941377,1.517750084,0.299125016,-1.260777831,,,,,,
298,1874-11-01,1.639875077,3.343529547,0.374750022,-0.73100004,-1.609777874,,,,,,
299,1874-12-01,1.102125054,2.60582365,-0.311500013,-1.380750068,-1.722666727,,,,,,
300,1875-01-01,1.571500078,2.717529542,-0.805000052,-1.441000082,-1.804222306,,,,,,
301,1875-02-01,1.532375075,2.527470722,-1.084250063,-1.447250053,-1.813111226,,,,,,
302,1875-03-01,1.505500101,1.927235391,-0.820000052,-1.645500079,-1.831000076,,,,,,
303,1875-04-01,1.252250068,1.637529516,-0.020500002,-1.60800007,-1.832888974,,,,,,
304,1875-05-01,1.902500078,2.083235423,0.792000026,-1.478250079,-1.800111188,,,,,,
305,1875-06-01,2.967375129,3.631294279,1.458500087,-0.905750034,-1.734888977,,,,,,
306,1875-07-01,4.111375153,5.010059118,2.802000105,0.730000049,-1.009888934,,,,,,
307,1875-08-01,4.879375249,6.208941432,4.174000204,1.606875077,-0.535555579,,,,,,
308,1875-09-01,3.685500145,5.161941402,3.215500176,0.994375043,-0.72300004,,,,,,
309,1875-10-01,3.277500153,4.390176661,1.869000077,0.315875014,-1.244666722,,,,,,
310,1875-11-01,2.371625096,4.049764886,0.622000031,-0.736750027,-1.595555637,,,,,,
311,1875-12-01,1.945250109,3.499294281,-0.235250013,-1.383625068,-1.716777841,,,,,,
312,1876-01-01,1.243500046,2.591411913,-0.813500032,-1.43537508,-1.800888975,,,,,,
313,1876-02-01,1.476875089,2.562588355,-1.070000023,-1.446250051,-1.80711121,,,,,,
314,1876-03-01,1.378500059,1.779764761,-0.801000044,-1.637375087,-1.822666764,,,,,,
315,1876-04-01,1.467250064,1.564470669,-0.00475,-1.590750068,-1.816888968,,,,,,
316,1876-05-01,2.118750095,2.435294216,0.869000047,-1.431125052,-1.794444521,,,,,,
317,1876-06-01,2.72237511,3.397470727,1.869000137,-0.879750039,-1.73388897,,,,,,
318,1876-07-01,4.050750166,4.830000246,2.79700011,0.924875036,-0.993555599,,,,,,
319,1876-08-01,4.463625163,5.607176725,3.502750158,1.421125069,-0.620222259,,,,,,
320,1876-09-01,4.666250199,5.251235583,3.738000154,0.395625017,-0.812555581,,,,,,
321,1876-10-01,3.649625152,4.282000191,2.172000051,-0.165125011,-1.245888948,,,,,,
322,1876-11-01,2.243125126,3.377588398,0.910750017,-1.125875056,-1.581333399,,,,,,
323,1876-12-01,1.665250063,3.179000132,-0.224750015,-1.477125071,-1.701888972,,,,,,
324,1877-01-01,1.910375059,3.204529594,-0.844750032,-1.430625081,-1.785222318,,,,,,
325,1877-02-01,1.817125082,2.963941325,-1.099750072,-1.433625072,-1.792888959,,,,,,
326,1877-03-01,1.485500082,2.114176605,-0.849000037,-1.678750083,-1.818222311,,,,,,
327,1877-04-01,1.846875086,2.108764801,-0.090750003,-1.654125094,-1.82088897,,,,,,
328,1877-05-01,2.474250108,2.40194128,0.843250051,-1.494875088,-1.805666751,,,,,,
329,1877-06-01,3.599125087,3.75305898,1.776750118,-0.98662506,-1.754777855,,,,,,
330,1877-07-01,4.992250144,5.458353197,3.228500187,0.55062502,-1.029111144,,,,,,
331,1877-08-01,5.337500274,6.127176762,4.268500209,1.321875051,-0.668555577,,,,,,
332,1877-09-01,4.239125192,5.299647345,3.924750209,1.028000057,-0.621333364,,,,,,
333,1877-10-01,3.608750194,4.245588401,2.301500082,0.369625019,-1.233222273,,,,,,
334,1877-11-01,2.644500151,4.128176661,0.775250033,-0.469250022,-1.595888946,,,,,,
335,1877-12-01,1.889250077,3.577470751,-0.23850001,-1.257625051,-1.712777853,,,,,,
336,1878-01-01,1.74550008,3.170706041,-0.834750026,-1.441250071,-1.794888986,,,,,,
337,1878-02-01,1.704875067,3.059764852,-1.088750035,-1.441375062,-1.802555654,,,,,,
338,1878-03-01,1.536750086,2.223353024,-0.829000041,-1.711875096,-1.821444511,,,,,,
339,1878-04-01,1.521500096,2.012470708,-0.073000002,-1.708500087,-1.82200008,,,,,,
340,1878-05-01,2.016000137,2.570058933,0.782750025,-1.576125085,-1.808666733,,,,,,
341,1878-06-01,3.508125156,4.15888252,2.096250057,-1.080875061,-1.743333419,,,,,,
342,1878-07-01,4.514375269,5.7176473,3.656750143,0.617125034,-1.010555615,,,,,,
343,1878-08-01,4.553750247,6.366294468,4.531000257,1.542500094,-0.565555578,,,,,,
344,1878-09-01,3.955625147,5.181176648,3.673250198,0.995625049,-0.696555603,,,,,,
345,1878-10-01,2.789500132,4.216235497,2.077000111,0.336000016,-1.258666754,,,,,,
346,1878-11-01,1.969375096,3.814059061,1.043250039,-0.819125034,-1.603111188,,,,,,
347,1878-12-01,1.605125077,3.28647075,-0.201500012,-1.397250064,-1.719111204,,,,,,
348,1879-01-01,1.645625092,2.705706021,-0.820500031,-1.442750089,-1.799777865,,,,,,
349,1879-02-01,1.77925007,2.611000101,-1.09525007,-1.454875082,-1.807222313,,,,,,
350,1879-03-01,1.205500074,1.924705968,-0.844750047,-1.653875083,-1.825444553,,,,,,
351,1879-04-01,1.385750085,1.903411849,-0.054250004,-1.58600007,-1.822444518,,,,,,
352,1879-05-01,1.227375071,2.024117738,0.81250006,-1.392625079,-1.800222304,,,,,,
353,1879-06-01,2.553500116,3.209882505,1.759000063,-0.932125049,-1.750222299,,,,,,
354,1879-07-01,4.649875224,5.248588478,3.204250157,0.439375021,-0.981666731,,,,,,
355,1879-08-01,4.931000203,6.586823912,4.400250196,1.41625008,-0.617000033,,,,,,
356,1879-09-01,4.259500146,5.719706115,3.796500146,1.456375062,-0.664555572,,,,,,
357,1879-10-01,3.395625144,4.423353153,2.067750096,0.315625015,-1.272555603,,,,,,
358,1879-11-01,2.357000098,3.68835309,0.686500013,-0.919625048,-1.59566674,,,,,,
359,1879-12-01,1.753625073,3.18800016,-0.240250014,-1.41587507,-1.714333389,,,,,,
360,1880-01-01,1.656125084,2.667117771,-0.818500042,-1.431000084,-1.79722231,,,,,,
361,1880-02-01,1.400750063,2.433647168,-1.055500045,-1.428500064,-1.811111212,,,,,,
362,1880-03-01,1.385500073,2.077411871,-0.804750025,-1.590000093,-1.830555651,,,,,,
363,1880-04-01,1.667625085,2.183882463,-0.039250001,-1.476625033,-1.821888963,,,,,,
364,1880-05-01,1.664500102,2.431706027,0.784500033,-1.214375045,-1.812666747,,,,,,
365,1880-06-01,2.823750108,3.550529578,1.884000063,-0.636875037,-1.755666759,,,,,,
366,1880-07-01,4.580875188,5.260941393,3.505250156,0.445625025,-1.346555617,,,,,,
367,1880-08-01,4.393500239,5.787117944,4.375750184,1.385375053,-0.939666717,,,,,,
368,1880-09-01,3.733750165,5.100235532,3.474250197,1.239375055,-0.691444488,,,,,,
369,1880-10-01,3.279000163,4.230058993,2.161000073,0.309000017,-1.287555615,,,,,,
370,1880-11-01,2.170875117,3.834823735,0.748000041,-0.847000036,-1.606888943,,,,,,
371,1880-12-01,1.473875053,2.925353071,-0.261000006,-1.359875061,-1.720222301,,,,,,
372,1881-01-01,2.264000088,2.682647165,-0.844750047,-1.461000077,-1.798555652,,,,,,
373,1881-02-01,1.774000108,2.301470678,-1.104250073,-1.463125072,-1.806111203,,,,,,
374,1881-03-01,1.423000053,1.73941187,-0.847500056,-1.724375084,-1.831888967,,,,,,
375,1881-04-01,1.692250088,1.783058899,-0.059000003,-1.713500097,-1.839777854,,,,,,
376,1881-05-01,1.584000066,1.979058926,0.747750029,-1.564375088,-1.817111188,,,,,,
377,1881-06-01,3.013875157,3.427588414,1.915250093,-1.140625045,-1.777666754,,,,,,
378,1881-07-01,4.050875247,4.913294414,3.073500156,0.278750018,-1.306333403,,,,,,
379,1881-08-01,4.271625221,6.049529665,4.123500228,1.41125007,-0.694555588,,,,,,
380,1881-09-01,4.0058752,5.54258843,3.991500139,1.291500077,-0.695555583,,,,,,
381,1881-10-01,3.025500178,4.520117914,2.200250089,0.705250027,-1.27811118,,,,,,
382,1881-11-01,1.853375092,3.549941343,0.510750026,-0.811875032,-1.601555626,,,,,,
383,1881-12-01,1.200875033,2.971000145,-0.291000012,-1.350375064,-1.721000089,,,,,,
384,1882-01-01,1.513375066,2.820117782,-0.807250038,-1.45637507,-1.802444524,,,,,,
385,1882-02-01,1.336250074,2.111882446,-1.078000039,-1.560625114,-1.810222321,,,,,,
386,1882-03-01,1.233375072,1.56247066,-0.825250044,-1.76137507,-1.838888976,,,,,,
387,1882-04-01,1.332750052,1.36482359,-0.037250003,-1.709500074,-1.829111205,,,,,,
388,1882-05-01,1.844625123,2.127235378,0.780250028,-1.566125073,-1.812000089,,,,,,
389,1882-06-01,2.849250108,3.218058965,1.412750065,-1.117250055,-1.774777863,,,,,,
390,1882-07-01,4.34400025,4.978823816,3.123250127,0.362500017,-1.313666734,,,,,,
391,1882-08-01,4.003375262,5.727764999,3.830500245,1.927125067,-0.55866669,,,,,,
392,1882-09-01,3.344375193,5.083470821,3.556750119,1.288625076,-0.712333377,,,,,,
393,1882-10-01,2.429000095,4.27770609,1.993500054,0.587750026,-1.266555614,,,,,,
394,1882-11-01,1.88612508,3.998882518,0.804500028,-0.715000035,-1.605888936,,,,,,
395,1882-12-01,1.477000099,3.559411918,-0.245500006,-1.338875063,-1.727222297,,,,,,
396,1883-01-01,1.524125069,3.198529531,-0.834750056,-1.456875056,-1.810333424,,,,,,
397,1883-02-01,1.193500061,2.790058967,-1.084250063,-1.437750064,-1.817333433,,,,,,
398,1883-03-01,1.238250069,2.275647163,-0.83100003,-1.488875069,-1.810222321,,,,,,
399,1883-04-01,0.977875046,1.524117719,-0.03475,-1.530625075,-1.83666673,,,,,,
400,1883-05-01,1.319625087,1.773823622,0.703750037,-1.432000078,-1.83188898,,,,,,
401,1883-06-01,2.190500155,2.730294249,1.263000086,-0.89887505,-1.760555651,,,,,,
402,1883-07-01,4.25312525,5.050941369,3.135250151,0.642125033,-0.96944449,,,,,,
403,1883-08-01,4.652125239,5.844647323,4.010250211,1.599250078,-0.4796667,,,,,,
404,1883-09-01,4.257125199,5.539294397,3.705500185,1.446750082,-0.681222253,,,,,,
405,1883-10-01,2.909250155,4.444059049,1.903750062,0.342500008,-1.262666702,,,,,,
406,1883-11-01,1.785375081,3.594176629,0.38325002,-0.69625003,-1.614444521,,,,,,
407,1883-12-01,1.148125047,2.593647171,-0.287500009,-1.400000073,-1.72944453,,,,,,
408,1884-01-01,1.283625044,2.622058917,-0.798500046,-1.444750071,-1.808888978,,,,,,
409,1884-02-01,0.997375056,2.30658835,-1.051750049,-1.420750074,-1.81522233,,,,,,
410,1884-03-01,0.821750034,1.856705991,-0.775500044,-1.45562505,-1.806222333,,,,,,
411,1884-04-01,0.96975005,1.495176548,0.01275,-1.40662507,-1.81977786,,,,,,
412,1884-05-01,1.537625089,1.878647128,0.726750039,-1.225625064,-1.811444508,,,,,,
413,1884-06-01,2.381750122,2.801588364,0.90700002,-0.675375026,-1.731111182,,,,,,
414,1884-07-01,3.647250235,4.42423554,2.309000134,0.424375024,-0.949777835,,,,,,
415,1884-08-01,4.261125207,6.197000391,3.739500225,1.562125087,-0.47188891,,,,,,
416,1884-09-01,3.228875101,5.212588507,3.161500216,1.497750059,-0.614444476,,,,,,
417,1884-10-01,2.655500144,3.855235436,1.572000086,0.110250005,-1.290555623,,,,,,
418,1884-11-01,1.65525011,2.959529568,0.173500009,-0.844000034,-1.604666763,,,,,,
419,1884-12-01,1.089500036,2.489411873,-0.297250014,-1.457500063,-1.72277783,,,,,,
420,1885-01-01,1.066500049,2.450058923,-0.789750054,-1.43262507,-1.802777873,,,,,,
421,1885-02-01,0.948375056,1.936705984,-1.06675002,-1.440750077,-1.811777883,,,,,,
422,1885-03-01,1.042375043,1.519058918,-0.801500052,-1.465500087,-1.802222318,,,,,,
423,1885-04-01,1.44500006,1.382411836,-0.020250001,-1.472250067,-1.821777847,,,,,,
424,1885-05-01,1.944625095,2.078353061,0.72950004,-1.33162507,-1.817333433,,,,,,
425,1885-06-01,3.322875142,3.373058999,1.425750047,-0.809500051,-1.777444535,,,,,,
426,1885-07-01,3.959500074,4.563000188,2.568750143,0.383750011,-1.29588896,,,,,,
427,1885-08-01,5.021875203,6.217000316,4.132000268,1.348625049,-0.640444472,,,,,,
428,1885-09-01,4.0087502,5.398764975,3.694000125,1.182750054,-0.616666691,,,,,,
429,1885-10-01,2.953750074,4.187764883,2.000250131,0.159750004,-1.268111176,,,,,,
430,1885-11-01,2.106875122,3.706941366,0.538000017,-0.619125032,-1.60800008,,,,,,
431,1885-12-01,1.589875087,2.956647214,-0.274250016,-1.35375005,-1.724777857,,,,,,
432,1886-01-01,1.568125077,2.774941304,-0.830750048,-1.451875068,-1.812777864,,,,,,
433,1886-02-01,1.056125063,2.056705986,-1.073750079,-1.436750069,-1.818777879,,,,,,
434,1886-03-01,0.977625053,1.539117716,-0.802000046,-1.491000086,-1.812555644,,,,,,
435,1886-04-01,1.174500048,1.393764787,-0.025749999,-1.523625076,-1.810222308,,,,,,
436,1886-05-01,1.315875068,1.563764787,0.746500023,-1.347000062,-1.778888981,,,,,,
437,1886-06-01,2.930625111,3.172529606,1.644500077,-0.819750037,-1.581444542,,,,,,
438,1886-07-01,4.169000238,4.811059068,2.96600014,0.230750008,-1.104333387,,,,,,
439,1886-08-01,4.634375155,5.689941462,3.858250201,0.63775003,-0.783444463,,,,,,
440,1886-09-01,3.728375226,4.666411975,3.078500092,0.525625024,-0.936777825,,,,,,
441,1886-10-01,2.870875135,4.236294312,1.909500122,0.154500005,-1.379111184,,,,,,
442,1886-11-01,1.432750061,3.487117753,0.615250044,-0.723750028,-1.617777864,,,,,,
443,1886-12-01,1.042125049,2.351176577,-0.25600001,-1.404750064,-1.72944453,,,,,,
444,1887-01-01,1.081250049,2.138235418,-0.789250061,-1.43900007,-1.812111219,,,,,,
445,1887-02-01,0.89487505,1.957470683,-1.05050008,-1.438375063,-1.81744455,,,,,,
446,1887-03-01,1.026000049,1.570353012,-0.802500024,-1.472000085,-1.807666765,,,,,,
447,1887-04-01,0.850875028,1.175117704,-0.007249998,-1.542875089,-1.812777864,,,,,,
448,1887-05-01,1.458625056,1.688764764,0.787750036,-1.488750048,-1.788111197,,,,,,
449,1887-06-01,2.61800015,2.982823628,1.779750139,-0.786375037,-1.658333408,,,,,,
450,1887-07-01,3.896875203,4.516764935,3.126750171,0.250500016,-0.944000045,,,,,,
451,1887-08-01,4.405500203,6.003823841,4.644750237,1.011125036,-0.648666696,,,,,,
452,1887-09-01,4.039000183,5.304882667,4.151500046,0.488375019,-0.678000043,,,,,,
453,1887-10-01,3.349750102,4.293059012,2.423500121,-0.200500013,-1.264888936,,,,,,
454,1887-11-01,2.095750108,3.516647297,0.759000048,-0.861000039,-1.600555632,,,,,,
455,1887-12-01,1.283875082,2.446529515,-0.258250009,-1.446000054,-1.719111204,,,,,,
456,1888-01-01,1.36525007,2.315647167,-0.817250028,-1.441875063,-1.800000085,,,,,,
457,1888-02-01,1.225000057,2.07323539,-1.083500087,-1.482250072,-1.804444551,,,,,,
458,1888-03-01,0.934625059,1.513470645,-0.810000032,-1.493250072,-1.793333424,,,,,,
459,1888-04-01,1.112500057,1.057823548,0.008499999,-1.545000084,-1.80388897,,,,,,
460,1888-05-01,1.69212506,1.753647125,0.806500047,-1.504875064,-1.800666756,,,,,,
461,1888-06-01,3.038000137,3.008470704,1.655750126,-1.042250056,-1.727111181,,,,,,
462,1888-07-01,4.651375234,5.100529671,3.334750116,0.059125006,-0.955111169,,,,,,
463,1888-08-01,4.588000178,6.025059111,4.34400022,1.049750052,-0.777555601,,,,,,
464,1888-09-01,3.909375191,5.129764992,3.758500218,0.54775003,-0.780222254,,,,,,
465,1888-10-01,3.666750133,4.302235519,2.324750066,-0.343375015,-1.221555617,,,,,,
466,1888-11-01,2.231500104,3.938000174,0.832750037,-0.888875047,-1.587222298,,,,,,
467,1888-12-01,1.256250054,3.077647237,-0.254250003,-1.451500081,-1.721777836,,,,,,
468,1889-01-01,1.207750048,2.475117771,-0.803000048,-1.452375077,-1.809666766,,,,,,
469,1889-02-01,1.319625042,2.309529535,-1.078000039,-1.457500055,-1.821000112,,,,,,
470,1889-03-01,0.97400004,1.549882426,-0.81400004,-1.491625063,-1.813888987,,,,,,
471,1889-04-01,0.818375042,1.267176526,-0.036000001,-1.501375064,-1.808444526,,,,,,
472,1889-05-01,1.418625094,1.91347066,0.739500031,-1.507000074,-1.807777855,,,,,,
473,1889-06-01,2.386875138,3.41511779,1.156500071,-1.060250036,-1.801444517,,,,,,
474,1889-07-01,3.99737516,5.10800025,2.698750138,0.242375008,-1.311666734,,,,,,
475,1889-08-01,4.697750211,6.530706209,4.009500206,1.339875072,-0.62144447,,,,,,
476,1889-09-01,3.742500186,4.999882642,3.317750096,0.94000005,-0.643333357,,,,,,
477,1889-10-01,2.820000142,4.140529605,1.879500091,0.137250003,-1.267777827,,,,,,
478,1889-11-01,1.827750079,3.852647192,0.411000017,-0.753500047,-1.611000074,,,,,,
479,1889-12-01,1.126750048,2.759705992,-0.28425001,-1.430125073,-1.731333415,,,,,,
480,1890-01-01,0.933375061,2.46623542,-0.770500034,-1.455125064,-1.817222291,,,,,,
481,1890-02-01,1.085875027,2.341647176,-1.053000048,-1.439375058,-1.823000113,,,,,,
482,1890-03-01,0.899625048,1.838176559,-0.796500042,-1.476250082,-1.815777871,,,,,,
483,1890-04-01,1.132375058,1.526882446,-0.00425,-1.530625097,-1.835777839,,,,,,
484,1890-05-01,1.395000048,2.170882455,0.79825002,-1.464375086,-1.824555635,,,,,,
485,1890-06-01,2.981500179,3.746117823,1.80550012,-0.961375039,-1.751777848,,,,,,
486,1890-07-01,4.125625223,5.001706137,2.909000158,0.526125033,-0.999666707,,,,,,
487,1890-08-01,4.156750143,5.349823825,3.735500097,1.160250038,-0.48122225,,,,,,
488,1890-09-01,3.540875167,4.65500021,3.387500167,0.739125017,-0.664111142,,,,,,
489,1890-10-01,2.891000137,3.875823708,1.854500115,-0.073125004,-1.27111117,,,,,,
490,1890-11-01,2.111500129,3.515294285,0.48475004,-1.068500046,-1.601333406,,,,,,
491,1890-12-01,1.534875043,2.931588383,-0.268500015,-1.471375056,-1.72833342,,,,,,
492,1891-01-01,1.604375057,2.596353086,-0.824750036,-1.443375073,-1.810000088,,,,,,
493,1891-02-01,1.275000073,2.299529536,-1.067250073,-1.456625059,-1.821555654,,,,,,
494,1891-03-01,0.930500045,1.463823585,-0.810500041,-1.717875093,-1.853666743,,,,,,
495,1891-04-01,1.130250044,1.294176529,-0.013500002,-1.693125099,-1.851777845,,,,,,
496,1891-05-01,1.969375089,1.91382359,0.804500043,-1.531875052,-1.81977786,,,,,,
497,1891-06-01,3.441250145,3.760882532,2.019000083,-1.118250053,-1.774888979,,,,,,
498,1891-07-01,4.5626252,5.365941454,3.597750127,0.232375007,-1.067222277,,,,,,
499,1891-08-01,4.530375183,5.984411997,4.496250272,1.321125031,-0.533111138,,,,,,
500,1891-09-01,4.310000241,5.630235574,3.959250152,1.090000048,-0.700000043,,,,,,
501,1891-10-01,3.067500144,4.513470762,2.128250122,0.408000015,-1.266333408,,,,,,
502,1891-11-01,1.501625068,3.520294288,0.531500019,-0.82412504,-1.616111199,,,,,,
503,1891-12-01,0.733750036,2.722117782,-0.255250014,-1.406375065,-1.738777876,,,,,,
504,1892-01-01,1.025875039,2.462058961,-0.798000053,-1.445500076,-1.820666764,,,,,,
505,1892-02-01,1.055000067,2.126882428,-1.063500047,-1.441000074,-1.82633343,,,,,,
506,1892-03-01,1.048125055,1.490823591,-0.786750033,-1.483500063,-1.818333427,,,,,,
507,1892-04-01,1.023875039,1.346352996,0.0065,-1.624500088,-1.831111193,,,,,,
508,1892-05-01,1.704250097,2.050411836,0.742750034,-1.595750049,-1.823555668,,,,,,
509,1892-06-01,2.688250139,3.473411932,1.58525005,-1.130500056,-1.758333418,,,,,,
510,1892-07-01,4.235250235,4.993294393,3.067750156,-0.005375002,-1.283888982,,,,,,
511,1892-08-01,4.540625155,5.74076494,3.853250146,1.164250061,-0.617777806,,,,,,
512,1892-09-01,3.540000141,4.940823807,3.327750146,0.899125047,-0.739888926,,,,,,
513,1892-10-01,3.359000146,4.127353093,2.11525014,-0.073374999,-1.255333371,,,,,,
514,1892-11-01,1.944000095,3.606470823,0.666000038,-0.900000051,-1.612777869,,,,,,
515,1892-12-01,1.503750056,2.911000147,-0.300500009,-1.475125059,-1.736666746,,,,,,
516,1893-01-01,1.870500103,2.608235436,-0.851500034,-1.466125078,-1.81866675,,,,,,
517,1893-02-01,1.131125044,2.179353056,-1.082250059,-1.460000068,-1.828666753,,,,,,
518,1893-03-01,1.130500078,1.849235386,-0.812750041,-1.480625056,-1.816888981,,,,,,
519,1893-04-01,0.534375024,1.302117708,0.007750002,-1.310750078,-1.789888991,,,,,,
520,1893-05-01,1.300250065,1.771705957,0.760750026,-1.286625061,-1.800000085,,,,,,
521,1893-06-01,2.462125137,3.21823543,1.445250064,-0.789750043,-1.762555652,,,,,,
522,1893-07-01,4.045000136,4.839529641,2.916000187,0.32362501,-1.123111169,,,,,,
523,1893-08-01,4.618375152,5.895059067,3.96325016,0.913750045,-0.800666701,,,,,,
524,1893-09-01,4.239750206,5.547706155,3.89800024,0.945125051,-0.665888923,,,,,,
525,1893-10-01,2.433000103,3.961647258,2.139000177,0.195500007,-1.268222292,,,,,,
526,1893-11-01,1.894250102,3.222706009,0.709000036,-0.948250052,-1.610333403,,,,,,
527,1893-12-01,1.403875053,2.634058987,-0.251000011,-1.456625082,-1.735333416,,,,,,
528,1894-01-01,1.449375071,2.624117739,-0.834000051,-1.641000099,-1.818111181,,,,,,
529,1894-02-01,0.882375028,2.019000109,-1.064750046,-1.547375083,-1.82633343,,,,,,
530,1894-03-01,0.708000027,1.502882431,-0.786000043,-1.46412506,-1.813111213,,,,,,
531,1894-04-01,0.586125028,1.45023535,0.012000002,-1.278875072,-1.783666756,,,,,,
532,1894-05-01,1.073625056,2.064470669,0.810500011,-1.113750055,-1.78466675,,,,,,
533,1894-06-01,2.414500102,3.312294301,1.601750076,-0.792500027,-1.785222305,,,,,,
534,1894-07-01,3.853125215,5.010117895,2.70050019,0.23625001,-1.327000062,,,,,,
535,1894-08-01,4.337000221,6.329470971,3.931500137,1.07925003,-1.027555601,,,,,,
536,1894-09-01,3.37650016,5.076706087,3.735250175,0.940125033,-0.753222259,,,,,,
537,1894-10-01,2.69612512,3.886294295,2.092750072,-0.171625009,-1.263111154,,,,,,
538,1894-11-01,1.814500079,3.587823714,0.614750028,-0.860000053,-1.597777857,,,,,,
539,1894-12-01,1.179000057,2.809000106,-0.248500016,-1.420125067,-1.720444547,,,,,,
540,1895-01-01,1.089375049,2.582235417,-0.807500049,-1.417625085,-1.802666757,,,,,,
541,1895-02-01,1.48937507,2.200411867,-1.08100006,-1.436625063,-1.81055567,,,,,,
542,1895-03-01,1.157750033,1.556353008,-0.81900005,-1.686000079,-1.826444533,,,,,,
543,1895-04-01,1.337375067,1.183823575,-0.0315,-1.687375091,-1.815666755,,,,,,
544,1895-05-01,1.284250051,1.730705949,0.739500031,-1.498875082,-1.802888963,,,,,,
545,1895-06-01,2.722625136,3.28117663,1.441500068,-0.982625045,-1.771888971,,,,,,
546,1895-07-01,4.407500267,4.990235483,2.82400012,0.500250025,-1.259777824,,,,,,
547,1895-08-01,4.905750275,6.268706125,4.213000238,1.337000072,-0.835222267,,,,,,
548,1895-09-01,3.935625166,4.998411992,3.285750151,0.933625035,-0.683111149,,,,,,
549,1895-10-01,2.907625169,3.993176629,1.902500063,0.034750001,-1.236555603,,,,,,
550,1895-11-01,2.037500098,3.507588373,0.655000031,-0.98587504,-1.585333387,,,,,,
551,1895-12-01,1.325625032,2.109294211,-0.250250015,-1.497250088,-1.71255562,,,,,,
552,1896-01-01,1.107125059,2.014411851,-0.787250042,-1.41837506,-1.797777865,,,,,,
553,1896-02-01,1.47587508,2.110764814,-1.056250051,-1.447500065,-1.807888998,,,,,,
554,1896-03-01,0.939375058,1.367176525,-0.784250036,-1.67475009,-1.835333427,,,,,,
555,1896-04-01,1.052750047,1.241117714,0.026499998,-1.659500062,-1.829444528,,,,,,
556,1896-05-01,1.13850004,1.577529494,0.716750048,-1.494125083,-1.805777868,,,,,,
557,1896-06-01,2.489625111,3.243588349,1.576500058,-0.996500041,-1.711111175,,,,,,
558,1896-07-01,3.833750159,4.694823742,2.92350018,0.496500025,-1.162888951,,,,,,
559,1896-08-01,4.197375178,6.032353205,4.321500182,1.384000078,-0.894666705,,,,,,
560,1896-09-01,3.581625164,5.072059084,3.836000204,0.778875038,-0.761555591,,,,,,
561,1896-10-01,2.903625131,3.973059023,2.22450012,0.025250004,-1.278555618,,,,,,
562,1896-11-01,2.064875096,3.481000199,0.986500055,-0.70087503,-1.61011121,,,,,,
563,1896-12-01,1.335625049,3.037235428,-0.242250007,-1.341375053,-1.730333434,,,,,,
564,1897-01-01,1.373000063,2.755705988,-0.827750027,-1.452625066,-1.813666768,,,,,,
565,1897-02-01,1.123500053,2.145000113,-1.082500041,-1.465625048,-1.820333454,,,,,,
566,1897-03-01,1.164500065,1.762294186,-0.842750043,-1.63250006,-1.832888974,,,,,,
567,1897-04-01,0.840500025,1.341176551,-0.049250002,-1.471000068,-1.811444521,,,,,,
568,1897-05-01,1.180875044,1.838294176,0.758250043,-1.159375053,-1.740666747,,,,,,
569,1897-06-01,2.58962512,3.108411901,1.462750077,-0.728250049,-1.724111199,,,,,,
570,1897-07-01,3.650250167,4.530882569,3.010500193,0.363750011,-1.327777836,,,,,,
571,1897-08-01,4.021375179,5.777353175,3.842750192,1.515875049,-0.992444485,,,,,,
572,1897-09-01,3.978375196,5.630470809,3.823500156,1.013875045,-0.763333369,,,,,,
573,1897-10-01,3.060250163,4.333000211,2.044750094,0.146750007,-1.249111162,,,,,,
574,1897-11-01,1.830250055,3.674470747,0.284000011,-0.922625056,-1.592444526,,,,,,
575,1897-12-01,1.338000044,3.079353101,-0.283250008,-1.451625057,-1.72055565,,,,,,
576,1898-01-01,1.327500064,2.552117761,-0.799750045,-1.455625072,-1.808888978,,,,,,
577,1898-02-01,1.03587506,2.042705967,-1.052750066,-1.450375065,-1.817888988,,,,,,
578,1898-03-01,0.700375033,1.252411802,-0.786500037,-1.638375059,-1.815555652,,,,,,
