,year,5,6,7,8,9,10,11,12,1,2,3,4,height
0,1983,625.0992434343341,554.5641893341926,553.9661638316361,599.4479820832952,545.8472929473786,690.0018467401604,593.6880161248987,620.2817168233847,670.4231420203186,713.8263740245997,632.8826013455559,720.4839533275332,0
1,1983,621.1922400578438,548.659396866397,553.0092587620351,597.8636890984695,545.5212424606144,685.8573605244744,592.5930684833227,617.4928377892056,665.9761740826265,709.7599006487256,625.3086990335294,714.7284036771802,100
2,1983,617.2852366813537,542.7546043986014,552.052353692434,596.2793961136439,545.1951919738502,681.7128743087884,591.4981208417466,614.7039587550265,661.5292061449343,705.6934272728516,617.7347967215028,708.9728540268272,200
3,1983,613.3782333048634,536.8498119308058,551.095448622833,594.6951031288182,544.869141487086,677.5683880931024,590.4031732001707,611.9150797208473,657.0822382072421,701.6269538969775,610.1608944094762,703.2173043764742,300
4,1983,609.4712299283733,530.9450194630102,550.1385435532321,593.1108101439927,544.5430910003217,673.4239018774163,589.3082255585947,609.1262006866682,652.6352702695499,697.5604805211035,602.5869920974496,697.4617547261212,400
5,1983,605.564226551883,525.0402269952147,549.1816384836311,591.526517159167,544.2170405135575,669.2794156617302,588.2132779170187,606.3373216524891,648.1883023318577,693.4940071452295,595.0130897854231,691.7062050757683,500
6,1983,601.6572231753929,519.1354345274191,548.2247334140301,589.9422241743414,543.8909900267934,665.1349294460442,587.1183302754426,603.54844261831,643.7413343941655,689.4275337693555,587.4391874733965,685.9506554254152,600
7,1983,597.7502197989028,513.2306420596235,547.2678283444291,588.3579311895157,543.5649395400292,660.9904432303582,586.0233826338667,600.7595635841309,639.2943664564733,685.3610603934814,579.8652851613699,680.1951057750623,700
8,1983,593.8432164224125,507.3258495918279,546.310923274828,586.7736382046901,543.238889053265,656.8459570146722,584.9284349922907,597.9706845499517,634.8473985187811,681.2945870176073,572.2913828493433,674.4395561247093,800
9,1983,589.9362130459224,501.4210571240323,545.354018205227,585.1893452198644,542.9128385665008,652.7014707989862,583.8334873507147,595.1818055157726,630.4004305810889,677.2281136417333,564.7174805373168,668.6840064743564,900
10,1983,586.0292096694321,495.51626465623673,544.397113135626,583.6050522350388,542.5867880797366,648.5569845833002,582.7385397091388,592.3929264815935,625.9534626433967,673.1616402658593,557.1435782252902,662.9284568240033,1000
11,1983,582.122206292942,489.6114721884411,543.440208066025,582.0207592502131,542.2607375929724,644.412498367614,581.6435920675627,589.6040474474144,621.5064947057047,669.0951668899853,549.5696759132637,657.1729071736503,1100
12,1983,578.2152029164517,483.7066797206455,542.4833029964241,580.4364662653875,541.9346871062082,640.268012151928,580.5486444259867,586.8151684132351,617.0595267680125,665.0286935141112,541.9957736012371,651.4173575232974,1200
13,1983,574.3081995399616,477.80188725285,541.526397926823,578.8521732805618,541.6086366194439,636.123525936242,579.4536967844108,584.026289379056,612.6125588303203,660.9622201382372,534.4218712892106,645.6618078729443,1300
14,1983,570.4011961634714,471.8970947850544,540.569492857222,577.2678802957362,541.2825861326797,631.979039720556,578.3587491428348,581.2374103448769,608.1655908926281,656.8957467623632,526.847968977184,639.9062582225914,1400
15,1983,566.4941927869812,465.9923023172588,539.612587787621,575.6835873109105,540.9565356459156,627.83455350487,577.2638015012587,578.4485313106978,603.7186229549359,652.8292733864891,519.2740666651574,634.1507085722384,1500
16,1983,562.587189410491,460.0875098494632,538.65568271802,574.0992943260849,540.6304851591514,623.690067289184,576.1688538596828,575.6596522765186,599.2716550172437,648.762800010615,511.7001643531309,628.3951589218855,1600
17,1983,558.6801860340008,454.1827173816676,537.698777648419,572.5150013412592,540.3044346723872,619.5455810734979,575.0739062181068,572.8707732423395,594.8246870795515,644.696326634741,504.1262620411042,622.6396092715324,1700
18,1983,554.7731826575107,448.277924913872,536.741872578818,570.9307083564336,539.978384185623,615.4010948578118,573.9789585765308,570.0818942081604,590.3777191418593,640.629853258867,496.5523597290777,616.8840596211794,1800
19,1983,550.8661792810204,442.37313244607645,535.7849675092169,569.3464153716079,539.6523336988588,611.2566086421258,572.8840109349549,567.2930151739813,585.9307512041671,636.563379882993,488.9784574170511,611.1285099708265,1900
20,1983,546.9591759045303,436.4683399782808,534.8280624396159,567.7621223867823,539.3262832120946,607.1121224264398,571.7890632933788,564.5041361398021,581.4837832664749,632.4969065071189,481.4045551050246,605.3729603204735,2000
21,1983,543.05217252804,430.5635475104853,533.871157370015,566.1778294019566,539.0002327253303,602.9676362107538,570.6941156518028,561.715257105623,577.0368153287827,628.4304331312449,473.830652792998,599.6174106701205,2100
22,1983,539.1451691515499,424.6587550426897,532.914252300414,564.5935364171311,538.6741822385661,598.8231499950678,569.5991680102269,558.9263780714439,572.5898473910906,624.3639597553708,466.25675048097145,593.8618610197675,2200
23,1983,535.2381657750597,418.7539625748941,531.957347230813,563.0092434323054,538.3481317518019,594.6786637793817,568.5042203686509,556.1374990372648,568.1428794533985,620.2974863794968,458.6828481689449,588.1063113694145,2300
24,1983,531.3311623985695,412.8491701070985,531.0004421612119,561.4249504474798,538.0220812650377,590.5341775636957,567.4092727270748,553.3486200030856,563.6959115157063,616.2310130036228,451.1089458569184,582.3507617190616,2400
25,1983,527.4241590220793,406.9443776393029,530.0435370916109,559.8406574626541,537.6960307782736,586.3896913480096,566.3143250854989,550.5597409689065,559.2489435780141,612.1645396277488,443.5350435448918,576.5952120687085,2500
26,1983,523.5171556455891,401.0395851715073,529.0866320220099,558.2563644778285,537.3699802915094,582.2452051323236,565.2193774439229,547.7708619347273,554.8019756403219,608.0980662518747,435.9611412328652,570.8396624183556,2600
